Time (minutes),TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
112,49,57.98,58.8,51.53,51.9,82.38,82.2,88.97,90.1,87.18,71.59,58.04,58.39,73.96,20.07,175,-121.1,57.33,57.84,3.189,3.702,62.9,3.204,1.097,269.3,213.5,9.1,8.6,42.8,37.9,99,121.6,15.2,49.5,6.7,136.8,37.5,84.1,74,71,4.413,1.697,7.328,20,0,124.2,116.9,140.9,102.4,7.8,6.9,25,0,100,38.45,49,56,18,60.4,80.59,59.27,58.76,23.84,76.55,180.3
114,49,60.8,62,52.76,53.4,78.61,76,87.29,86.3,84.64,75.97,60.94,61.3,95.68,29.19,95.66,-29.17,72.45,73.7,3.231,4.487,68.59,3.714,0.9468,264.6,216.3,10.5,11.2,42.9,38,97.5,119.1,15.4,50.1,7.2,132.3,35.1,81.1,80,77,-13.1,-3.894,6.768,20,0,124,116.7,138,98.8,10.4,8.6,45.81,20.54,100,100,57,56,50.11,60.36,71.3,62.46,61.63,64.02,77.54,60.74
116,49,61.54,61.6,52.31,52,75.91,75.7,85.57,86.5,82.56,75.64,61.31,61.55,107.1,33.45,76.69,-3.006,83.06,81,2.121,0.06016,71.1,4.108,0.856,266.1,216,10.1,11,42.1,37.2,97.5,119.1,18.8,49,7,126,28,82.9,84,80,-13.54,-3.596,6.496,20,0,123.2,116.4,138,100.1,10.8,9.4,47.01,21.34,100,100,57,56,46.27,60.03,71.05,63,62.32,72.8,50.91,-14.95
118,49,61.21,61.4,51.66,51.6,75.79,75.7,85.74,86.8,82.72,75.72,60.9,61.34,110,33.36,77.41,-0.7342,85.65,82.86,3.947,1.161,73.76,4.083,0.8612,265.5,215.1,9.7,11.7,42,37.1,98.5,121.1,19,48.3,6.3,125,26.2,84,88,84,-11.99,-3.099,6.14,20,0,122.5,116.2,139,101.4,10.9,10,63.22,22.15,100,100,57,56,46.43,59.82,71.34,64.84,62.81,69.53,46.81,-18.71
120,49,61.34,61.6,51.62,51.6,75.83,75.9,85.94,87.2,82.8,75.76,60.82,61.42,111.1,34.5,77.35,-0.7294,87.25,82.62,5.423,0.7948,75.06,4.087,0.8603,263.7,215.4,9.8,11.5,41.8,36.9,98.7,121.6,19.8,48.3,6.5,124.7,26.3,84.9,89,85,-8.868,-2.27,6.052,20,0,121.2,115.7,141.4,104,11.5,10,64.43,22.95,100,100,57,56,50.59,59.41,70.89,65.62,63.43,72.14,59.49,-17.96
122,49,61.38,61.4,51.49,51.4,75.91,75.9,86.27,87.5,82.92,75.89,60.82,61.47,114.3,36.91,77.69,-0.2806,88.89,83.89,5.803,0.7964,76.52,4.085,0.8608,264.9,215.9,10,11.5,41.6,36.7,99,122.1,19.6,48,6.4,125.2,25.7,85.5,91,87,-12.84,-3.195,5.877,20,0,120.4,115.3,138.5,101.4,11.6,9.8,65.64,23.76,100,100,57,56,50.75,58.92,70.6,65.82,63.63,75.83,63.65,-21.15
124,49,61.25,61.4,51.33,51.2,75.83,75.7,86.31,87.3,82.88,75.8,60.7,61.34,115.3,37.69,77.89,-0.2803,88.88,83.89,5.778,0.7929,77.55,4.03,0.8725,264,215,10.2,11.7,41.2,36.3,99.5,122.6,20,47.7,6.5,125.2,25.5,86.5,93,89,-15.33,-3.783,5.704,20,0,119.9,114.7,139.4,102.3,11.6,10,66.85,24.56,100,100,57,56,46.91,58.47,70.11,66.03,63.63,77.71,57.96,-20.36
126,49,61.21,61.2,51.21,51.1,75.83,75.9,86.35,87.5,82.92,75.8,60.57,61.34,115.7,37.66,78.29,-0.2802,89.45,83.74,6.866,1.158,78.47,4.008,0.8773,263.9,214.6,9.9,11.7,41.2,36.3,99.2,122.6,20,47.5,6.3,125.5,26,87.5,94,90,-13.74,-3.378,5.618,20,0,119.5,114.2,140.4,103.7,11.6,10.1,68.05,25.37,100,100,57,56,51.07,58.23,70.11,66.11,63.67,76.05,67.72,-18.37
128,49,61.17,61.2,51.13,51.1,75.83,75.9,86.39,87.7,82.92,75.8,60.53,61.3,116.4,38.2,78.46,-0.2808,90.38,84.63,6.909,1.164,79.12,4.016,0.8755,264.4,215.9,10.3,11.5,40.8,35.9,99.2,122.6,20,47.3,6.5,125.7,26,88.2,95,91,-12.28,-3,5.533,20,0,119.2,114,140.9,104.5,11.8,10.1,69.26,26.17,100,100,57,56,51.23,57.94,70.03,66.48,63.76,75.82,60.96,-20.81
130,49,61.21,61.4,51.08,51.1,75.83,75.7,86.43,87.8,82.97,75.8,60.49,61.34,117,38.26,79.05,-0.2813,90.65,84.2,7.607,1.159,80.42,3.963,0.8871,264.9,214.8,10.3,12.2,40.8,35.9,100,124.1,20.5,47.3,6.3,126,26,87.8,96,92,-12.34,-2.999,5.448,20,0,118.8,113.6,139.9,102.1,11.9,10.3,70.47,26.98,100,100,57,56,47.4,57.65,69.83,66.84,64.04,75.44,65.15,-17.27
132,49,61.25,61.4,51.04,51.1,75.87,75.9,86.43,87.5,82.97,75.8,60.49,61.34,115.7,37.97,78.45,-0.7278,91.79,84.95,7.641,0.7959,81.05,3.982,0.883,262.9,215.8,10.5,12.5,40.6,35.6,100,124.1,20.7,47.2,6.4,126.6,26.3,88.8,97,93,-3.001,-0.7378,5.363,20,0,118.5,113.1,141.4,105,11.6,10.3,71.68,27.79,100,100,57,56,51.56,57.41,69.42,67.01,64.12,75.89,63.59,-21.77
134,49,61.21,61.4,51,51.1,75.83,75.7,86.68,87.7,82.97,75.8,60.45,61.34,118.8,40.64,78.4,-0.2789,91.36,84.54,7.971,1.159,81.16,3.957,0.8884,262.7,214.7,10.4,12.3,40.8,35.9,100,124.1,20.7,47.2,6.4,126.3,26.6,88.8,96,92,-15.17,-3.634,5.448,20,0,118.3,112.9,141.4,104.8,12.1,10.2,72.89,28.59,100,100,57,56,47.72,57.33,69.13,67.01,64.17,82.62,67.29,-20.6
136,49,61.21,61.2,51,50.9,75.83,75.9,86.47,87.7,83.01,75.8,60.45,61.34,117.6,38.31,79.6,-0.2816,91.21,84.41,7.958,1.157,81.29,3.945,0.8913,265.2,214.4,10.1,12.5,40.8,35.8,100.2,124.1,20.5,47,6.4,126.3,26.1,88,97,93,-11.61,-2.808,5.363,20,0,118.1,112.9,140.4,103.8,11.8,10.3,79.09,29.4,100,100,57,56,51.88,57.24,69.29,67.01,64.12,76.31,66.23,-16.02
138,49,61.21,61.2,50.96,51.1,75.83,76.2,86.64,87.8,82.97,75.72,60.41,61.3,116.7,39.65,78.24,-1.159,92.17,84.95,8.01,0.796,78.24,4.142,0.8488,259.2,215.8,9.4,12.2,41.5,36.6,100,124.1,20.5,47.2,5.7,126.3,26.3,87,92,88,-8.134,-1.982,5.791,20,0,118.1,112.7,133.5,96.9,11.6,10.3,75,0,100,67.93,49.79,56,60,57.16,69.09,67.09,64.17,79.8,65.73,-22.25
140,49,60.97,61.4,52.97,53.8,75.17,74.9,83.73,84,80.59,72.94,60.33,61.22,94.71,34.75,84.72,-24.76,71.58,65.86,7.971,2.257,60.16,4.183,0.8405,265.7,214.8,11.3,9.2,42.3,37.4,93.2,110.7,15.1,50,7.7,126,32.5,73.5,70,67,-21.18,-6.36,7.715,20,0,117.6,112.4,139,101,9.1,7.8,60,0,100,55.52,48.55,56,47,56.96,67.94,66.39,63.84,75.92,74.84,59.13
142,49,60.56,60.2,52.8,52.8,75.67,75.7,83.73,84.8,80.34,71.22,59.67,60.48,89.32,37.49,101.1,-49.26,69.79,61.83,7.281,-0.6771,60.43,4.061,0.8658,265.8,216,10.3,8.9,42.4,37.5,93.7,111.7,15.8,49.6,7.3,125.7,31.8,74.2,71,68,-8.233,-2.622,7.617,20,0,117.6,112.2,140.4,100,9.1,7.5,60,0,100,43.1,47.31,56,50,56.92,67.9,65.7,63.14,81.91,68.36,103.2
144,50,58.59,58.2,51.99,51.9,76.36,76.4,83.36,83.7,80.34,68.52,57.83,58.56,77.41,33.36,130.8,-86.76,59.35,52.51,6.532,-0.3079,54.98,3.796,0.9263,265.4,215.6,9.1,8,42.8,37.9,91.7,107.7,13.4,49.6,7.2,126.6,34.9,70,64,61,-8.495,-3.121,8.323,20,0,117.4,112,138.5,100,7.3,6.3,70,0,100,32,47,56,48,56.88,67,63.04,61.01,79.06,77.45,158.9
146,50,57.53,57.5,51.13,51.1,76.24,76,83.03,83.7,80.18,67.66,56.77,57.62,75.55,31.72,139.3,-95.43,57.72,50.86,7.662,0.7977,54.59,3.718,0.9456,266.9,216.4,9.1,7.8,42,37.1,91.2,106.7,13.6,49,6.8,127.1,36.2,70.3,63,60,-8.105,-3.051,8.428,20,0,117.4,112.2,137.5,99.3,7.7,6.4,70,0,100,32,47,56,42,56.83,68.19,62.83,60.28,67.05,71.94,169.4
148,50,57.08,57.1,50.8,50.8,76.2,76,82.95,83.7,80.18,67.49,56.36,57.29,74.86,30.71,140.6,-96.49,56.29,49.83,8.352,1.894,54.62,3.624,0.9703,266,215.1,8.6,7.8,42,37.1,91.5,107.2,13.6,48.7,6.7,127.4,35.9,70.3,63,60,-10.67,-4.053,8.428,20,0,117.4,111.8,137,99.1,7.7,6.5,75,0,100,32,47,56,42,56.79,68.6,62.91,60.07,62.44,70.51,171.7
150,50,56.91,57.1,50.59,50.6,76.12,76.2,82.83,83.3,80.06,67.33,56.11,57.08,74.7,30.83,141.7,-97.78,57.11,49.86,8.789,1.54,54.69,3.672,0.9576,267.1,216.9,8.8,7.9,41.8,36.9,91.2,106.7,13.3,48.5,6.7,127.4,35.6,70,63,60,-7.15,-2.722,8.428,20,0,116.9,111.8,137,99.1,7.3,6.5,75,0,100,32,47,56,48,56.79,68.68,63,60.03,62.25,71.13,173.1
152,50,56.87,57.1,50.55,50.6,76.12,76.2,82.83,83.5,80.1,67.33,56.07,57.04,74.47,30.28,141.7,-97.48,56.67,49.48,8.722,1.528,54.62,3.648,0.9637,266.2,215.2,8.8,7.7,41.8,36.9,91.2,106.7,13.6,48.5,6.7,127.1,35.6,70.1,64,61,-7.966,-3.042,8.323,20,0,117.1,112,137.5,99.9,7.5,6.5,75,0,100,32,47,56,48,56.75,68.72,63,60.07,60.72,71.57,173.3
154,50,56.83,56.9,50.47,50.4,76.12,76.2,82.79,83.3,80.14,67.33,56.03,57,73.94,29.34,142,-97.38,57.18,49.97,8.743,1.532,54.6,3.682,0.9549,265.9,215.7,8.5,8.4,42.1,37.2,91.7,107.7,13.4,48.3,6.5,126.8,35.4,70.3,64,61,-4.332,-1.666,8.323,20,0,117.1,112,138,99.1,7.1,6.5,80,0,100,32,47,56,48,56.71,68.84,63,59.99,58.05,69.78,172.4
156,50,56.67,56.9,50.35,50.3,76.16,76,82.71,83.7,80.1,67.12,55.91,56.88,72.93,29.03,144.5,-100.6,56.52,49.71,8.699,1.891,54.67,3.635,0.9672,267.2,214.6,8.3,7.5,42,37.1,91.2,106.7,13.8,48.3,6.7,126.8,35.6,70.3,63,60,-3.005,-1.172,8.428,20,0,117.1,111.8,137,99,7.7,6.5,80,0,100,32,47,56,42,56.71,68.68,62.87,59.91,58.21,70.4,175.3
158,50,56.63,56.8,50.31,50.3,76.2,76.2,82.87,83.7,80.18,67.12,55.82,56.76,73.74,29.71,144.3,-100.3,56.35,49.19,8.306,1.154,54.63,3.627,0.9695,265.2,214,8.5,7.8,41.8,36.9,91.5,107.2,13.7,48.2,6.4,127.1,35.6,70.1,64,61,-6.523,-2.516,8.323,20,0,117.1,111.8,137.5,99.5,7.5,6.5,80,0,100,32,47,56,48,56.75,68.72,62.75,59.83,59.59,68.16,174.8
160,50,56.5,56.6,50.14,50.3,76.16,76.2,82.87,83.5,80.14,67.08,55.74,56.72,74.54,30.31,145,-100.8,56.76,49.97,8.68,1.887,54.61,3.655,0.962,266.5,214.2,8.3,7.7,42,37.1,91.5,106.7,13.7,48.2,6,127.1,35.3,69.6,63,60,-7.912,-3.019,8.428,20,0,117.1,111.8,137,99.3,7.5,6.3,80,0,100,32,47,56,48,56.71,68.84,62.55,59.66,59.97,72.24,174.7
162,50,56.42,56.6,50.1,50.1,76.07,76.2,82.75,83.5,80.1,67,55.7,56.63,74.35,29.5,146,-101.1,56.67,50.21,8.355,1.895,54.64,3.647,0.9642,267.4,215.2,8.3,7.7,41.8,36.9,91.2,106.7,13.4,48,6.4,126.6,35.4,69.6,64,61,-7.492,-2.866,8.323,20,0,117.1,111.6,136.5,98.6,7.5,6.5,80,0,100,32,47,56,48,56.67,68.72,62.55,59.62,58.76,68.55,175.4
164,50,56.38,56.5,50.1,50.1,76.12,76,82.79,83.5,80.14,66.96,55.66,56.59,73.57,29.2,145.3,-101,55.91,49.49,8.296,1.882,54.55,3.604,0.9757,264.6,213.7,8.3,7.7,41.8,36.9,91.2,106.7,13.6,48,6.2,126.6,35.1,70,63,60,-7.548,-2.918,8.428,20,0,116.9,111.6,137.5,99.9,7.5,6.4,80,0,100,32,47,56,42,56.67,68.93,62.38,59.54,57.18,70.03,174.5
166,50,56.34,56.6,50.02,50,76.12,75.9,82.83,83.5,80.1,66.96,55.62,56.51,74.81,30.42,146.4,-102,56.65,50.2,7.985,1.528,54.57,3.65,0.9632,267.4,215.1,8.3,7.7,41.8,36.9,91.2,106.7,13.4,48,6.4,126.6,35.6,70.3,63,60,-9.254,-3.518,8.428,20,0,116.9,111.8,138,100.3,7.6,6.5,80,0,100,32,47,56,42,56.67,68.72,62.42,59.5,60.58,65.52,175.8
168,50,56.34,56.5,50.06,50.8,76.2,77.6,82.62,81.5,80.1,66.92,55.58,56.51,71.48,28.08,146.6,-103.2,56.42,49.58,8.371,1.531,39.08,5.076,0.6927,266.9,215.6,6.9,4.5,43.8,39,86,97.3,7.9,48.7,4.7,127.1,40.8,58.3,45,43,-13.87,-5.521,10.46,20,0,116.9,111.8,136,95.9,3.7,5.6,40,0,100,10,47,56,41.97,56.67,68.93,62.05,59.54,55,79.87,176.7
170,50,54.87,54.2,51.33,51.1,77.22,77.1,81.27,81.5,78.91,60.94,54.47,54.83,45.01,26.23,199.6,-180.9,31.77,28.24,3.221,-0.3085,40.61,2.751,1.278,266.6,215.7,7.8,4.8,43.5,38.5,86,97.3,8.1,50,6.7,136.2,50.2,59.1,47,45,-5.936,-3.751,10.19,20,0,117.1,111.3,135,95.4,4.4,3.1,35,0,100,10,47,56,41.77,56.67,68.43,56.36,55.89,53.52,77.31,228.9
172,50,53.27,52.7,49.82,49.5,76.85,76.5,80.78,80.7,78.54,59.47,52.96,53.32,43.8,24.96,212.7,-193.8,31.13,28.33,3.231,0.4288,37.75,2.9,1.213,267.6,216.3,6.3,3.8,43.2,38.3,84.3,94.3,6.4,49.1,5.9,139.4,55.4,56,44,42,-6.799,-4.415,10.6,20,0,117.4,111.8,135,95.2,3.8,3.2,45,0,100,10,47,56,41.56,56.63,68.23,54.64,54.13,51.63,77.56,231.9
174,50,52.82,53,50.1,50.1,75.71,75.7,78.94,79.2,77.27,58.81,52.71,53.11,35.86,18.47,204.8,-187.4,24.44,23.48,3.593,2.638,36.8,2.335,1.506,266.3,215.9,7,3.7,43.1,38.2,82.9,91.8,6.4,49.5,6.3,144.3,61.2,54.5,43,41,-3.365,-2.669,10.74,20,0,117.6,112,135.5,96.2,3.6,2.9,45,0,100,10,47,56,24.36,56.63,69.66,54.4,53.85,34.02,86.22,235.7
176,50,52.74,52.8,49.9,50,75.79,75.7,79.1,79.4,77.44,58.73,52.55,52.95,36.96,18.57,208.6,-190.2,25.5,23.81,3.587,1.898,36.96,2.426,1.449,267.6,215.5,6.8,4.6,43.2,38.3,84,93.8,7,49.5,6,146.1,62.6,54.5,43,41,-3.331,-2.563,10.74,20,0,118.3,112.4,135.5,95.9,3.7,2.8,45,0,100,10,47,56,24.16,56.63,70.28,54.4,53.72,32.66,86.08,237.1
178,50,52.66,52.7,49.77,49.8,75.83,75.9,79.02,79.5,77.52,58.73,52.43,52.83,35.27,16.59,207.6,-189,25.78,23.73,3.575,1.525,37.09,2.444,1.438,265.2,214.8,6.3,4.3,43.3,38.5,83.8,93.3,6.8,49.5,6.2,146.1,62,54.8,43,41,3.726,3.004,10.74,20,0,118.8,112.7,135,95.4,3.8,2.9,45,0,100,10,47,56,27.96,56.71,70.19,54.27,53.64,29.53,85.8,234.9
180,50,52.7,53.2,50.14,50.4,75.5,75.2,78.49,78.6,77.11,58.73,52.59,53.03,33.52,15.47,206.2,-188.2,22.92,21.97,3.954,3,35.83,2.249,1.563,269.3,215.5,6.8,4,43.5,38.7,82.6,91.3,6.6,49.8,6.2,148,65.7,52.8,42,40,-1.418,-1.203,10.89,20,0,119.2,113.1,135,95.4,3.4,2.8,45,0,100,10,47,56,20.76,56.75,70.32,54.36,53.77,27.37,94.9,240.6
182,50,53.11,53.3,50.47,50.6,75.5,75.6,78.61,79.2,77.15,58.93,53,53.32,34.68,16.29,203.2,-184.8,23.57,22.62,2.841,1.89,37.37,2.218,1.585,267.7,214.7,6.8,4.7,44.1,39,83.8,93.3,7.6,50.1,6.2,149,65.6,54,44,42,-1.699,-1.393,10.6,20,0,120.2,113.3,135.5,95.5,3.8,2.7,40,0,100,10,47,56,23.56,56.75,70.73,54.64,54.05,27.97,68.18,237.9
184,50,52.94,53.2,50.14,50.3,75.83,75.7,78.94,79.4,77.48,58.89,52.79,53.15,34.77,16.33,207.8,-189.3,25.15,23.83,3.222,1.899,36.77,2.405,1.462,268.3,215.7,7.5,3.7,42.6,37.7,83.5,92.3,7.3,49.6,7,148,64.5,54.6,43,41,2.968,2.428,10.74,20,0,120.7,114,133,94.2,3.8,3.1,45,0,100,10,47,56,23.36,56.79,70.28,54.52,53.93,29.06,77.33,237.5
186,50,52.86,52.8,50.06,50,75.95,75.9,79.14,79.5,77.64,58.93,52.71,53.07,35.5,16.7,208.1,-189.3,25.13,23.8,3.217,1.897,37.16,2.378,1.479,266.9,215.4,6.7,4.5,43.3,38.5,84,93.8,7.3,49.6,6.1,147.6,63.4,54.8,43,41,0.6737,0.5397,10.74,20,0,120.9,114.5,135,95.2,3.5,2.8,45,0,100,10,47,56,27.16,56.83,70.52,54.4,53.81,29.28,77.22,236.4
188,50,52.7,52.7,49.82,49.8,75.91,75.9,79.1,79.4,77.6,58.73,52.47,52.83,35.66,16.77,210.9,-192,25.51,23.48,3.175,1.147,37.05,2.421,1.452,268.2,212.5,6.5,4.4,43.3,38.5,83.8,93.3,7,49.5,6.2,146.9,63.1,54.3,43,41,1.361,1.085,10.74,20,0,121.2,114.7,135,94.4,3.5,2.9,45,0,100,10,47,56,26.96,56.88,70.19,54.23,53.64,30.23,76.2,238.3
190,50,52.53,52.7,49.69,49.8,75.91,75.9,79.14,79.5,77.64,58.65,52.39,52.74,35.97,16.71,211.4,-192.1,25.6,24.27,3.231,1.905,37.1,2.426,1.449,267.1,216.3,6.6,4.3,43.2,38.3,83.8,93.3,7.8,49.3,6.1,146.9,63.1,55.3,43,41,0.6217,0.4915,10.74,20,0,121.7,114.7,135,95.7,3.8,2.9,45,0,100,10,47,56,26.75,56.88,70.52,54.15,53.52,29.38,77.55,236.4
192,50,52.82,53.3,50.35,50.6,75.5,75.4,78.41,78.7,77.11,58.77,52.71,53.11,32.33,14.43,204.1,-186.2,22.2,21.25,3.588,2.634,35.74,2.184,1.61,267.1,215.6,6.8,3.9,43.8,39,82.6,91.3,6.4,50.3,6.5,149,66.8,53,42,40,0.122,0.1073,10.89,20,0,122.2,115.1,133.5,92.9,3.3,2.7,40,0,100,10,47,56,22.55,56.88,70.52,54.48,53.85,25.38,86.1,239.3
194,50,53.15,53.3,50.31,50.4,75.83,76,79.02,79.4,77.52,58.98,52.92,53.32,35.36,16.63,205.4,-186.7,25.26,23.22,3.553,1.515,36.69,2.42,1.453,265.9,213.4,7.4,4.1,43.1,38,83.8,93.3,7.8,49.6,6.9,149.4,65.2,54.9,43,41,1.187,0.9548,10.74,20,0,122.2,115.3,135,96.2,3.4,3,45,0,100,10,47,56,26.35,56.92,71.05,54.72,54.05,28.23,85.27,235.8
196,50,53.06,53.2,50.22,50.3,75.95,76,79.1,79.5,77.64,58.93,52.84,53.24,35,16.22,207.8,-189,25.55,23.49,3.594,1.533,37,2.428,1.448,266.6,215.9,7,4.5,43.3,38.5,84,93.8,7.4,49.8,6,148.3,64.9,54.8,43,41,3.778,3.07,10.74,20,0,122.5,115.6,134.5,95,3.6,2.9,45,0,100,10,47,56,26.15,56.96,70.48,54.68,54.05,28.79,86.25,236.5
198,49,52.9,53,50.1,50.1,75.95,74.7,79.23,79.2,77.64,58.93,52.75,53.11,36.05,17.43,206,-187.4,25.09,23.77,3.214,1.894,39.32,2.243,1.567,264.3,215.1,7.2,4,42.8,37.9,83.2,92.3,7,49.6,6.7,147.2,64.1,53.8,45,43,0.7953,0.6275,10.46,20,0,122.7,115.7,135.5,96.7,4.6,3,80,50,100,27.76,48,56,40,56.96,70.48,55.34,53.93,30.94,54.71,233.8
200,49,56.09,57.2,51.13,51.2,72.31,71.8,77.79,79.2,75.51,64.79,55.42,56.55,60.97,25.34,119.2,-83.58,44.55,38.46,10.19,4.096,50.99,3.072,1.145,266.8,215.2,8.7,8.8,42.4,37.5,88,100.8,13.4,49.5,7.1,138.7,50.7,62.9,60,58,-6.766,-3.156,8.641,20,0,122.7,115.7,134,96,7.5,6.3,75,50,100,44.31,48,56,38,56.96,67.08,64.72,60.15,60.06,53.59,180.7
202,49,57.86,58.8,50.88,51.1,72.47,72.2,79.76,81.2,77.31,68.76,56.85,58.19,79.35,26.6,93.15,-40.41,62.8,53.73,12.07,3.009,56.57,3.903,0.9008,261.4,216.1,9.3,9.5,41.8,36.9,90.7,105.7,15.6,48.7,7.1,126.3,35.3,68.3,67,64,-1.614,-0.5785,8.015,20,0,122.5,116,137,99.1,9,7.7,75,50,100,60.86,48,56,38,56.92,68.02,66.56,62.24,57.48,67.13,110.6
204,49,60.03,60.8,51.82,52.2,71.49,70.6,79.88,80.5,76.74,70.93,58.77,60.32,92.93,34.76,64.35,-6.176,73.21,62.03,13.8,2.617,61.66,4.175,0.8422,265.8,214.2,10.9,10.7,41.2,36.3,91.2,106.7,16.8,49,7.7,122.7,31.3,70.9,73,70,-7.695,-2.355,7.424,20,0,121.5,115.7,136.5,99.4,9.9,8.6,60,100,100,100,56,56,63,56.92,63.64,71.06,65.15,124,55.99,9.567
206,49,60.48,60.6,51.49,51.4,71.04,70.9,80.21,81.7,76.5,70.93,58.98,60.56,101.4,41.04,61.52,-1.187,80.24,66.85,14.18,0.7904,66.48,4.243,0.8286,265.3,214.4,9.9,11.2,41.2,36.6,92.7,109.7,18.6,48.2,6.5,120.4,28,73.9,78,75,-7.823,-2.195,6.952,20,0,120.9,115.6,136.5,100.1,10.9,9.2,75,100,100,100,56,56,67,56.67,62.87,71.59,65.89,159,59.59,-23
208,49,60.11,60,50.68,50.4,71.24,71.2,81.03,82.7,77.11,71.26,58.49,60.24,108.3,43.38,64.8,0.172,85.29,70.63,15.83,1.17,69.12,4.338,0.8104,265.8,217,9.5,10.8,40.8,35.8,93.5,111.2,18.6,47.3,6.5,119.7,26.4,75.4,80,77,-11.97,-3.143,6.768,20,0,119.7,114.9,138.5,101.9,11.6,9.7,80,100,100,100,56,56,73,56.38,62.66,72.37,66.09,165.9,60.47,-23.9
210,49,59.86,60,50.43,50.3,71.2,71.1,80.99,82.3,77.03,71.1,58.28,59.99,107.7,43.58,65.33,-1.181,84.46,70.31,15.31,1.159,68.36,4.344,0.8093,264.3,214.9,9.7,11.4,40.6,35.6,93.7,111.7,19,47,6.4,119.9,26.2,75.6,80,77,-13.45,-3.552,6.768,20,0,119.2,114.7,138.5,102.1,11.4,9.7,80,100,100,100,56,56,67,56.1,62.33,71.72,65.72,167.7,61.28,-20.15
212,49,59.62,59.7,50.1,50,71.16,71.1,80.99,82.3,77.07,71.05,58.04,59.7,108.4,43.23,66.38,-1.184,84.93,70.82,14.9,0.7903,69.04,4.325,0.8129,264.8,214.2,9.2,11.2,40.8,35.9,93.5,111.2,18.8,46.8,5.8,119.7,26,75.4,81,78,-13.54,-3.553,6.677,20,0,118.5,114,138,101.1,11.2,9.7,80,100,100,100,56,56,67,56.02,62.29,70.86,65.23,165.3,63.54,-17.74
214,49,59.12,59.3,49.65,49.5,71.04,70.9,81.03,82.3,77.07,70.97,57.67,59.25,110.6,43.81,67.49,-0.7347,85.05,71.96,14.25,1.162,68.84,4.343,0.8095,265.6,215.5,8.7,11.4,40.8,35.8,93.5,111.7,18.8,46.3,5.5,119.2,25.7,75.8,80,77,-20.86,-5.366,6.768,20,0,118.1,113.3,138.5,101.6,11.4,9.8,85,100,100,100,56,56,67,55.93,62.37,69.71,64.49,163.3,65.53,-17.62
216,49,58.76,58.8,49.28,49.1,70.92,70.6,80.9,82,76.99,70.81,57.34,58.84,110.1,43.16,68.08,-1.183,85.8,72.97,13.63,0.8019,68.73,4.389,0.801,264.4,217.4,8.5,11.2,40.6,35.6,93.2,110.7,18.6,45.9,5.1,118.5,25.3,75.1,81,78,-16.53,-4.272,6.677,20,0,117.4,112.9,137.5,100.9,11.2,9.7,90,100,100,100,56,56,63,55.89,62.62,68.93,63.88,154,64.73,-19.02
218,49,58.47,58.6,49.04,48.8,70.75,70.4,80.62,81.8,76.86,70.69,57.09,58.56,109.6,41.7,68.64,-0.7367,84.06,71.8,13.05,0.789,68.63,4.306,0.8165,266.6,213.9,8.4,11.2,40.4,35.4,93,110.2,18.6,45.8,5.4,118.5,25.5,74.8,80,77,-21.16,-5.492,6.768,20,0,116.9,112.7,137.5,101.4,11.4,9.8,90,100,100,100,56,56,63,55.89,62.58,68.36,63.51,149.7,64.58,-12.27
220,49,58.18,58.2,48.83,48.8,70.59,70.3,80.37,81.5,76.66,70.52,56.81,58.39,108.8,41.27,68.23,-0.7372,84.17,71.79,14.29,1.903,67.24,4.402,0.7988,266.8,216.1,8.2,11.2,40.6,35.6,92.7,109.7,18.4,45.6,4.8,118.3,25.4,73.6,79,76,-19.2,-5.021,6.86,20,0,116.7,112.2,137.5,100.9,11.2,9.4,90,100,100,100,56,56,60,55.81,62.58,68.11,63.18,146.3,69.53,-13.93
222,49,58.18,58.5,49,49,70.38,70.3,80,81.3,76.37,70.32,56.85,58.39,106.5,40.2,67.06,-0.7356,82.63,70.63,13.91,1.901,66.5,4.369,0.8048,265.7,215.9,8.6,10.9,40.4,35.4,92.2,108.7,18.2,45.8,5.5,117.8,25.8,73.4,78,75,-17.48,-4.668,6.952,20,0,116,111.8,138,101.7,11,9.5,90,100,100,100,56,56,60,55.81,62.78,68.15,63.22,138.4,67.68,-14.15
224,49,58.26,58.5,49.08,49.1,70.3,70.1,79.88,80.8,76.25,70.28,56.93,58.48,106.1,40.2,66.16,-0.2808,82.45,70.47,13.87,1.897,66.1,4.386,0.8017,265.8,215.4,8.8,10.9,40.3,35.3,91.7,107.7,18.4,45.9,5.6,117.8,26.1,72.9,78,75,-16.98,-4.553,6.952,20,0,115.7,111.6,137.5,101.7,10.7,9.4,90,100,100,100,56,56,60,55.85,62.74,68.03,63.18,140,68.67,-17.33
