Time (minutes),TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
112,49,56.67,57.4,50.22,50.4,81.4,80.8,87.54,87.2,86.24,70.52,56.64,56.96,68.63,14.49,175.7,-121.6,58.02,57.81,2.86,2.641,55.86,3.652,0.9627,268.3,216.1,8.1,2.2,42.3,37.4,89.4,103.2,3.7,48.5,6.2,124.2,34.8,65.8,64,61,18.56,7.691,8.323,20,0,122.2,116.4,138,98.5,6.2,6.8,30,0,100,38.45,49,56,18,56.14,78.92,58.16,57.53,15.27,68.64,180
114,49,59.45,61.2,51.37,51.9,76.89,74.3,84.84,82.7,82.84,74.29,59.22,60.11,87.17,21.87,93.89,-28.59,72.6,70.54,8.003,5.945,60.64,4.21,0.8352,263.4,215.6,9.1,2.8,42.8,37.9,85.5,96.3,3.4,49,6.4,118.5,32.8,58.6,71,68,9.421,3.074,7.617,20,0,121.5,116.4,135,96.6,8.4,9.3,75,100,100,100,57,56,38.11,56.06,68.84,68.52,62.61,41.05,32.48,65.5
116,49,61.83,62.3,51.82,51.7,75.22,75.4,84.59,85.1,81.9,75.07,60.53,62.04,103.7,29.75,75.63,-1.64,89.75,78.14,13.5,1.896,69.44,4.544,0.7737,265.6,215.3,9.7,3.2,42.1,37.2,88.3,101.3,6.5,48.2,6.2,113.3,25,63.7,81,78,20.24,5.548,6.677,20,0,120.4,116,136.5,98.9,9.5,10.6,75,100,100,100,57,56,46.27,55.93,69.95,72.66,66.95,50.95,56.75,-8.838
118,49,62.03,62.2,51.13,51.1,75.99,76.2,86.31,86.6,83.21,76.01,60.57,62.12,113.8,34.19,79.48,0.1707,98.1,84.99,13.91,0.7958,74.99,4.6,0.7644,264.8,215.9,9.2,3.6,41.6,36.7,90.2,104.7,6.9,47.2,5.6,112.4,22.2,67.3,88,84,19.63,4.904,6.14,20,0,119.7,115.7,136.5,99.4,10.4,11.4,75,100,100,100,57,56,56.43,55.81,68.52,72.74,67.24,64.58,60.63,-18.35
120,49,61.42,61.4,50.1,50,76.12,75.9,86.8,86.6,83.62,76.09,59.96,61.47,117.5,34.98,82.84,-0.279,101.3,88.25,13.47,0.4259,75.21,4.736,0.7424,264,214.8,9,3,41,36.1,89.6,103.7,6.1,46.4,5.2,111.8,22.4,67.6,89,85,18.08,4.375,6.052,20,0,118.8,115.1,138.5,101.9,10.7,11.6,80,100,100,100,57,56,50.59,55.73,67.86,72.04,66.58,69.21,59.19,-17.25
122,49,61.21,61.4,49.98,49.8,75.99,76.2,86.64,86.6,83.54,76.01,59.67,61.38,117.4,34.17,83.04,0.1706,100.7,86.9,15.33,1.528,75.59,4.684,0.7507,264.7,215.1,8.8,3,41,36.1,89.6,103.7,6.1,46.3,5.1,111.6,22.2,67.4,89,85,16.94,4.104,6.052,20,0,118.3,114.7,137.5,100.8,10.6,11.4,85,100,100,100,57,56,56.75,55.61,68.19,73.31,67.15,65.17,59.71,-12.29
124,49,61.42,61.6,50.1,50,76.07,76,86.72,86.5,83.54,76.01,59.84,61.55,117.1,34.98,82.84,-0.7302,101.9,87.69,15.4,1.166,75.65,4.737,0.7422,264,216.2,9.3,3.4,40.8,35.9,89.4,103.2,5.9,46.3,5.5,111.8,22.2,68.1,89,85,22.32,5.422,6.052,20,0,117.6,114.2,138.5,103,10.5,11.6,80,100,100,100,57,56,50.91,55.48,67.82,73.35,67.28,68.06,60.81,-15.47
126,49,61.46,61.6,50.1,50,76.07,75.9,86.72,86.6,83.5,76.05,59.88,61.59,117,35.4,81.85,-0.2787,102,87.77,15.35,1.162,76.01,4.716,0.7455,263.7,215.5,9.3,3,40.8,35.9,89.6,103.7,6.1,46.3,5.3,111.8,22.2,67.1,89,85,23.2,5.642,6.052,20,0,116.9,113.8,136,99.4,10.7,11.5,80,100,100,100,57,56,51.07,55.44,67.49,73.31,67.32,70.5,61.44,-19.06
128,49,61.38,61.4,50.1,49.8,75.99,75.9,86.72,86.5,83.42,75.93,59.76,61.47,118.1,36.38,82.48,-0.731,101.3,86.75,15.36,0.7955,76,4.687,0.7501,264.3,215.7,9.2,3.1,40.8,35.9,89.6,103.7,6.6,46.1,5.3,111.8,22.2,68.4,89,85,16.89,4.066,6.052,20,0,116.7,113.6,139.4,103.1,10.6,11.4,85,100,100,100,57,56,51.23,55.4,67.57,72.95,67.07,71.72,62.78,-13.67
130,49,61.29,61.4,49.98,49.8,75.99,75.9,86.68,86.5,83.5,75.93,59.71,61.34,118.3,35.21,83.84,-0.735,102.1,87.87,14.69,0.4294,75.7,4.744,0.7412,265.8,216.6,9,3.4,40.8,35.9,89.6,104.2,6.3,46.1,5.1,111.6,22.2,68.1,89,85,18.79,4.517,6.052,20,0,116.2,112.9,137.5,101.2,10.5,11.6,85,100,100,100,57,56,51.4,55.36,67.86,72.5,66.79,67.61,61.76,-12.78
132,49,61.17,61.2,49.86,49.8,75.99,75.9,86.68,86.5,83.46,75.93,59.59,61.26,117.6,35.45,82.87,-0.7304,101.2,87.08,14.93,0.7908,75.32,4.725,0.7441,264.1,214.7,9,2.9,40.8,35.9,89.4,103.2,6.1,45.9,5.1,111.6,22.2,67.4,89,85,17.8,4.306,6.052,20,0,115.7,112.9,138.5,102.4,10.6,11.4,85,100,100,100,57,56,51.56,55.4,67.86,72.37,66.62,68.28,62.3,-13.45
134,49,61.13,61.2,49.82,49.6,75.95,76,86.6,86.6,83.5,75.89,59.55,61.26,117.3,34.16,83.92,-0.7318,101.2,87.04,15.28,1.157,75.85,4.689,0.7498,264.6,214.6,9,3,40.8,35.8,89.6,103.7,6.3,45.9,5.1,111.3,22,67.9,89,85,18.96,4.596,6.052,20,0,115.3,112.7,139,102.6,10.6,11.4,85,100,100,100,57,56,51.72,55.36,68.11,72.41,66.62,64.32,63.34,-9.827
136,49,61.17,61.2,49.9,49.8,75.99,75.9,86.72,86.3,83.54,75.97,59.63,61.3,118.2,35.05,83.44,-0.2808,101.5,87.65,15.03,1.165,75.76,4.711,0.7463,264.5,216.1,9,3.1,40.8,35.8,89.4,103.2,6.3,45.9,5.1,111.6,22.2,67.9,89,85,17.1,4.114,6.052,20,0,115.3,112,139.9,100.3,10.4,11.4,85,100,100,100,57,56,51.88,55.4,67.74,72.5,66.74,68.18,62.71,-13.37
138,49,61.13,61.1,49.77,49.8,75.99,75.9,86.64,86.6,83.5,75.93,59.59,61.26,113.9,33.59,81.02,-0.7103,102,88.15,14.98,1.162,75.22,4.767,0.7376,256.8,215.5,8.6,3,41.2,36.3,89.6,103.7,6.3,46.1,5.1,111.6,22,67.4,88,84,33.3,8.316,6.14,20,0,115.1,111.8,139.4,102.7,10.9,11.3,85,0,100,77.24,49.79,56,54,55.4,68.11,72.21,66.54,63.46,63.45,-22.63
140,49,59.53,58.9,48.67,48,75.95,76,86.51,86.3,83.13,74.25,58.32,59.46,114.9,36.82,96.6,-18.54,97.13,86.3,10.16,-0.6725,71.45,4.779,0.7356,261.1,214.5,7.2,2.8,41.2,36.3,89.1,102.8,5.6,44.9,4.1,110.9,21.8,66,84,80,9.029,2.235,6.496,20,0,114.9,111.8,139.4,102.8,10.1,10.7,90,0,100,60.69,48.55,56,54,55.36,66.55,66.48,63.22,78.96,74.97,27.85
142,49,57.9,57.7,49.2,49.3,75.54,75.6,83.98,83.2,81.16,71.01,56.85,57.98,92.95,30.99,111.9,-49.93,77.47,68.14,10.13,0.7888,58.91,4.624,0.7604,264.5,213.8,8.5,2.5,41,36.1,85.7,96.8,4.5,46.4,5.4,111.6,25.9,60.5,68,65,4.488,1.373,7.914,20,0,114.5,111.6,136,99.1,7.8,8.2,90,0,100,44.14,47.31,56,50,55.32,66.71,65.04,61.54,65.28,69.47,103.4
144,50,57.53,59.6,53.3,54.5,74.44,72.5,79.1,77.9,77.64,67.57,57.01,58.35,52.15,16.32,112.5,-76.71,37.99,33.36,12.04,7.411,47.31,2.823,1.245,268.3,215.4,13.4,2.5,41,36.1,80.4,87.4,2.3,49.3,8.1,119.5,39.3,51.1,56,54,-2.481,-1.353,9.084,20,0,114.5,111.1,133,96.3,5.2,5.2,50,0,100,32,47,56,30,55.32,65.9,63.69,61.5,37.05,132.1,188.7
146,50,57.4,56.9,50.8,50.4,75.42,75.9,81.64,82,79.36,67.12,56.56,57.45,69.38,25.42,136.5,-92.51,59.2,51.64,7.982,0.4263,50.89,4.089,0.8598,267.6,215,7.6,2,42.8,37.9,84,93.8,3.9,48.3,5.5,117.4,33.6,55.6,57,55,15.09,6.185,8.971,20,0,114.5,111.1,137,98.6,6.1,6.5,80,0,100,32,47,56,42,55.36,68.97,63.69,60.44,44.83,58.9,166.4
148,50,56.59,56.6,50.02,49.8,75.99,75.9,82.34,82.3,80.1,67.16,55.7,56.72,70.42,24.84,143.6,-97.99,58.86,50.93,9.086,1.161,50.76,4.077,0.8624,266.4,215.1,7.2,1.5,42.8,37.9,83.8,93.3,3.5,48,5.6,116,32.2,55.9,57,55,10.1,4.081,8.971,20,0,114.7,111.3,135.5,98.1,6.3,6.6,80,0,100,32,47,56,42,55.36,68.35,63.9,60.36,45.89,61.62,171.9
150,50,56.42,56.5,49.82,49.8,75.95,75.7,82.21,82.2,80.02,67.04,55.5,56.59,69.9,24.53,144.8,-99.46,59.11,50.83,9.801,1.524,50.78,4.093,0.8591,267.9,214.7,7.4,1.3,42.4,37.5,83.5,92.8,3.5,48,5.7,115.7,32.1,55.4,57,55,12.82,5.217,8.971,20,0,114.7,111.1,135,96.6,6.3,6.7,80,0,100,32,47,56,38,55.36,68.43,63.86,60.23,45.03,64.96,173.9
152,50,56.46,57.1,50.27,50.6,75.71,75.4,81.56,81.3,79.57,66.96,55.66,56.72,65.16,22.18,140.3,-97.36,55.65,48.44,9.47,2.265,48.69,4.019,0.8749,267.2,215.5,8.6,1.6,42.3,37.1,82.6,91.3,2.7,48.5,6.5,116.9,34.1,54.6,55,53,15.26,6.66,9.199,20,0,114.7,111.3,134,95.8,6.1,6.5,75,0,100,32,47,56,38,55.4,68.31,63.86,60.32,41.24,64.22,174.9
154,50,56.87,57.1,50.51,50.8,75.58,75.6,81.52,81.3,79.44,66.88,55.87,57,65.52,22.9,138.7,-96.11,56.68,47.7,10.13,1.154,49.17,4.053,0.8676,264.9,213.8,8.2,1.6,42.6,37.7,82.9,91.8,3.2,48.5,6.1,117.4,34.2,54.3,56,54,18.07,7.845,9.084,20,0,114.7,111.1,135.5,97.5,5.7,6.3,75,0,100,32,47,56,38,55.36,68.68,64.26,60.64,41.27,67.12,173.8
156,50,56.95,57.2,50.63,50.8,75.79,75.7,81.72,81.7,79.65,67,55.99,57.12,66.04,23.08,140.7,-97.78,56.71,48.05,10.2,1.529,49.31,4.044,0.8694,267,215.4,8.5,1.8,42.3,37.4,83.5,92.8,3.3,48.7,6.3,117.4,33.9,54.8,56,54,16.53,7.118,9.084,20,0,114.7,111.1,134.5,96,5.8,6.4,75,0,100,32,47,56,38,55.44,68.72,64.55,60.81,41.72,65.37,175.9
158,50,57.04,57.4,50.63,50.8,75.83,75.9,81.85,81.8,79.73,67.12,56.07,57.25,67.06,23.58,140.5,-97.03,57.74,49.02,10.62,1.906,49.64,4.09,0.8597,267.5,216.4,8.5,1.4,42.3,37.4,83.2,92.3,2.9,48.5,6.4,117.4,34.5,55.4,56,54,16.85,7.147,9.084,20,0,114.9,111.1,136,98,5.9,6.6,75,0,100,32,47,56,42,55.44,68.52,64.76,60.97,43.28,67.34,174.2
160,50,57.08,57.4,50.68,50.8,75.87,75.9,81.93,82,79.81,67.12,56.07,57.29,67.7,23.64,141.8,-97.75,56.97,48.01,10.84,1.881,49.78,4.024,0.8738,268.2,213.6,8.7,1.5,42.1,37.2,83.5,92.8,3.2,48.7,6.4,117.4,33.9,55.1,56,54,12.06,5.065,9.084,20,0,114.7,111.3,136,98,6,6.4,75,0,100,32,47,56,42,55.44,68.52,64.92,61.09,43.4,68.02,177.4
162,50,57.12,57.4,50.72,50.9,75.91,75.9,81.97,81.8,79.81,67.16,56.11,57.29,67.46,24.01,140.8,-97.4,57.55,48.5,10.58,1.532,49.6,4.08,0.8618,267.3,215.7,8.4,1.7,42.4,37.5,83.5,92.8,3.3,48.7,6.4,117.4,33.9,54.8,56,54,14.75,6.217,9.084,20,0,114.9,111.6,135.5,97.3,5.9,6.6,75,0,100,32,47,56,42,55.44,68.48,64.88,61.09,44.22,67.12,175.2
164,50,57.12,57.4,50.72,50.8,75.91,75.9,81.97,81.8,79.85,67.21,56.15,57.37,67.62,23.61,141.2,-97.17,57.6,48.91,10.96,2.27,49.65,4.078,0.8621,267.9,215.9,8.5,1.2,42.4,37.5,83.8,93.3,3.3,48.7,6.4,117.6,33.6,54.9,56,54,14.43,6.069,9.084,20,0,114.9,111.6,134.5,96,5.9,6.5,75,0,100,32,47,56,42,55.48,68.43,64.84,61.14,43.76,71.05,175.1
166,50,57.08,57.2,50.68,50.8,75.91,76,81.97,81.8,79.77,67.16,56.11,57.25,67.6,24.52,140.7,-97.6,57.57,48.89,10.22,1.532,49.77,4.067,0.8644,267.8,215.8,8.4,1.4,42.4,37.5,83.8,92.3,3.6,48.7,6.3,117.6,33.8,54.9,57,55,14.51,6.107,8.971,20,0,114.7,111.3,134.5,96.5,5.8,6.4,75,0,100,32,47,56,42,55.48,68.39,64.55,60.93,45.59,67.74,174.8
168,50,57,57.2,50.72,51.6,76.03,77.3,81.76,80.2,79.85,67.12,56.03,57.17,64.04,21.35,142.3,-99.58,56.3,47.64,10.19,1.527,35.57,5.565,0.6318,268.2,215.2,6.5,1.1,45.2,40.4,81.3,88.9,1.5,49.5,4.3,117.6,36.1,48.6,42,40,8.349,3.708,10.89,20,0,114.9,111.6,134,92.4,2.6,5.5,35,0,100,10,47,56,41.97,55.48,68.56,63.61,60.77,39.2,86.02,178.4
170,50,56.01,55.6,52.89,52.8,76.2,76,79.43,79.1,77.68,61.55,55.58,55.98,36.13,19.52,180.2,-163.6,27.76,23.91,3.548,-0.3049,36.18,2.698,1.303,268.2,213.1,9.1,0.7,43.6,38.8,79.8,86.4,1.7,51.6,7.6,131.7,51.3,47.6,42,40,6.776,5.335,10.89,20,0,114.9,111.6,134.5,94.4,3.1,2.9,30,0,100,10,47,56,28.77,55.48,67.9,56.69,56.75,37.73,85.14,232.6
172,50,54.7,54.4,51.66,51.6,75.95,75.9,79.02,78.9,77.52,60.2,54.51,54.79,34.38,16.82,194,-176.4,27.29,25.61,2.48,0.7936,36.15,2.655,1.324,268.8,215.1,8,0.9,43.6,38.8,79.8,86.4,2,50.9,7.3,138.1,58,47.1,42,40,11.23,9.292,10.89,20,0,115.7,111.8,135,95.2,3,2.7,35,0,100,10,47,56,28.56,55.48,68.97,55.87,55.36,29.93,59.51,233.4
174,50,53.8,53.6,50.8,50.8,75.87,75.7,78.9,78.9,77.48,59.55,53.61,53.89,33.76,15.83,199.9,-182,26.92,25.23,2.478,0.7928,36.15,2.618,1.343,267.6,215.1,7.3,0.9,43.6,38.8,79.8,86.4,1.4,50.3,6.8,138.7,59.3,47.4,43,41,12.09,10.19,10.74,20,0,116.2,112.2,133,93.5,3,2.8,40,0,100,10,47,56,24.36,55.52,69.25,55.3,54.71,27.67,59.48,233.8
176,50,53.15,53.2,50.14,50.1,75.83,75.9,78.78,78.9,77.48,59.06,52.92,53.28,32.98,14.52,206.2,-187.7,26.87,24.82,3.207,1.158,36.07,2.619,1.342,268.7,214.7,6.5,0.3,43.6,38.8,79.8,86.4,1.7,50,6.2,138.7,59.3,46.7,42,40,14.58,12.57,10.89,20,0,117.1,112.4,133.5,93.4,3,3.1,45,0,100,10,47,56,28.16,55.52,69.5,54.81,54.13,24.93,76.97,236.3
178,50,52.66,52.7,49.69,49.6,75.83,75.9,78.78,78.3,77.52,58.69,52.43,52.83,32.92,14.03,210.4,-191.5,26.54,24.49,3.579,1.526,30,3.111,1.13,268.2,215,2.8,0,46.8,42.1,77.6,82.9,0,49.5,2.9,138.7,61.5,41,36,34,7.584,6.552,11.87,20,0,117.6,112.9,132.5,89.6,2.4,3.1,45,0,100,10,47,56,27.96,55.52,69.74,54.32,53.72,23.68,85.9,237
180,50,53.43,53.4,50.8,50.8,74.76,75,77.51,78.1,76.37,58.93,53.25,53.6,30.59,12.64,194.6,-176.6,23.62,21.94,3.214,1.527,35.25,2.356,1.492,267.8,215.1,6.4,1.1,44.4,39.6,79.2,85.4,2.1,50.3,6,145.8,66.5,45.8,42,40,10.75,9.992,10.89,20,0,118.3,113.6,133.5,93,2.9,2.6,40,0,100,10,47,56,20.76,55.61,70.56,55.01,54.34,20.28,77.13,237.6
182,50,53.19,53.2,50.39,50.4,75.58,75.4,78.41,78.4,77.23,58.98,53,53.36,31.38,13.04,202.9,-184.6,25.03,23.35,3.207,1.524,35.17,2.502,1.405,266.7,214.6,6.3,0.8,44.1,39.3,79.2,85.4,2,50.1,6.3,142.6,63.1,46.6,40,39,12.87,11.67,11.04,20,0,118.8,113.8,132.5,92.7,2.8,2.8,45,0,100,10,47,56,23.56,55.61,70.48,54.72,54.09,21.05,76.96,236
184,50,53.06,53.3,50.31,50.4,75.62,75.7,78.45,78.3,77.23,58.89,52.92,53.28,31.24,13.44,202.9,-185.1,24.59,23.28,3.197,1.884,35.09,2.464,1.427,265.5,214,6.4,0.9,44,39.2,79.2,85.4,1.6,50,6.4,142.6,63.1,46.2,40,39,11.73,10.68,11.04,20,0,119.5,114.5,131.5,91.4,2.6,2.9,45,0,100,10,47,56,23.36,55.65,70.4,54.64,54.05,21.86,76.73,235
186,50,53.02,53.2,50.27,50.3,75.58,75.6,78.41,78.3,77.19,58.89,52.88,53.19,31.4,13.51,203.5,-185.6,24.76,23.44,2.851,1.53,35.08,2.481,1.417,266.9,215.5,6.8,1.2,44,39.2,79.5,85.9,1.6,50.1,6.5,142.6,63.1,45.7,40,39,11.73,10.63,11.04,20,0,119.9,114.5,133.5,92.9,2.7,2.8,45,0,100,10,47,56,23.16,55.69,70.32,54.6,54.01,22.16,68.43,236.2
188,50,52.98,53.2,50.22,50.3,75.54,75.6,78.41,78.3,77.19,58.89,52.79,53.15,31.94,13.55,204.1,-185.7,24.66,22.97,3.205,1.523,35.08,2.471,1.423,267.6,214.5,6.5,0.5,44,39,79.2,85.4,1.7,50.1,6.2,142.6,63.1,45.7,40,39,9.469,8.432,11.04,20,0,120.2,114.9,134,93.9,2.9,2.9,45,0,100,10,47,56,22.96,55.69,70.36,54.6,53.97,22.16,76.92,237.5
190,50,52.9,53.2,50.18,50.3,75.62,75.6,78.45,78.3,77.23,58.81,52.75,53.15,31.4,13.51,204.9,-187,24.22,22.91,3.561,2.249,35.06,2.429,1.448,266.9,213.9,6.3,0.8,44,39.2,79.5,85.4,1.9,49.8,6,142.6,63.1,46.4,40,39,9.816,8.89,11.04,20,0,120.4,115.1,133.5,93.4,2.7,2.9,45,0,100,10,47,56,22.75,55.73,70.52,54.52,53.89,21.92,85.47,237.1
192,50,52.9,53,50.14,50.3,75.67,75.6,78.49,78.4,77.31,58.81,52.75,53.11,31.4,13.05,205.8,-187.4,24.72,23.4,3.213,1.894,35.12,2.475,1.421,266.9,215.1,6.3,1.1,43.8,39,79.5,85.9,1.6,50,6,142.6,63.4,46.2,40,39,11.63,10.53,11.04,20,0,120.7,115.6,132.5,92.7,2.8,2.9,45,0,100,10,47,56,22.55,55.73,70.6,54.52,53.85,21.06,77.11,236.6
194,50,52.9,53,50.14,50.1,75.71,75.6,78.49,78.6,77.36,58.81,52.75,53.11,30.84,12.56,205.5,-187.3,24.58,23.27,3.196,1.884,35.16,2.458,1.43,266,213.9,6.5,0.6,44,39.2,79.2,85.4,1.4,49.8,6,142.6,63.4,46.6,40,39,13.16,12.14,11.04,20,0,120.9,115.7,134.5,94.9,3,2.7,45,0,100,10,47,56,22.35,55.81,70.6,54.48,53.89,20.37,76.69,235.9
196,50,52.9,53,50.14,50.1,75.75,75.6,78.53,78.6,77.4,58.85,52.71,53.11,30.99,12.62,206.5,-188.1,24.84,23.14,3.597,1.903,35.16,2.484,1.416,267.3,216.1,6.5,0.6,43.8,39,79.2,85.4,1.9,50,5.9,143,63.8,46.6,40,39,13.54,12.43,11.04,20,0,121.2,116,134.5,94.5,3,2.7,45,0,100,10,47,56,22.15,55.81,70.69,54.48,53.85,20.35,86.33,237.3
198,49,52.94,53.2,50.14,50.3,75.71,74.6,78.61,77.9,77.44,58.89,52.79,53.15,32.34,13.07,206.4,-187.2,24.95,23.64,3.196,1.884,37.96,2.311,1.521,267.2,214,7.1,0.7,42.9,38,78.6,84.4,0.8,50,6.8,142.6,64.4,45.7,43,41,11.98,10.53,10.74,20,0,121.5,116.2,133,93.8,3.5,2.9,80,50,100,50,48,56,40,55.85,70.65,55.18,53.89,21.2,59.61,236.6
200,49,56.83,57.2,50.55,50,70.71,70.6,76.81,77.9,74.74,66.22,56.07,57,67.4,22.93,94.07,-49.6,56.5,49.65,8.384,1.534,50.83,3.908,0.8996,265.2,215.9,7.6,2.2,42.3,37.5,80.4,87.4,5,48.2,5.9,125.7,45.3,49.5,57,55,12.5,5.276,8.971,20,0,121.7,116.4,136.5,97.8,7,7.2,80,50,100,50,48,56,38,55.85,66.1,64.06,60.19,53.69,52.04,125.2
202,49,56.63,56.9,49.45,49.5,72.31,72.5,79.06,79.4,77.23,67.86,55.74,56.8,74.2,20.09,103,-48.86,64.24,56.33,9.436,1.524,50.97,4.432,0.7934,263.7,214.7,6.9,1.8,42.6,37.7,81.3,88.9,3.4,47.5,4.9,113.3,32,51.2,58,56,15.94,6.111,8.86,20,0,120.9,116.4,134.5,95.7,7,7.4,85,50,100,50,48,56,38,55.81,67.53,64.1,60.44,41.14,61.84,119.4
204,49,58.14,59.3,50.59,50.9,70.67,69.4,77.79,77,75.68,69.5,57.26,58.56,79.02,23.47,68.55,-13,67.94,59.98,11.7,3.745,53.32,4.479,0.7849,266.3,216,8.5,2.8,42.4,37.5,79.8,86.4,3.6,48.3,6,111.8,32.3,49.2,63,60,14.36,5.169,8.428,20,0,119.9,116,133.5,95.5,7.6,8.4,80,100,100,100,56,56,52,55.77,63.15,67.99,62.69,76.3,52.99,33.29
206,49,58.88,59.3,50.14,50.1,70.06,70,78.2,78.3,75.64,69.99,57.63,59.05,89.92,28.32,62.33,-0.7327,78.69,67.41,12.82,1.535,57.16,4.84,0.7264,264.9,216.2,8.7,2.7,41.3,36.4,81,88.4,4.8,47.3,6.1,108.6,27.6,51.6,65,62,17.69,5.595,8.219,20,0,119.2,115.3,135.5,98.3,8.3,8.9,80,100,100,100,56,56,57,55.69,63.36,69.06,63.92,88.64,59.9,-21.6
208,49,58.84,59.1,49.98,50,70.14,69.8,78.41,78.3,75.76,70.11,57.46,58.93,91.5,29.3,62.48,-0.2813,79.7,67.32,13.17,0.7954,56.8,4.934,0.7127,265.6,215.9,9,2.7,41,36.1,81,88.4,4.5,47.2,6.4,108,27.2,51.8,65,62,15.3,4.755,8.219,20,0,118.3,114.9,134,97.4,8.3,9.1,80,100,100,100,56,56,54,55.48,63.03,69.1,63.92,93.19,61.06,-20.57
210,49,58.84,59.1,49.94,50,70.14,70,78.41,78.3,75.8,70.07,57.5,58.93,91.42,28.82,63.33,-0.7331,79.6,67.66,12.73,0.7907,56.76,4.931,0.7131,265.3,214.7,8.8,2.7,41,36.1,81,88.4,4.5,47,5.8,107.7,27,52.1,66,63,15.21,4.732,8.116,20,0,117.6,114.2,136,99.1,8.3,9.1,80,100,100,100,56,56,57,55.4,63.15,68.89,63.88,89.24,60.93,-18.15
212,49,58.8,59.1,49.9,50,70.1,70,78.41,78.3,75.76,70.07,57.46,58.93,91.73,29.23,62.78,-0.2799,79.84,67.87,13.13,1.161,56.69,4.952,0.71,264.9,215.3,9,2.1,40.8,36.1,80.7,87.9,4.3,47,5.8,107.5,27,51.3,65,62,14.88,4.612,8.219,20,0,116.7,114,135,98.3,8.3,9.1,80,100,100,100,56,56,57,55.32,63.03,68.85,63.8,90.99,62.37,-21.45
214,49,58.76,58.9,49.86,50,70.06,70,78.32,78.1,75.76,70.07,57.42,58.89,91.78,28.48,63.13,0.1731,80.07,68.06,13.17,1.164,56.89,4.949,0.7105,266.4,215.9,9,2.4,41,36.1,80.7,87.9,4.5,46.8,6,107.5,27,52,66,63,15.72,4.87,8.116,20,0,116,113.3,134.5,97.4,8.2,8.9,80,100,100,100,56,56,57,55.32,63.03,68.73,63.76,88.66,63.58,-20.82
216,49,58.72,58.8,49.82,49.8,70.02,70,78.28,78.3,75.72,69.99,57.38,58.8,91.29,28.33,63.24,-0.2813,79.78,67.81,12.76,0.7936,56.36,4.977,0.7065,264.9,215.1,8.8,2.4,41,36.1,80.7,87.9,4.5,46.8,5.8,107.5,27,52.3,66,63,15.9,4.953,8.116,20,0,115.3,113.1,136,99.6,8.3,9,85,100,100,100,56,56,57,55.24,63.11,68.61,63.63,86.35,61.57,-19.16
218,49,58.72,58.8,49.77,49.8,70.02,69.8,78.24,78.1,75.68,69.95,57.34,58.8,91.58,28.56,63.76,-0.7387,80.23,67.88,13.14,0.7944,56.75,4.971,0.7073,267.1,215.4,8.8,2.3,41,36.1,80.4,87.4,4.4,46.8,6,107.3,27.1,51.3,66,63,16.84,5.231,8.116,20,0,115.1,112.7,135,98.1,8.3,8.9,85,100,100,100,56,56,54,55.24,63.15,68.77,63.71,86.6,62.38,-17.29
220,49,58.76,58.9,49.82,50,70.06,69.8,78.32,78.3,75.68,69.99,57.34,58.84,90.92,29.11,62.54,-0.7298,80.14,67.44,13.49,0.7935,56.55,4.982,0.7057,263.9,215.1,9,2.4,41,36.1,80.7,87.9,4.2,46.8,5.8,107.3,26.6,52,66,63,18.65,5.835,8.116,20,0,114.7,112.2,135,98.3,8.3,9.1,80,100,100,100,56,56,54,55.24,63.11,68.73,63.76,88.74,65.11,-20.71
222,49,58.72,58.8,49.82,50,70.06,70,78.28,78.3,75.72,70.03,57.38,58.84,91.11,28.41,62.98,-0.2815,79.78,67.82,13.12,1.161,56.58,4.958,0.7092,265.8,215.1,9.2,2.4,40.8,35.9,80.7,87.9,4.5,46.8,6,107.5,26.8,52.5,65,62,16.73,5.224,8.219,20,0,114.5,111.8,134.5,98.1,8.5,8.8,80,100,100,100,56,56,57,55.24,63.07,68.69,63.67,87.06,62.83,-20.41
224,49,58.67,58.9,49.82,49.8,70.06,70,78.28,78.3,75.72,70.03,57.34,58.8,91.35,28.49,63.14,-0.2822,79.98,67.93,13.22,1.169,56.47,4.98,0.706,266.4,216.7,8.8,2.4,40.8,36.1,80.7,87.9,4.5,46.8,5.8,107.5,27,52,65,62,16.51,5.141,8.219,20,0,114,111.6,135,98.1,8.5,9.1,85,100,100,100,56,56,57,55.24,63.11,68.89,63.63,86.84,60.33,-20.22
226,49,58.88,59.1,49.98,50.1,70.06,70,78.32,78.3,75.76,70.07,57.5,59.09,91.53,28.4,62.95,0.1726,79.53,67.24,14.18,1.889,56.82,4.921,0.7145,265.6,214.5,9.3,2.4,40.8,35.9,81,88.4,4.5,47,6.2,107.5,26.5,52.1,66,63,14.63,4.546,8.116,20,0,113.6,111.3,135,98.3,8.3,9,80,100,100,100,56,56,57,55.24,62.99,70.08,64.49,87.94,60.92,-18.07
