Time (minutes),TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
112,49,58.51,58.6,50.92,51.1,80.7,79.9,88.27,87,86,72.81,58.45,58.64,84.6,25.46,147.2,-88.1,68.33,67.74,1.754,1.166,69.56,3.454,1.018,268.1,216.1,8.3,14.3,42.6,37.7,101.3,127.1,17.1,48.5,5.7,135.3,33.7,89.2,80,77,12.36,4.156,6.768,20,0,122,114.9,156.3,117.9,7.1,7.5,25,0,100,47.93,49.9,56,36.28,55.03,73.14,59.56,59.09,33.74,42.09,144.8
114,49,59.33,60.2,50.8,50.9,76.32,74.4,85.12,83.3,82.56,74.53,59.35,59.75,96.66,28.18,88.1,-19.62,76.75,76.9,3.593,3.743,73.43,3.675,0.9568,263.6,215.9,7.8,16,43.1,38.2,99.5,123.1,17.9,47.8,4.7,129.3,30.1,84.4,85,81,3.402,1.001,6.406,20,0,121.5,114.7,155.8,117,8.7,9.3,60.54,0,100,100,57,56,40.11,54.95,66.02,62.3,60.69,61.11,53.41,33.51
116,49,60.11,60.3,50.92,50.8,74.64,74.4,83.89,83.2,81.41,74.53,59.76,60.32,102.1,27.41,75.85,-1.184,82.53,79.36,5.06,1.898,73.48,3.949,0.8904,264.8,215.6,8.5,15.8,42.3,37.4,99.2,122.1,19,47.7,5.4,125.5,26.3,84.6,85,81,4.761,1.327,6.406,20,0,120.4,114.7,158.3,120.3,8.8,9.5,61.34,0,100,100,57,56,40.27,54.87,68.27,63.41,61.79,49.08,75.21,-12.27
118,49,60.19,60.5,50.88,50.8,74.56,74.4,83.81,83.2,81.45,74.62,59.76,60.36,101.9,26,75.24,0.6226,83.63,79.73,5.428,1.531,74.68,3.937,0.893,264.2,215.6,8,16.3,42.6,37.7,99.5,123.1,19.3,47.7,4.9,124.7,25.2,85.2,87,83,10.58,2.953,6.228,20,0,119.9,114.2,157.8,119.6,8.8,9.9,62.15,0,100,100,57,56,40.43,54.87,68.43,63.49,61.87,45.99,80.69,-15.77
120,49,60.19,60.5,50.8,50.8,74.64,74.6,83.81,83.5,81.57,74.7,59.76,60.4,101.3,24.72,75.93,0.6239,84.15,80.26,5.78,1.893,75.03,3.943,0.8917,265.1,215.1,8.5,16.2,42.1,37.2,99.7,123.6,19.5,47.5,5.4,125,25,85.9,87,83,14.82,4.163,6.228,20,0,119,113.8,157.3,119.1,8.9,9.9,62.95,0,100,100,57,56,42.59,54.79,68.43,63.65,61.95,43.48,81.77,-15.13
122,49,60.19,60.3,50.8,50.9,74.68,74.6,83.89,83.2,81.66,74.7,59.71,60.36,101.7,24.72,76.84,0.1716,84.18,79.92,5.783,1.528,75.7,3.91,0.8993,265.1,215.1,8,16.3,42.8,37.9,99.5,123.1,19.3,47.7,4.9,125,25.5,85.1,89,85,13.98,3.907,6.052,20,0,118.5,113.3,156.8,117.4,8.5,9.4,63.76,0,100,100,57,56,42.75,54.75,68.39,63.73,62,43.48,79.88,-10.64
124,49,60.31,60.5,50.8,50.6,74.72,74.6,83.98,83.5,81.61,74.74,59.8,60.44,102.5,26.15,76.14,0.1727,85.35,80.72,5.787,1.161,76.02,3.948,0.8907,265.8,215.3,8.4,16.5,42.4,37.5,100,124.1,19.3,47.3,4.7,125,25,85.9,88,84,15.86,4.403,6.14,20,0,118.1,112.7,152.3,114.3,8.9,9.9,64.56,0,100,100,57,56,42.91,54.71,68.35,64.1,62.24,45.99,74.67,-16.01
126,49,60.27,60.3,50.76,50.6,74.76,74.7,84.06,83.7,81.74,74.74,59.76,60.44,102.2,25.51,76.93,-0.2788,85.24,80.62,6.147,1.526,75.67,3.96,0.8878,263.8,215,8.5,16,42.3,37.4,99.7,123.6,19.6,47.3,5.2,124.7,25.3,86.4,88,84,16.18,4.505,6.14,20,0,117.4,112.4,153.3,115.1,9.1,9.5,65.37,0,100,100,57,56,43.07,54.62,68.11,64.22,62.36,45.4,79.3,-12.65
128,49,60.19,60.5,50.63,50.4,74.76,74.7,84.1,83.5,81.74,74.74,59.67,60.4,103.3,26.13,77.44,-0.2806,86.03,81.38,6.545,1.902,75.43,4.01,0.8769,265.6,216.1,8.4,16.2,42,37.1,99.5,123.6,19.1,47.3,5.3,124.5,25.5,86.7,88,84,14.74,4.06,6.14,20,0,117.1,112.2,156.3,118.6,8.8,10.1,66.17,0,100,100,57,56,43.23,54.58,68.02,64.26,62.32,46.65,80.88,-13.53
130,49,60.23,60.5,50.68,50.6,74.76,74.7,84.1,83.3,81.7,74.74,59.67,60.4,102.8,26.45,76.59,-0.2792,85.5,80.52,6.505,1.525,75.4,3.987,0.8818,264.2,214.8,8.8,16.4,41.8,36.9,99.7,123.6,19.2,47.2,5.1,124.7,25,86.5,87,83,14.73,4.077,6.228,20,0,116.9,111.8,152.8,115.1,8.6,9.9,66.98,0,100,100,57,56,43.4,54.58,68.02,64.47,62.45,47.22,77.13,-13.56
132,49,60.31,60.5,50.72,50.8,74.76,74.7,84.06,83.3,81.7,74.74,59.71,60.44,102.9,26.15,77.04,-0.2808,85.71,80.38,6.494,1.156,75.34,4,0.879,265.8,214.4,8.8,16.4,42,37.1,99.7,123.6,19.1,47.2,5.4,124.7,25.2,86.5,88,84,14.88,4.113,6.14,20,0,116.7,111.6,151.4,113.5,8.6,9.7,67.79,0,100,100,57,56,43.56,54.58,68.02,64.51,62.45,46.69,75.48,-11.5
134,49,60.35,60.5,50.76,50.8,74.81,74.7,84.06,83.5,81.74,74.74,59.76,60.52,101.8,25.52,76.97,-0.73,86.28,80.91,6.905,1.532,75.67,4.009,0.877,264,215.8,8.8,15.7,41.8,36.9,99.2,122.6,19.1,47.3,5.3,125,25.8,85.5,88,84,21.25,5.941,6.14,20,0,116.4,111.3,150.9,112.9,8.8,9.8,68.59,0,100,100,57,56,43.72,54.54,68.02,65.04,62.73,45.43,71.73,-13.51
136,49,60.43,60.6,50.8,50.8,74.85,74.7,84.14,83.7,81.78,74.82,59.84,60.61,103.2,26.22,77.25,-0.2823,87.03,81.63,6.935,1.539,75.94,4.029,0.8726,266.5,216.7,9,14.8,42,37.1,98.5,121.1,18.6,47.5,5.7,125,26.5,84.4,89,85,19.13,5.274,6.052,20,0,116,111.1,153.8,116.1,8.8,9.8,69.4,0,100,100,57,56,43.88,54.54,67.94,65.12,62.77,46.96,70.78,-15.12
138,49,60.52,60.6,50.8,50.9,74.93,75.2,84.18,83.5,81.78,74.78,59.88,60.65,104,26.99,78.64,-1.666,87.76,81.99,6.935,1.169,70.19,4.396,0.7998,269.7,216.7,7.8,13.9,43.1,38.2,97.2,118.6,16.7,47.5,4.6,125.2,27.5,80.6,78,75,13.19,3.608,6.952,20,0,116,110.9,149.4,110.7,8.3,9.7,10,0,100,67.93,53.52,56,49,54.58,67.74,64.88,62.86,49.25,82.23,-11.5
140,49,59.7,59.3,51.33,50.9,74.85,74.9,82.87,82.3,80.47,72.45,59.35,59.58,90.8,27.19,90.78,-27.16,75.23,72.06,2.119,-1.045,66.76,3.962,0.8874,271.6,215.8,8.1,14.8,42.8,37.9,97,118.1,17.6,48.3,5.5,125.7,28.7,80.2,76,73,12,3.759,7.139,20,0,116,110.7,152.8,114.3,7.3,8.4,10,0,100,55.52,50.62,56,49,54.54,66.88,60.17,60.15,52.89,50.85,55.99
142,49,57.49,56.5,49.36,48.7,75.3,75.4,83.16,82.7,80.51,70.11,57.01,57.21,86.47,29.13,114.4,-57.04,72.67,68.42,1.743,-2.505,66.05,3.868,0.9089,264,214.7,6.1,15,42.4,37.5,97.7,119.6,17.5,46.8,4.2,125.5,28,80.7,76,73,17.53,5.767,7.139,20,0,116,110.7,153.8,115.6,7.1,8,20,0,100,43.1,47.72,56,52,54.54,66.06,57.55,57.66,60.7,41.83,106.1
144,50,55.85,56.9,51.49,52.4,74.11,72.7,78.86,77.3,77.52,66.47,55.91,56.31,52.78,14.87,122.9,-84.95,38.84,39.35,3.562,4.076,50.11,2.725,1.29,266.8,214,10.3,14.2,42.1,37.2,91.5,107.2,13.1,50,7.9,132.6,41.6,70,58,56,1.087,0.5858,8.86,20,0,115.7,110.5,149.4,111.4,4.6,4.5,35,0,100,32,47,56,28,54.54,66.59,57.3,56.71,29.62,85.49,181.4
146,50,55.73,55.3,49.82,49.6,74.52,74.9,80.45,79.9,78.42,65.9,55.37,55.69,66,22.61,139.3,-95.9,53.04,49.88,2.849,-0.3081,46.89,3.977,0.8841,266.9,215.4,6,12.1,43.5,38.7,92,108.2,14.7,48,4.7,131.7,39.7,69,52,50,1.322,0.5698,9.553,20,0,116,110.5,149.4,109.4,5,5.8,50,0,100,32,47,56,33,54.54,68.56,57.18,56.55,38.73,68.38,171.3
148,50,55.97,56.3,51,51.2,73.82,73.6,78.86,78.4,77.27,65.73,55.87,56.22,56.14,17.66,128.7,-90.24,44.66,43.7,3.222,2.267,50.23,3.126,1.125,267.7,215.7,8.7,12.8,42.6,37.7,91.2,106.7,15.1,49.5,7.1,134.4,43.5,68.5,55,53,9.838,4.984,9.199,20,0,116.2,110.9,151.8,113,4.8,5.2,40,0,100,32,47,56,28,54.54,68.02,57.63,56.96,31.43,77.32,176.8
150,50,55.97,56,50.68,50.4,74.11,74.3,79.31,79.2,77.64,65.69,55.74,56.02,58,18.58,133.4,-93.94,47.58,45.53,2.485,0.4274,50.7,3.3,1.066,267.8,215.6,7.1,13,43.5,38.7,92,108.2,15.6,49,5.5,133.8,41.5,70.2,57,55,14.09,6.908,8.971,20,0,116.4,110.9,149.9,110.7,4.9,5.4,50,0,100,32,47,56,28,54.54,68.27,57.47,56.84,32.48,59.64,176.4
152,50,55.73,55.8,50.55,50.6,74.36,74.4,79.47,79.1,77.85,65.77,55.58,55.9,56.78,18.02,134,-95.25,46.79,45.46,2.872,1.541,50.1,3.284,1.071,266.3,217,7.9,12.9,42.9,38,92,108.2,15,49,6.1,133.5,41.8,70.3,56,54,14.99,7.51,9.084,20,0,116.9,110.9,149.9,110.9,4.8,5.2,45,0,100,32,47,56,28,54.54,68.52,57.35,56.67,30.95,68.93,176
154,50,55.81,56,50.68,50.6,74.31,74.1,79.47,79.1,77.77,65.77,55.66,55.98,57.45,19.01,133.6,-95.16,46.26,44.93,2.862,1.535,50.07,3.248,1.082,267.4,216.3,7.7,13.1,43.1,38.2,92.2,108.7,15.5,49.1,6,134.1,41.6,70,56,54,10.7,5.299,9.084,20,0,116.9,111.1,150.4,111.1,4.7,5.2,45,0,100,32,47,56,28,54.54,68.52,57.39,56.75,32.64,68.69,177.5
156,50,55.85,56,50.68,50.8,74.36,74.1,79.47,79.2,77.85,65.81,55.66,55.98,56.83,18.04,133.7,-94.89,46.38,44.69,2.847,1.161,50.21,3.248,1.083,266.6,215.1,7.6,12.6,43.1,38.3,92,108.2,15.4,49.1,5.9,134.1,42.1,69.5,56,54,13.46,6.734,9.084,20,0,117.1,111.3,151.8,112.6,4.9,5.2,45,0,100,32,47,56,28,54.54,68.52,57.39,56.8,30.99,68.32,177.5
158,50,55.81,56,50.68,50.8,74.36,74.4,79.47,79.1,77.89,65.81,55.66,55.98,56.71,17.55,133.8,-94.68,46.3,44.97,2.864,1.537,50.16,3.245,1.084,266,216.5,7.7,13,43.1,38.2,92,108.7,15.2,49.1,6,134.1,42.1,70.5,56,55,13.56,6.802,8.971,20,0,117.1,111.3,151.8,112.2,4.8,5.2,45,0,100,32,47,56,28,54.58,68.56,57.39,56.75,30.14,68.75,176.6
160,50,55.81,56,50.63,50.8,74.36,74.4,79.43,79.1,77.93,65.85,55.7,55.98,56.51,16.72,134.5,-94.66,46.35,45.4,2.478,1.526,50.24,3.244,1.084,267.2,215,7.5,12.9,43.1,38.2,92,108.2,15.5,49.1,5.9,134.1,42.4,70.7,56,54,14.5,7.298,9.084,20,0,117.1,111.3,150.9,111.7,4.8,5.4,45,0,100,32,47,56,28,54.62,68.56,57.39,56.75,28.8,59.47,177
162,50,55.85,56,50.68,50.6,74.4,74.4,79.55,79.1,77.93,65.77,55.66,55.98,57.22,18.02,134.9,-95.68,46.24,44.56,2.838,1.157,50.27,3.234,1.087,266.3,214.5,8,13.1,43.1,38,92,108.2,15.3,49.1,6.2,134.1,41.8,70.5,56,54,11.66,5.796,9.084,20,0,117.6,111.8,150.4,110.8,4.7,5.1,45,0,100,32,47,56,28,54.66,68.56,57.39,56.75,31.13,68.12,178.3
164,50,55.81,56,50.68,50.6,74.44,74.4,79.59,79.2,77.97,65.9,55.66,55.98,57.22,18.02,134,-94.78,45.97,44.66,2.845,1.526,50.25,3.217,1.093,266.3,215,7.5,13.4,43.1,38.2,92,109.2,15.2,49.1,6,134.1,42.1,71,56,54,10.7,5.317,9.084,20,0,117.6,111.8,151.4,112.4,4.7,5.4,45,0,100,32,47,56,28,54.66,68.6,57.39,56.8,31.04,68.27,177.5
166,50,55.85,56.1,50.68,50.8,74.4,74.4,79.55,79.4,77.97,65.85,55.66,55.98,57.45,17.63,135,-95.15,46.24,44.56,2.839,1.157,50.23,3.237,1.086,267.3,214.5,7.8,12.6,43.1,38.2,92,108.2,15.2,49.1,5.8,134.1,42.1,70.5,56,54,10.84,5.369,9.084,20,0,117.8,112,150.9,111.1,5,5.2,45,0,100,32,47,56,28,54.75,68.64,57.39,56.8,30.47,68.12,179.1
168,50,55.85,56,50.68,50.6,74.52,75.2,79.59,79.7,77.97,65.9,55.7,55.98,56.43,18.06,134.3,-95.89,46.72,45.39,2.498,1.169,50.39,3.26,1.079,266.8,216.7,7.7,13,43.1,38.2,92.7,109.7,15.7,49.1,6,133.8,41.7,72.2,56,54,16.25,8.192,9.084,20,0,117.8,112,151.8,112.8,4.3,5.2,40,0,100,24,47,56,24.98,54.75,68.72,57.55,56.84,31.01,59.95,176.6
170,50,54.62,54.2,49.9,50.1,76.12,75.9,80.78,79.7,79.16,63.56,54.23,54.59,51.77,18.02,173.1,-139.3,42.5,38.96,3.226,-0.3089,45.4,3.291,1.068,266.3,215.9,7.7,11.8,42.4,37.5,91.5,107.2,13.4,48.8,6.2,135.6,44.7,69.7,51,49,12.79,7.026,9.675,20,0,117.6,112,153.8,115.1,4,4.1,45,0,100,24,47,56,31.84,54.83,68.27,56.08,55.44,32.18,77.42,206.3
172,50,54.5,54.5,50.06,50,75.54,75.6,80.04,79.7,78.38,63.27,54.23,54.63,49.92,18.47,167.5,-136,39.84,37.42,3.587,1.163,47.08,2.975,1.182,266.1,215.5,6.8,12.3,43.2,38.3,92,108.2,14.5,48.8,5.6,138.7,46.4,69.7,53,51,11.62,6.619,9.433,20,0,118.3,112.2,152.3,112.8,4,4.5,45,0,100,24,47,56,27.71,54.83,69.25,56.08,55.36,30.72,86.09,206.7
174,50,54.33,54.5,50.06,50.1,75.46,75.4,79.88,79.4,78.26,63.19,54.19,54.55,49.12,18.05,167.4,-136.3,38.11,36.8,3.197,1.886,46.67,2.871,1.225,266.7,214,7.5,12.1,42.8,37.7,92,108.2,14.7,49,6.4,139.4,47.4,69.5,52,50,7.955,4.606,9.553,20,0,118.3,112.2,151.4,112.4,4,4.4,45,0,100,24,47,56,27.58,54.87,69.13,55.95,55.28,30.37,76.74,208.1
176,50,54.42,54.5,50.1,50.1,75.46,75.4,79.8,79.5,78.26,63.23,54.27,54.63,47.96,17.05,166.1,-135.2,38.63,37.31,3.21,1.892,46.69,2.909,1.209,265.3,214.9,7.4,12.1,42.9,38,91.5,107.2,14.2,49.1,6.5,139.7,48.5,69.5,52,50,13.87,8.227,9.553,20,0,118.3,112.4,150.9,112.2,4,4.2,45,0,100,24,47,56,27.44,54.91,69.38,55.99,55.36,28.29,77.05,205.7
178,50,54.46,54.7,50.1,50.1,75.42,75.4,79.8,79.5,78.17,63.15,54.27,54.63,48.63,18.04,166.8,-136.2,39.27,37.58,3.233,1.536,46.73,2.955,1.19,266.5,216.4,7.2,12,42.9,38,91.5,107.2,14.9,49,6.1,139.7,48,69.2,52,50,13.82,8.084,9.553,20,0,118.8,112.4,151.8,113,4.1,4.6,45,0,100,24,47,56,27.31,54.91,69.34,56.04,55.36,30.01,77.6,206.5
180,50,54.46,54.5,50.1,50.1,75.42,75.4,79.8,79.5,78.26,63.23,54.27,54.67,48.51,17.08,166.4,-135,39.13,37.44,3.589,1.899,46.66,2.949,1.192,265.8,215.6,7.7,12.5,42.6,37.7,92,108.2,14.4,49.1,6.3,140,48,69.3,52,50,13.68,8.021,9.553,20,0,119,112.4,151.8,110.7,4.3,4.4,45,0,100,24,47,56,27.17,54.99,69.42,56.04,55.36,28.42,86.14,206
182,50,54.46,54.5,50.1,50.3,75.46,75.4,79.8,79.5,78.26,63.23,54.27,54.67,48.25,17.15,167.1,-136,38.71,37.04,3.551,1.878,46.7,2.914,1.207,266.9,213.3,7.7,12,42.6,37.7,91.5,107.2,14.6,49.1,6.2,140,48.5,69.3,52,50,13.14,7.747,9.553,20,0,118.8,112.9,150.4,111.4,4.1,4.2,45,0,100,24,47,56,27.04,54.99,69.34,56.04,55.36,28.7,85.22,207.8
184,50,54.46,54.7,50.14,50.3,75.46,75.6,79.84,79.5,78.3,63.23,54.31,54.63,48.94,17.23,168.3,-136.6,38.68,37.36,2.847,1.528,46.68,2.913,1.207,268.2,215.2,7.4,12.5,42.9,38,92,108.2,14.7,49,6.1,140,48,69.2,52,50,10.63,6.176,9.553,20,0,119,112.9,151.8,113.3,3.9,4.4,45,0,100,24,47,56,26.91,54.99,69.5,56.04,55.4,28.51,68.34,208.7
186,50,54.46,54.5,50.1,50.1,75.54,75.4,79.92,79.5,78.3,63.27,54.27,54.67,48.5,17.99,166.4,-135.9,38.95,37.27,3.573,1.89,46.77,2.929,1.201,265.8,214.7,7.4,12.3,42.9,38,91.5,107.2,14.2,49.1,6.2,140,48.5,70.2,52,50,13.22,7.751,9.553,20,0,119.2,112.9,151.8,112.8,3.9,4.2,45,0,100,24,47,56,26.77,55.03,69.54,56.04,55.36,29.76,85.76,206.2
188,50,54.5,54.5,50.14,50.3,75.54,75.6,79.92,79.7,78.34,63.27,54.35,54.67,48.66,17.59,167.4,-136.3,39.09,37.77,2.851,1.53,46.8,2.937,1.197,266.7,215.4,7.5,12.5,42.8,37.9,92,108.2,14.2,49.1,6.2,139.7,48.5,70.2,52,50,13.16,7.692,9.553,20,0,119.5,113.1,151.4,112.4,3.9,4.2,45,0,100,24,47,56,26.64,55.07,69.54,56.08,55.4,29.19,68.42,206.5
190,50,54.5,54.7,50.14,50.3,75.58,75.6,79.96,79.7,78.42,63.27,54.31,54.67,48.16,16.96,166.6,-135.4,39,37.31,3.211,1.526,46.8,2.93,1.2,263.9,214.9,7.4,12.5,42.9,38,92.2,108.7,14.4,49.1,6.2,140,48.3,70,52,50,14.6,8.624,9.553,20,0,119.5,113.1,151.8,112.6,4.1,4.4,45,0,100,24,47,56,26.5,55.07,69.58,56.04,55.4,28.06,77.06,204.8
192,50,54.5,54.5,50.1,50.3,75.58,75.4,80,79.7,78.42,63.27,54.31,54.67,48.92,17.52,167.6,-136.2,39.44,37.75,3.217,1.529,46.85,2.96,1.188,265.6,215.3,7.2,11.8,43.1,38.2,91.5,107.2,14.5,49,5.9,140,48.5,70.7,52,50,13.53,7.868,9.553,20,0,119.5,113.3,150.4,111.4,4.1,4.6,45,0,100,24,47,56,26.37,55.12,69.58,56.04,55.36,29.07,77.21,205.8
194,50,54.46,54.5,50.14,50.1,75.62,75.6,80.04,79.7,78.46,63.32,54.31,54.63,49.01,17.55,167.9,-136.5,38.91,37.58,2.864,1.537,46.85,2.92,1.204,266.1,216.5,7.2,12.3,42.9,38,92,108.2,14,49,5.9,140.4,48,70.2,52,50,11.35,6.586,9.553,20,0,119.7,113.3,150.9,111.9,4.3,4.2,45,0,100,24,47,56,26.23,55.12,69.58,56.04,55.4,29.12,68.75,206.5
196,50,54.5,54.7,50.14,50.1,75.67,75.6,80.04,79.9,78.5,63.32,54.35,54.67,48.42,17.05,167.9,-136.5,38.94,37.62,2.84,1.524,46.88,2.921,1.204,265.3,214.6,7.4,12.1,42.8,37.9,92,108.2,14.2,49.1,6.2,140,48,70.2,52,50,13.55,7.961,9.553,20,0,119.5,113.1,149.9,110.6,4.3,4.4,45,0,100,24,47,56,26.1,55.16,69.62,56.08,55.36,28.29,68.15,205.9
198,49,54.5,54.5,50.1,50.3,75.67,75,80.17,79.7,78.5,63.32,54.31,54.67,50.02,18.5,168.7,-137.2,39.68,37.99,3.237,1.539,49.03,2.846,1.235,266.6,216.7,7.5,12.3,42.8,37.9,92.2,108.2,14.9,49.1,6.3,139.7,47.5,70.2,53,51,12.69,7.217,9.433,20,0,119.7,113.6,149.4,110.6,4.7,4.2,80,50,100,32.76,48.41,56,43,55.16,69.62,56.36,55.4,30.69,77.68,206.6
200,49,56.26,57.5,51.13,51.4,73.05,72,78.41,77.6,76.66,66.51,55.95,56.88,61.18,19.93,115.8,-74.58,46.02,43.23,8.354,5.566,53.7,3.013,1.167,273.9,215.2,8.8,14.6,42.4,37.5,92.2,108.7,16.1,49.5,7.1,135.9,43.6,71.2,61,59,0.3829,0.178,8.534,20,0,119.7,113.6,149.9,111.1,5.4,6.3,75,50,100,49.31,50.9,56,38,55.16,66.43,63.12,59.7,42.45,58.69,171.6
202,49,58.22,59.1,51.45,51.7,72.23,71.8,78.78,78.6,76.91,69.38,57.63,58.64,74.2,21.18,85.31,-32.29,60.94,55.56,9.124,3.745,59.33,3.611,0.9736,271.9,216,9.1,14.9,42.6,37.7,93.5,111.2,17.8,49.1,6.5,128.7,35.3,73.5,69,66,12.71,4.873,7.814,20,0,119.2,113.3,151.4,112.7,6.8,7.4,75,50,100,65.86,53.38,56,38,55.16,66.47,64.96,61.71,44.94,67.33,94.82
204,49,59.66,60.3,51.74,51.7,71.2,70.4,78.9,78.1,76.37,70.73,58.85,59.99,85.35,28,62.62,-5.277,71.18,63.97,10.22,3.005,63.68,3.93,0.8946,266.2,215.8,8.9,15.9,42.8,37.9,94,112.2,18,49,6.1,125.2,31,74.5,74,71,13.87,4.622,7.328,20,0,118.8,113.3,151.4,111.7,7.7,8.5,75,100,100,100,56,56,68,55.2,61.96,68.48,63.8,99.3,52.34,-5.718
206,49,59.86,60,51.21,50.9,70.47,70.3,78.78,78.6,75.88,70.4,58.49,59.99,92.17,32.09,60.81,-0.7362,78.06,65.65,13.58,1.168,66.44,4.131,0.8511,266.2,216.5,8.5,16.2,42.4,37.5,94.8,113.7,19.1,48.2,5.8,122.2,27.4,76.2,77,74,16.83,5.193,7.045,20,0,118.3,112.9,152.3,114.1,8.3,8.9,80,100,100,100,56,56,65,55.12,60.98,70.49,65.07,131.3,60.08,-21.19
208,49,59.53,59.6,50.63,50.4,70.55,70.1,79.1,78.7,76.21,70.52,58.08,59.62,94.72,32.03,62.97,-0.2814,79.94,66.85,13.89,0.7952,67.08,4.19,0.8392,265.7,215.6,8.4,16.3,42,37.1,95,114.2,18.5,47.7,5.7,121.5,26.2,76.1,76,73,15.11,4.536,7.139,20,0,117.6,112.7,149.9,112.5,8.4,9.2,80,100,100,100,56,56,65,54.99,60.86,69.83,64.66,131,64.38,-16.37
210,49,59.25,59.4,50.35,50.1,70.38,70.3,78.9,78.3,76.05,70.36,57.87,59.38,94.6,31.69,63.19,-0.2831,80.54,68.1,13.62,1.172,66.75,4.243,0.8287,266.7,217.2,8.5,16,41.6,36.7,94.3,112.7,18.4,47.3,5.7,120.9,26.6,75.8,76,73,17.32,5.208,7.139,20,0,117.1,112.2,154.3,116.6,8,9.3,80,100,100,100,56,56,65,54.87,60.82,69.18,64.25,127.9,66.29,-20.7
212,49,58.92,58.9,50.06,49.8,70.22,69.8,78.78,78.3,75.84,70.15,57.59,59.05,94.68,32.47,62.94,-0.7338,79.37,67.41,13.12,1.159,66.03,4.226,0.8319,265.6,215,8.4,16.2,41.6,36.7,94.5,113.2,18.4,47.2,5.2,120.7,26.4,76,76,73,12.19,3.662,7.139,20,0,116.9,112,154.3,116.7,8.3,8.9,85,100,100,100,56,56,62,54.79,60.78,68.36,63.67,130.1,67.18,-18.86
214,49,58.72,58.6,49.77,49.6,70.06,70,78.65,78.1,75.72,69.99,57.34,58.72,95.63,32.64,63.72,-0.7384,80.5,68.11,12.44,0.05962,65.95,4.291,0.8193,267,216.1,8,15.9,41.6,36.7,94,112.2,18.3,46.8,5.2,120.2,26.5,75.6,76,73,12.75,3.792,7.139,20,0,116.2,111.3,152.3,114.9,8.3,9,85,100,100,100,56,56,65,54.79,60.9,67.99,63.35,128.2,64.3,-18.38
216,49,58.39,58.5,49.53,49.3,69.93,69.8,78.45,77.9,75.64,69.91,57.13,58.48,94.37,31.16,63.49,-0.2817,79.72,68.45,12.07,0.7962,65.78,4.261,0.8252,266,216,8,16.1,41.5,36.6,94,112.2,18.5,46.6,4.8,120.2,25.9,75,76,73,14.29,4.306,7.139,20,0,115.7,111.1,151.8,114.1,8.1,9,90,100,100,100,56,56,62,54.75,60.94,67.38,62.94,120.7,65.25,-20.78
218,49,58.18,58.2,49.36,49.1,69.81,69.5,78.24,77.9,75.55,69.74,56.89,58.31,93.15,29.7,64.18,-0.7332,79.01,67.42,12.75,1.16,65.63,4.233,0.8306,265.1,215.1,7.5,16.1,41.6,36.7,94,112.2,18.8,46.6,5,119.9,25.7,75.1,76,73,15.92,4.859,7.139,20,0,115.6,110.7,150.4,112.8,8.2,9.1,90,100,100,100,56,56,62,54.79,60.94,67.17,62.65,115.8,67.68,-13.38
220,49,57.94,58,49.2,49.1,69.65,69.5,78.24,77.8,75.43,69.62,56.73,58.11,94.92,31.05,64.16,-0.28,78.27,67.42,12.38,1.527,65.73,4.187,0.8398,265,215,7.7,16.2,41.5,36.4,93.5,111.2,18.6,46.4,5.1,119.7,26.2,75.6,75,72,7.191,2.155,7.233,20,0,115.3,110.7,152.3,114.9,8.3,9,90,100,100,100,56,56,62,54.75,60.98,67.01,62.53,119.5,66.33,-13.46
222,49,57.9,58,49.08,49,69.61,69.5,78.16,77.6,75.39,69.58,56.64,58.03,94.7,30.67,64.31,-0.2814,79.19,67.94,12.41,1.163,65.84,4.229,0.8315,265.6,215.5,7.5,15.7,41.5,36.6,93.7,111.2,18.5,46.3,4.8,119.5,26,74.8,76,72,11.3,3.395,7.233,20,0,115.1,110.5,149.4,112,8.1,9,90,100,100,100,56,56,62,54.79,61.02,66.89,62.45,118,67.1,-14.97
224,49,57.81,57.9,49.04,49,69.56,69.4,78.08,77.5,75.35,69.54,56.56,57.94,94.49,30.29,64.48,-0.2821,78.71,67.47,12.39,1.161,65.57,4.22,0.8331,266.3,215.2,7.7,16,41.3,36.4,93.5,111.2,18.7,46.3,5,119.5,25.8,74.8,75,72,10.08,3.033,7.233,20,0,114.9,110.1,149.9,112.5,8,8.9,90,100,100,100,56,56,60,54.75,61.06,66.72,62.36,115.1,68.26,-12.36
