Time (minutes),TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
112,49,58.35,59.1,50.1,50.3,82.18,81.7,87.5,86.8,86.36,72.73,58.45,58.68,59.98,12.77,153.7,-106.4,48.52,49.09,1.387,1.967,53.35,3.197,1.1,270.5,141.2,8,3.7,42.3,37.4,90.5,105.2,5.8,47.8,5.4,130.1,39.6,67.7,59,57,13.04,6.181,8.75,20,0,123.2,117.1,141.4,103.2,5.1,8.8,20,0,100,38.45,49,31,20,59.17,79.74,59.52,59.05,14.9,33.29,184.1
114,49,61.13,62.6,51.25,51.9,78.45,75.9,85.04,83,83.13,76.09,60.94,61.71,73.6,21.34,78.61,-26.35,57.82,56.72,4.493,3.392,55.96,3.633,0.9677,268,140.4,9.1,4.2,42.8,37.9,87.2,99.3,5.1,48.7,6.1,125.5,38.1,61.6,66,63,0.4874,0.1883,8.116,20,0,122.5,117.1,141.4,102.6,7.1,10.7,60,100,100,100,57,31,52.11,59.17,70.97,70.12,64.25,43.39,18.36,74.63
116,49,63.46,63.7,50.8,50.6,76.16,76,84.18,83.8,81.45,75.84,61.43,63.47,88.84,30.22,62.07,-3.456,74.3,62.39,11.95,0.03849,62.67,4.168,0.8435,265.7,140.8,9.1,5.3,41.5,36.6,89.1,102.8,8.3,46.8,5.6,117.1,28.3,66.5,73,70,11.56,3.701,7.424,20,0,122,116.7,139,104,7.9,13,70,100,100,100,57,31,58.27,59,68.93,74.71,69.08,73.12,50.97,-1.37
118,49,63.18,63.1,50.06,49.8,75.99,75.7,84.3,83.8,81.45,75.8,60.98,63.23,92.15,31.63,62.62,-2.099,77.21,64.3,13.2,0.2804,62.5,4.343,0.8095,266.1,141.3,8.6,5.1,41.2,36.3,88.9,102.3,7.7,46.3,4.8,115.3,26.2,66,73,70,9.982,3.081,7.424,20,0,120.7,116.2,142.4,105.2,8.1,13.3,80,100,100,100,57,31,52.43,58.84,67.94,74.09,68.83,83.41,60.23,-7.135
120,49,62.85,62.9,49.77,49.6,75.91,75.9,84.22,83.8,81.45,75.76,60.74,62.98,92.21,30.74,63.11,-1.645,76.48,64.13,13.11,0.7574,62.53,4.3,0.8176,266.3,140.4,8.4,5.1,41.2,36.3,88.9,102.3,7.9,45.9,4.7,114.7,25.8,66.5,73,70,7.229,2.23,7.424,20,0,119.7,115.6,140.4,103.3,7.9,13.3,80,100,100,100,57,31,52.59,58.8,68.31,73.76,68.59,77.58,60.8,-4.281
122,49,62.73,62.8,49.65,49.5,75.91,75.7,84.06,83.8,81.45,75.76,60.66,62.86,90.2,28.86,62.98,-1.641,76.16,64.09,12.82,0.7542,62.25,4.302,0.8173,265.7,139.8,8.6,5.3,41,36.1,88.9,102.3,8.1,45.9,4.8,114.5,25.6,66.9,72,69,12.88,4.062,7.52,20,0,119,114.9,141.9,105.2,7.9,13.2,80,100,100,100,57,31,52.75,58.55,68.72,73.35,68.3,68.14,60.88,-4.717
124,49,62.65,62.8,49.61,49.5,75.83,75.9,83.93,83.7,81.33,75.64,60.62,62.78,89.26,28.71,62.64,-2.084,76.75,64.79,12.72,0.762,62.11,4.345,0.8093,264.3,141.3,8.7,4.9,40.8,35.8,88.6,101.8,7.8,45.6,4.8,114.5,25.9,65.9,72,69,18.12,5.772,7.52,20,0,118.1,114.2,138.5,101.9,8,13.3,80,100,100,100,57,31,52.91,58.31,68.52,73.15,68.14,67.5,60.89,-9.098
126,49,62.56,62.6,49.57,49.3,75.83,75.7,83.93,83.8,81.29,75.6,60.53,62.65,90.1,29.43,63.23,-2.558,76.77,64.77,12.52,0.523,61.97,4.356,0.8072,266.8,141.8,8.7,4.5,40.8,35.9,88.3,101.3,7.5,45.8,4.8,114,26.2,65.4,72,69,15.09,4.763,7.52,20,0,117.6,113.8,141.4,104.8,8.1,13.1,90,100,100,100,57,31,53.07,58.27,68.56,72.82,67.89,68.66,60.93,-6.524
128,49,62.44,62.6,49.49,49.3,75.75,75.6,83.89,83.3,81.25,75.56,60.49,62.61,90.26,29.34,63.02,-2.096,76.55,65.04,12.52,1.007,62.04,4.338,0.8104,265.9,141.8,8.9,5,40.6,35.6,88.3,101.3,7.9,45.6,5,114,0.3,66.2,71,68,13.84,4.361,7.617,20,0,116.9,113.3,140.4,104.2,7.7,13,90,100,100,100,57,31,53.23,58.23,68.48,72.78,67.81,68.71,60.45,-8.505
130,49,62.44,62.5,49.45,49.3,75.62,75.9,83.73,83.5,81.08,75.44,60.41,62.49,89.39,29.2,62.28,-2.086,76.45,64.51,12.23,0.2799,62,4.336,0.8109,264.7,141.2,8.9,4.8,40.6,35.6,88.3,101.3,7.8,45.4,4.6,114.2,25.7,65.5,72,69,16.51,5.253,7.52,20,0,116.4,112.9,139.9,103.3,7.9,13.2,90,100,100,100,57,31,53.4,58.19,68.39,72.7,67.77,68.66,59.51,-9.479
132,49,62.56,62.8,49.49,49.5,75.62,75.7,83.73,83.7,81.12,75.44,60.41,62.69,89.42,28.76,62.74,-2.087,76.04,63.52,13.28,0.7526,62.02,4.311,0.8156,264.8,139.6,8.7,4.9,40.6,35.6,88.6,101.8,7.9,45.6,4.8,113.8,25.2,66,72,69,14.99,4.767,7.52,20,0,116,112.2,140.4,104,8.1,13.3,80,100,100,100,57,31,53.56,58.15,68.6,74.01,68.59,66.03,58.76,-3.254
134,49,62.73,62.8,49.73,49.8,75.67,75.6,83.73,83.5,81.08,75.48,60.57,62.9,89.66,29.44,62.33,-2.104,76.64,63.94,13.71,1.005,62.01,4.345,0.8091,266.8,141.6,8.8,5,40.8,35.8,88.3,101.3,7.6,45.6,4.8,114,25.7,65.7,71,68,16.24,5.15,7.617,20,0,115.6,112,140.9,104.5,7.8,13.2,80,100,100,100,57,31,53.72,58.1,68.19,74.21,68.75,70.06,60.21,-6.909
136,49,62.81,62.9,49.82,49.8,75.67,75.7,83.81,83.5,81.08,75.48,60.62,62.94,90.52,30.33,62.29,-2.103,75.7,62.92,13.54,0.754,61.95,4.296,0.8183,266.7,139.8,9,4.8,40.8,35.8,88.3,101.3,7.6,45.8,5,114,25.9,65.5,71,68,9.875,3.103,7.617,20,0,115.1,111.8,139.9,103.3,7.8,13.1,80,100,100,100,57,31,53.88,58.1,68.23,73.93,68.63,71.89,61.31,-2.705
138,49,62.73,62.8,49.73,49.6,75.67,75.4,83.77,83.8,81.08,75.48,60.62,62.86,86.83,28.8,60.05,-2.027,76.36,63.95,13.17,0.7609,61.95,4.334,0.8113,257.1,141,8.8,4.8,40.8,35.9,88.6,101.8,8.1,45.8,5,114,25.4,65.9,72,69,25.15,8.238,7.52,20,0,114.7,111.3,140.9,104.3,8.2,13.2,80,0,100,77.24,49.79,31,49,58.06,68.15,73.6,68.42,68.55,61.08,-16.68
140,49,61.54,61.1,48.91,48.5,75.87,75.9,83.98,83.3,81.16,74.62,59.8,61.38,88.1,30.56,71.16,-13.63,74.06,63.83,9.309,-0.9214,57.97,4.492,0.7827,260.9,140.8,7.7,4.1,40.8,35.9,87.4,99.8,6.6,45.3,4.3,114.2,26.8,63.9,67,64,8.619,2.782,8.015,20,0,114.7,111.1,140.4,104.2,7.4,12.6,90,0,100,60.69,48.55,31,54,58.02,67.86,68.15,65.19,74.55,75.33,26.88
142,49,59.9,59.4,48.96,49.3,75.62,75.4,82.62,81.7,80.06,71.96,58.45,59.83,78.01,28.6,90.31,-40.9,64.03,55.51,8.085,-0.44,53.17,4.235,0.8303,267.5,140.4,8.9,4,40.4,35.4,85.7,96.8,6.2,45.8,5.4,115.1,29.4,61.4,60,58,4.009,1.462,8.641,20,0,114.5,110.7,139,102.4,6.3,10.1,90,0,100,44.14,47.31,31,49,58.02,67.49,66.52,63.43,72.48,62.83,103.1
144,50,58.31,59.3,52.72,53.6,74.76,73,78.78,77,77.6,68.56,57.26,58.8,44.9,13.14,101.2,-69.49,32.75,26.61,9.069,2.921,41.52,2.773,1.268,268.6,140.8,12.8,3.7,40.8,35.8,80.7,87.9,1.3,46.8,5.8,122.5,41.8,52,50,48,-1.167,-0.7392,9.8,20,0,114.2,110.7,136.5,99.8,4.2,5.7,50,0,100,32,47,31,34,57.98,67.41,64.06,62.28,33.44,122.4,198.1
146,50,58.88,58.5,50.18,50,75.54,75.9,81.03,81,78.95,68.35,57.71,58.84,61.14,23.13,118.2,-80.16,50.91,44.05,6.654,-0.2007,43.99,4.069,0.8641,267.5,140.5,7.9,2.7,42.1,37.2,83.5,92.8,5.4,47.3,5.2,121.5,38.2,55.4,50,48,8.013,3.727,9.8,20,0,114.5,110.5,138,99.3,4.8,8.5,80,0,100,32,47,31,46,57.94,69.62,64.96,61.91,47.51,52.4,167.8
148,50,58.59,58.9,50.76,50.4,75.46,75.4,80.54,80.5,78.63,68.31,57.42,58.8,56.58,21.3,115,-79.7,45.89,39.03,8.095,1.238,46.35,3.481,1.01,267.5,140.6,8.2,3,42.4,37.5,83.5,92.8,5.9,48.3,5.7,122.5,38.7,55.6,52,50,8.766,4.406,9.553,20,0,114.7,110.7,138,99.5,4.9,8.3,80,0,100,32,47,31,41,57.94,69.17,65.33,62.24,45.52,62.9,176.7
150,50,58.72,58.8,50.68,50.6,75.54,75.6,80.66,80.5,78.75,68.35,57.42,58.8,57.3,21.4,116.4,-80.54,47.08,39.5,8.093,0.5184,46.39,3.568,0.9854,268.8,140.5,8.3,3,42.3,37.4,83.5,92.8,5.9,48.2,6.1,122.2,38.2,55.4,52,50,10.44,5.18,9.553,20,0,114.9,110.7,138.5,100.3,4.8,8.2,70,0,100,32,47,31,46,57.98,69.21,65.53,62.4,45.73,62.07,177.6
152,50,58.8,58.9,50.8,50.8,75.58,75.6,80.66,80.5,78.75,68.39,57.54,58.93,56.38,21.23,115,-79.89,47.17,39.78,8.15,0.7632,46.67,3.553,0.9894,266.6,141.5,8.7,3,42.1,37.2,83.5,92.8,5.7,48.3,6.2,122.2,39,56.6,52,50,14.28,7.201,9.553,20,0,114.7,110.9,139,100.1,4.9,8.3,70,0,100,32,47,31,46,58.02,69.05,65.7,62.53,46.21,61.7,174.4
154,50,58.84,58.9,50.8,50.8,75.62,75.6,80.74,80.5,78.79,68.43,57.59,59.01,57.12,21.79,115.6,-80.28,47.76,40.31,8.453,1.012,46.75,3.592,0.9788,267.9,142.6,8.5,3,42.3,37.4,83.5,92.8,5.9,48.3,6,122.5,39,55.8,52,50,13.83,6.887,9.553,20,0,115.1,111.3,139.4,101,5.1,8.1,70,0,100,32,47,31,46,57.98,69.09,65.82,62.61,47.08,63.17,174.5
156,50,58.84,59.1,50.84,50.8,75.67,75.7,80.82,80.7,78.87,68.52,57.63,59.09,57.66,21.82,115.8,-79.94,46.93,39.82,8.589,1.48,46.93,3.515,1,268.3,140.8,8.6,3,42.1,37.4,83.8,93.3,5.7,48.3,6,122.5,38.4,55.6,52,50,9.203,4.54,9.553,20,0,115.1,111.3,139.4,101.2,5.1,8.2,70,0,100,32,47,31,46,58.06,69.09,65.9,62.69,47.5,64.19,176
158,50,58.88,59.1,50.84,50.9,75.71,75.7,80.86,80.7,78.91,68.52,57.59,59.05,57.51,21.76,115.9,-80.19,47.05,39.48,8.567,0.997,46.96,3.522,0.9982,267.6,140.4,8.5,3.3,42.3,37.4,83.8,93.8,5.5,48.3,6,122.5,38.4,56.3,53,51,10.18,5.034,9.433,20,0,115.3,111.3,138.5,99.8,5.1,8.3,70,0,100,32,47,31,46,58.06,69.09,66.03,62.69,47.37,61.67,176.5
160,50,59,59.3,50.88,50.9,75.75,75.7,80.95,80.8,78.95,68.6,57.63,59.25,57.95,22.21,115.4,-79.71,47.85,39.74,9.59,1.486,48.07,3.5,1.005,267.6,141.4,8.4,3,42.4,37.5,83.8,93.3,5.7,48.5,6.5,122.5,38.2,56.4,53,51,12.55,6.16,9.433,20,0,115.3,111.1,139.4,101.4,5.1,8.5,70,0,100,32,47,31,46,58.06,69.13,66.93,63.31,48.17,63.57,175.4
162,50,59.17,59.4,50.88,50.8,75.91,75.9,81.19,81.2,79.2,68.72,57.75,59.34,58.71,22.16,116.5,-79.96,48.77,40.43,9.34,1.003,47.65,3.598,0.9771,266.9,141.3,8.4,3.1,42.4,37.5,84.3,94.3,5.4,48.2,5.8,122.2,38.2,56.6,54,52,12.68,6.14,9.315,20,0,115.6,111.3,138.5,99.8,5.3,8.6,70,0,100,32,47,31,46,58.06,69.17,66.89,63.35,47.88,63.34,174.3
164,50,59.08,59.3,50.8,50.9,75.95,76,81.27,81,79.24,68.68,57.63,59.25,59.68,22.81,118.4,-81.58,48.71,40.14,9.57,1.002,47.44,3.61,0.9739,269.2,141.1,8.2,3,42.6,37.7,84,93.8,5.7,48.2,5.8,122,38,56.3,54,52,8.854,4.219,9.315,20,0,115.6,111.6,139,101.7,5.1,8.4,70,0,100,32,47,31,52,58.02,69.01,66.76,63.26,49.84,65.66,178
166,50,59,59.1,50.72,50.8,75.87,75.9,81.19,81,79.16,68.64,57.59,59.13,58.83,22.49,116.3,-79.96,48.55,40.25,9.059,0.7587,47.74,3.575,0.9834,265.4,140.6,8.3,3.3,42.3,37.4,84.3,94.3,5.4,48.2,5.6,121.7,37.7,56.3,53,51,11.59,5.601,9.433,20,0,115.7,111.6,138,99.6,5.1,8.3,70,0,100,32,47,31,46,57.98,69.05,66.6,63.14,48.76,62.89,173.5
168,50,58.92,59.1,50.72,50.6,75.91,77.1,81.15,81.7,79.16,68.52,57.5,59.09,58.42,22.22,118.7,-82.46,48.24,39.91,9.331,1.002,47.83,3.546,0.9916,267.6,141.1,8,4,42.6,37.7,85.5,96.3,6.9,48.2,5.6,121.7,36.2,59.1,54,52,12.05,5.865,9.315,20,0,115.6,111.6,140.4,101.9,4.2,8.5,35,0,100,10,47,31,37.97,57.98,68.97,65.45,62.98,48.54,90.5,177.6
170,50,55.36,56.1,51.74,51.4,78.04,76.7,80.9,80.4,79.61,62.17,54.88,55.81,31.94,14.46,194.5,-177,21.26,18.47,5.476,2.686,41.52,1.8,1.953,267.7,141,9.2,3.4,42,37.1,83.2,93.3,3.5,48.5,6.5,132.6,50,56.4,50,48,3.966,3.531,9.8,20,0,115.7,111.6,136.5,98,3.7,4.9,25,0,100,10,47,31,37.77,58.02,70.48,57.18,57.2,27.85,131.4,242.2
172,50,54.33,55.2,51.45,51.6,76.98,75.2,79.35,78.3,78.38,61.02,54.15,54.79,26.52,10.83,194,-178.3,16.93,15.82,3.79,2.685,38.01,1.566,2.246,268.3,141,6.3,3.2,45.1,40.3,81.5,89.4,2.2,50,5.1,140.7,59.4,48.4,46,44,4.256,4.564,10.32,20,0,116.4,111.8,138.5,97.1,3.1,3.8,25,0,100,10,47,31,26.56,58.02,69.74,55.91,55.77,22.18,90.96,246.4
174,50,54.33,53.9,50.27,50.6,76.2,75.6,79.06,78.1,77.68,60.45,53.86,54.34,32.03,15.42,192.7,-176.1,23.86,21.07,2.823,0.03919,34.51,2.431,1.446,268.4,140.7,7.3,1.7,43.3,38.5,79.8,86.4,2,49.6,6.3,142.6,63.1,47.9,39,38,5.759,5.113,11.2,20,0,117.4,112.2,136.5,97,2.5,3.3,35,0,100,10,47,31,31.36,58.02,69.42,55.99,55.32,32.47,67.74,239
176,50,54.25,54.4,50.51,50.3,75.5,75.2,78.28,78.1,76.99,60.2,53.94,54.46,31.01,14.45,187.1,-170.5,22.11,20.27,3.087,1.249,34.78,2.235,1.573,267.5,141.8,6.6,1.1,43.8,39,79.2,85.4,3,50,6.2,145.1,65.9,46.9,39,38,3.459,3.172,11.2,20,0,118.1,112.9,138,95.5,2.9,3.9,45,0,100,10,47,31,26.16,58.02,70.4,56.16,55.4,28.03,74.09,238.5
178,50,54.17,54.2,50.43,50.3,75.54,75.6,78.24,78.1,77.03,60.16,53.86,54.38,30.04,13.51,187.6,-171.1,22.01,20.18,3.073,1.244,34.7,2.23,1.576,267,141.2,6.8,1.7,43.5,38.7,79.8,86.4,3.3,49.8,6.2,145.4,65.3,47.2,39,38,6.477,6.133,11.2,20,0,118.5,113.6,135.5,96,2.7,3.9,45,0,100,10,47,31,30.96,58.06,70.6,56.04,55.36,25.86,73.75,238.2
180,50,54.13,54.2,50.43,50.3,75.42,75.4,78.12,77.9,76.95,60.16,53.86,54.38,29.99,13.04,186.4,-169.5,21.8,20.21,3.077,1.486,34.65,2.212,1.589,266.6,141.4,6.9,1.3,43.5,38.7,79.8,86.4,3.3,50,6.5,145.8,65.6,46.7,39,38,5.846,5.544,11.2,20,0,119.2,113.8,137,97.2,2.7,3.8,45,0,100,10,47,31,25.76,58.06,70.24,55.91,55.24,25.7,73.85,237.7
182,50,54.13,54.2,50.35,50.3,75.42,75.4,78.08,78.1,76.91,60.16,53.82,54.26,29.63,13.08,186.6,-170,22.18,20.35,2.583,0.759,34.73,2.245,1.566,267.4,140.7,6.7,2.2,43.6,38.8,79.5,86.9,3,49.8,6.2,145.8,66.3,47.9,39,38,8.514,8.172,11.2,20,0,119.7,114.2,138,98.2,2.5,3.9,45,0,100,10,47,31,25.56,58.1,70.36,55.75,55.16,25.61,61.98,238.2
184,50,54.01,54.1,50.22,50.1,75.5,75.4,78.2,77.9,77.03,60.08,53.7,54.18,30.11,13.09,189,-171.9,22.19,20.37,2.824,1,34.79,2.242,1.568,267.6,140.8,6.5,1.6,43.8,39,79.5,85.9,2.7,49.6,5.8,145.8,66.6,47.4,39,38,6.955,6.57,11.2,20,0,120.2,114.9,136,96.2,2.3,3.8,45,0,100,10,47,31,25.36,58.15,70.6,55.63,55.03,25.21,67.79,238.7
186,50,53.88,54.1,50.14,50,75.5,75.4,78.12,77.9,76.95,60,53.61,54.05,29.38,13.17,190.2,-174,21.99,20.41,2.589,1.001,34.75,2.226,1.58,269.3,141.1,6.5,1.9,43.6,38.8,79.8,86.4,3.3,49.5,6,145.8,66,47.6,39,38,8.769,8.488,11.2,20,0,120.4,115.3,136,96,2.3,4,45,0,100,10,47,31,25.16,58.15,70.48,55.5,54.91,25.62,62.13,240.4
188,50,53.88,54.1,50.1,50,75.46,75.6,78.16,78.1,76.99,59.96,53.57,54.01,30.35,13.19,191.4,-174.2,22.32,20.49,2.6,0.7644,34.78,2.257,1.558,269.7,141.7,6.4,1.4,43.6,38.8,80.1,85.9,3.6,49.6,5.9,145.8,65.7,47.1,40,39,6.56,6.147,11.04,20,0,120.9,115.6,135,95.4,2.5,4.1,45,0,100,10,47,31,29.96,58.19,70.52,55.54,54.95,25.67,62.4,240.9
190,50,53.84,53.9,50.1,50,75.46,75.6,78.12,78.1,76.95,59.92,53.53,53.97,29.74,13.13,190.4,-173.8,22.01,20.18,2.591,0.7615,34.72,2.229,1.578,268.4,141.2,6.2,1.4,43.8,39,79.5,85.9,3.3,49.6,6,145.8,66,47.1,39,38,7.533,7.204,11.2,20,0,121.5,115.6,137,97,2.7,3.9,45,0,100,10,47,31,29.75,58.19,70.52,55.5,54.87,25.54,62.19,240
192,50,53.8,53.8,50.06,50,75.46,75.4,78.16,78.1,77.03,59.92,53.53,53.93,30.24,12.68,191.6,-174,21.96,20.37,2.345,0.7597,34.7,2.225,1.58,268.7,140.9,6.2,1.9,43.8,39,79.8,86.4,3.4,49.6,6,145.4,66,47.4,39,38,5.588,5.256,11.2,20,0,121.7,116,138,98,2.5,3.8,45,0,100,10,47,31,24.55,58.19,70.56,55.5,54.83,24.6,56.27,240.2
194,50,53.76,53.8,49.98,49.8,75.5,75.6,78.16,78.3,77.03,59.88,53.49,53.85,29.48,12.56,190.1,-173.2,22.27,20.68,2.111,0.5213,34.79,2.251,1.562,266,141.3,6.2,1.7,43.8,39,79.8,86.4,3.4,49.5,5.9,145.8,66.3,47.6,39,38,9.426,9.094,11.2,20,0,122.2,116.2,136,95.7,2.5,3.8,45,0,100,10,47,31,29.35,58.19,70.77,55.42,54.79,23.95,50.67,237.1
196,50,53.72,53.8,49.98,49.8,75.54,75.7,78.16,78.3,77.07,59.88,53.45,53.85,29.29,12.21,192.3,-175.3,21.87,20.29,2.336,0.7571,34.79,2.21,1.591,268.5,140.3,6.4,1.2,43.6,38.8,79.5,85.9,3.7,49.5,5.9,145.8,65.7,47.4,39,38,8.701,8.448,11.2,20,0,122.2,116.4,138,97.9,2.6,3.8,45,0,100,10,47,31,29.15,58.19,70.77,55.38,54.79,23.3,56.06,240.2
198,49,53.72,53.8,49.94,49.8,75.5,74.1,78.24,77.6,77.11,59.92,53.45,53.85,30.77,12.71,193,-174.9,22.21,20.63,2.346,0.7605,36.29,2.152,1.634,269.4,141,6.6,1,43.2,38.3,78.6,84.4,2.1,49.5,6.3,145.8,67.2,46.1,39,38,6.208,5.739,11.2,20,0,122.5,116.7,136,96.2,3.8,4,80,50,100,50,48,31,40,58.23,70.81,55.75,54.71,24.25,54.08,240.6
200,49,58.06,58.9,50.88,50.1,70.79,70.8,75.7,76.4,73.88,67.25,57.38,58.48,54.59,20.33,73.69,-39.42,41.76,37.81,6.372,2.42,46.77,3.14,1.12,266.8,139.6,8,4,42.1,37.2,80.4,87.4,6.9,48.3,6.2,135,54.3,50.3,52,50,1.651,0.86,9.553,20,0,122.5,116.7,137,99.1,5.6,8.9,70,50,100,50,48,31,40,58.19,66.8,64.59,61.26,56.66,45.86,129.9
202,49,58.55,58.9,50.02,50.1,72.19,72.3,77.59,77.8,76,68.88,57.34,58.68,60.38,17.69,79.57,-36.89,49.98,42.88,7.858,0.7586,46.34,3.793,0.927,268.2,140.6,8.1,3.2,41.8,36.9,81,88.4,6.6,47.7,5.7,120.7,39.4,51.3,52,50,9.789,4.611,9.553,20,0,122,116.7,138.5,100.6,5.5,8.8,70,50,100,50,48,31,40,58.19,68.02,65.78,62.36,43.16,55.2,123.7
204,49,59.82,60.6,50.76,50.9,71.28,70.1,77.14,76.5,75.14,70.32,58.53,60.24,65.27,22.22,53.84,-10.79,53.16,45.57,10.03,2.44,48.91,3.822,0.9199,267.6,140.8,9.3,3.9,41.6,36.4,80.7,87.9,5.8,47.8,6.7,117.8,37.1,51.1,56,54,6.336,2.761,9.084,20,0,121.2,116.7,136,98.6,6.4,10,70,100,100,100,56,31,58,58.15,64.26,69.55,64.57,87.24,48.41,41.06
206,49,60.56,60.8,50.1,50,70.63,70.3,77.14,76.8,74.86,70.4,58.57,60.65,72.09,25.25,49.39,-2.549,60.93,49.34,12.11,0.5159,50.78,4.219,0.8334,265.8,139.9,9.1,4.3,41,36.1,81,88.9,6.6,47,5.8,113.3,32.6,52.6,56,54,11.54,4.553,9.084,20,0,120.2,116,138,100.4,6.7,10.7,70,100,100,100,56,31,62,57.98,63.81,70.98,65.93,104,57.51,0.307
208,49,60.6,60.8,50.1,50,70.47,70.3,77.01,76.8,74.69,70.32,58.57,60.73,72.6,25.72,48.52,-1.644,61.68,49.75,12.69,0.7606,51.05,4.249,0.8276,266,141,9,4.2,41,36.1,81,88.4,6.7,46.8,5.3,112.7,31.4,52.3,56,54,12.66,4.959,9.084,20,0,119.5,115.7,137,99.6,6.5,10.8,70,100,100,100,56,31,62,57.86,63.64,71.14,66.13,106.7,60.77,-6.722
210,49,60.56,60.8,50.02,50,70.47,70.1,77.06,77,74.74,70.36,58.57,60.69,73.25,25.79,48.65,-1.193,61.68,50.04,12.4,0.758,50.53,4.292,0.8191,266.7,140.5,8.8,4,41.2,36.3,81,88.4,6.9,46.8,5.3,112,31,51.3,56,54,9.873,3.834,9.084,20,0,118.5,115.1,136.5,101.4,6.9,10.8,70,100,100,100,56,31,58,57.74,63.81,71.06,66.09,101.9,59.88,-7.601
212,49,60.56,60.8,50.02,50.1,70.42,70.4,77.01,76.8,74.69,70.36,58.53,60.73,72.78,25.62,47.89,-0.733,62.32,50.31,13.02,1.008,50.56,4.334,0.8113,265,141.9,8.9,4.2,41.2,36.3,81,88.4,6.6,46.8,5.6,112,31.2,51.8,56,54,13.78,5.385,9.084,20,0,117.8,114.5,138.5,101.6,6.7,10.8,70,100,100,100,56,31,62,57.74,63.73,71.18,66.17,102.7,62.32,-13.4
214,49,60.56,60.8,50.02,50,70.42,70.3,77.01,76.8,74.69,70.32,58.53,60.73,73.1,25.74,48.56,-1.191,61.61,49.74,12.87,0.9961,50.57,4.283,0.8209,266.2,140.3,8.8,4.2,41.2,36.3,81,88.4,6.9,46.8,5.6,111.8,31,52,56,54,10.15,3.95,9.084,20,0,117.1,114,137,99.9,6.7,10.8,70,100,100,100,56,31,62,57.74,63.6,71.35,66.25,105.3,60.62,-6.466
216,49,60.84,61.1,50.18,50.1,70.47,70.3,77.1,77.1,74.74,70.36,58.57,60.97,73.54,26.18,48.54,-1.19,62.72,49.33,14.15,0.7618,51.57,4.276,0.8223,266.1,141.2,9.3,4.3,40.8,35.9,81.3,88.9,6.9,46.8,6,112,30.7,52.8,57,55,13.54,5.237,8.971,20,0,116.4,113.3,137,99.8,6.8,11,70,100,100,100,56,31,62,57.74,63.68,73.03,67.24,105.6,58.66,-4.304
218,49,61.05,61.1,50.14,50,70.63,70.6,77.34,77.3,74.9,70.52,58.69,61.18,74.56,27.13,48.61,-1.191,64.37,50.45,14.68,0.7643,52.21,4.335,0.8111,266.5,141.7,9.2,4,40.8,35.9,81.3,88.9,6.8,46.8,5.8,111.8,30.5,52.8,58,56,16.4,6.255,8.86,20,0,116,113.1,137,100.1,6.9,11.1,70,100,100,100,56,31,67,57.78,63.52,72.99,67.36,113.4,62.62,-10.07
220,49,60.97,61.1,50.1,50,70.71,70.6,77.47,77.3,74.98,70.6,58.69,61.1,75.4,27.73,48.87,-1.198,64.19,50.74,14.21,0.7646,51.72,4.363,0.8059,267.9,141.8,9,4,41,36.1,81.3,88.9,6.8,46.4,5.6,111.6,30.5,53,58,56,12.29,4.637,8.86,20,0,115.7,112.4,139,101.8,6.7,11.1,70,100,100,100,56,31,67,57.78,63.48,72.5,67.07,116.7,62.9,-10.26
222,49,60.8,60.9,49.94,49.8,70.67,70.6,77.38,77.3,74.9,70.48,58.57,60.93,74.28,27.49,48.89,-2.094,64.08,50.9,13.95,0.7634,51.62,4.365,0.8056,265.6,141.6,9.2,4.2,40.8,35.9,81.5,89.4,6.6,46.6,5.8,111.8,30.3,53,58,56,15.76,6.035,8.86,20,0,115.1,112.2,136.5,102.7,6.5,11,80,100,100,100,56,31,67,57.74,63.4,72.25,66.87,116.5,62.2,-10.91
224,49,60.68,60.8,49.86,49.8,70.59,70.4,77.3,77.1,74.86,70.44,58.49,60.81,74.67,27.17,49.14,-1.649,63.48,50.61,13.63,0.7598,51.11,4.367,0.8051,267,140.8,8.8,4.2,40.8,35.9,81.3,88.9,6.3,46.3,5.5,111.3,30.3,53,57,55,11.76,4.481,8.971,20,0,115.1,111.8,138,101.3,6.7,11,80,100,100,100,56,31,62,57.69,63.44,71.76,66.54,113.5,62.69,-7.965
226,49,60.6,60.8,49.69,49.6,70.55,70.4,77.3,77.1,74.9,70.44,58.45,60.69,75.26,26.77,49.69,-1.196,64.14,51.48,13.19,0.5207,51.09,4.414,0.7965,267.4,141.1,9.3,3.9,40.8,35.9,81,88.4,6.4,46.3,6,111.6,30.6,53,58,56,12.01,4.54,8.86,20,0,114.9,111.6,138.5,101.3,6.8,11.2,80,100,100,100,56,31,62,57.69,63.6,71.55,66.34,108.7,60.65,-9.637
