Time (minutes),TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
112,49,56.42,57.1,50.35,50.3,80.7,79.7,87.13,86.3,85.3,69.58,56.4,56.67,68.64,19.54,167.9,-118.8,54.38,54.16,2.476,2.258,57.89,3.303,1.065,256.4,214.8,7.2,6.2,43.1,38.2,92.5,109.2,6.7,48.5,5.4,130.1,37.6,70,65,62,7.731,3.203,8.219,20,0,123.2,116.4,162.8,124,6.6,6.8,30,0,100,38.45,49,56,36.28,58.35,73.92,57.8,57.29,30.11,59.43,173.7
114,49,58.26,60.2,51.17,51.6,75.34,73.1,83.07,81.3,81.12,72.69,58.49,59.05,81.52,20.56,88.83,-27.88,63.97,65.97,5.076,7.071,60.23,3.734,0.9415,252.9,216.3,9.6,8.3,42.1,37.2,89.6,103.7,7.3,48.7,6.9,124,34.6,66.8,70,67,-1.456,-0.5079,7.715,20,0,122.7,116,160.3,122.4,8.2,8.5,60.81,20.54,100,100,57,56,38.11,58.31,68.02,63.32,60.52,50.8,43.48,65.09
116,49,60.27,60.8,51.29,50.9,74.11,74.4,83.4,83.8,81,74.04,59.76,60.52,97.86,25.3,73.26,-0.699,80.33,75.72,6.869,2.256,69.47,4.066,0.8648,252.7,214.6,8.7,9.2,42.1,37.2,93,110.2,10.8,47.7,5.6,118.1,25.1,73,80,77,7.828,2.275,6.768,20,0,121.5,115.6,162.3,123.4,9.4,9.7,67.01,21.34,100,100,57,56,38.27,58.27,70.03,65.66,62.94,51.61,60.61,-8.464
118,49,60.6,60.8,50.84,50.8,75.22,75.4,85,85.1,82.6,75.19,59.84,60.73,103.4,25.4,78.32,-0.2688,87.55,80.72,7.99,1.161,72.45,4.249,0.8275,253.7,215.3,8.6,9.4,42,37.1,94.5,113.2,11,47.2,5.4,117.6,23.1,76.1,85,81,16.56,4.554,6.406,20,0,120.7,114.9,164.7,127.3,9.7,10.2,68.22,22.15,100,100,57,56,46.43,58.27,70.56,66.19,63.39,49.57,68.44,-7.791
120,49,60.8,61.1,50.92,50.8,75.67,75.7,85.61,85.6,83.13,75.68,60.12,60.97,104.7,26.14,78.37,0.1634,88.07,82.01,7.573,1.518,74.59,4.151,0.847,252.5,213.9,9.2,9.9,41.8,36.7,95.5,115.2,11.2,47,5.4,118.3,23,77.8,88,84,16.21,4.406,6.14,20,0,119.5,114.5,164.2,127,9.7,10.3,69.43,22.95,100,100,57,56,46.59,58.23,70.32,66.6,63.67,51.88,62.14,-11.73
122,49,60.97,61.1,50.8,50.4,75.83,75.7,86.06,86.1,83.37,75.84,60.21,61.06,107.5,28.24,79.09,0.1625,90.72,83.93,7.581,0.7892,76.74,4.157,0.8459,252.1,214.1,8.8,10,41.8,36.9,96,116.1,11.2,46.8,5,119,23,79.2,90,86,17.77,4.703,5.964,20,0,118.5,113.6,162.3,124.4,10.4,10.5,70.64,23.76,100,100,57,56,46.75,58.27,69.58,66.72,63.88,59.91,64,-15.43
124,49,60.89,60.9,50.68,50.4,75.95,75.7,86.31,86.3,83.54,75.93,60.12,61.01,110,29.43,80.87,-0.2701,91.19,84.39,7.956,1.157,76.99,4.165,0.8443,255,214.4,8.9,9.7,41.5,36.6,96,116.1,11.2,46.6,5.3,119,23.2,80.2,90,86,10.75,2.778,5.964,20,0,117.8,113.3,164.7,127.8,10.4,10.5,71.85,24.56,100,100,57,56,46.91,58.23,69.46,66.68,63.76,62.9,65.29,-11.11
126,49,60.76,60.9,50.51,50.4,75.87,75.9,86.31,86.1,83.58,75.89,60,60.93,110.1,28.78,81.12,0.1631,91.83,85.01,8.346,1.526,76.82,4.203,0.8366,253,215,9,9.6,41.3,36.4,95.7,115.6,11.2,46.6,5.6,119,23.2,79.7,90,86,12.71,3.285,5.964,20,0,117.1,112.7,162.3,125.1,10.2,10.6,73.05,25.37,100,100,57,56,51.07,58.23,69.25,66.68,63.76,62.64,68.49,-12.13
128,49,60.72,60.6,50.43,50.3,75.87,75.9,86.39,86.1,83.54,75.84,59.92,60.85,110.9,30.07,81.1,-0.2686,92.11,84.93,8.339,1.159,77.37,4.186,0.8399,253,214.8,9.1,9.6,41.2,36.3,95.7,115.6,10.8,46.3,5.3,119,23.5,80.3,90,86,11.31,2.901,5.964,20,0,116.9,112.2,164.2,127.6,10.4,10.5,74.26,26.17,100,100,57,56,51.23,58.23,69.01,66.56,63.67,66.94,69.4,-11.95
130,49,60.68,60.8,50.31,50.1,75.91,75.9,86.39,86.1,83.62,75.89,59.88,60.85,110.5,29.21,81.54,-0.268,93.11,85.91,8.731,1.53,77.51,4.224,0.8325,253,215.4,9.1,9.9,41.2,36.3,96,116.1,11.1,46.3,5.1,119.2,23.2,79.8,91,87,16.43,4.23,5.877,20,0,116.7,112,164.2,127.1,10.4,10.5,75.47,26.98,100,100,57,56,51.4,58.19,69.29,66.52,63.63,63.11,72.66,-13.55
132,49,60.68,60.8,50.31,50.1,75.87,75.7,86.35,86,83.54,75.8,59.84,60.77,111.5,29.91,82.29,-0.7068,93.06,85.49,8.357,0.7941,77.4,4.227,0.8318,255.3,215.3,9.1,10.1,41,36.3,96,116.1,10.9,46.3,5.1,119.2,23.2,80.3,90,86,12.55,3.202,5.964,20,0,116.2,111.6,162.8,126.1,10.3,10.5,76.68,27.79,100,100,57,56,47.56,58.23,69.13,66.6,63.59,65.84,66.71,-9.924
134,49,60.64,60.6,50.31,50.1,75.87,75.7,86.39,86,83.54,75.84,59.8,60.81,110.9,30.06,81.07,-0.2685,92.85,85.27,9.109,1.531,77.69,4.202,0.8368,252.9,215.7,8.8,10.1,41.3,36.4,96.2,116.6,11.3,46.3,5,119.2,22.8,80.3,91,87,14.36,3.684,5.877,20,0,116,111.3,164.7,127.5,10.2,10.5,77.89,28.59,100,100,57,56,47.72,58.19,69.13,66.64,63.67,65.91,73.71,-13.1
136,49,60.68,60.8,50.31,50.3,75.87,75.9,86.39,86.1,83.58,75.89,59.84,60.81,110.9,29.63,81.08,0.1631,93.75,86.13,8.79,1.171,77.41,4.258,0.8257,252.9,216.9,9.1,9.9,41,36.1,96,116.1,11.1,46.3,5.1,119.2,23,79.8,90,86,17.18,4.408,5.964,20,0,115.7,110.9,162.8,125.7,10.2,10.7,79.09,29.4,100,100,57,56,51.88,58.23,69.17,66.72,63.71,64.98,70.16,-15.73
138,49,60.64,60.8,50.35,50.3,75.87,76,86.35,86,83.54,75.8,59.84,60.81,109.5,29.39,80.85,-0.6944,92.15,84.96,8.709,1.525,68.61,4.722,0.7446,250.9,214.9,9,7.5,41.3,36.4,93.5,111.2,8.8,46.6,5.3,119.2,25.5,75.4,73,70,7.459,1.937,7.424,20,0,115.6,110.9,159.8,122.7,9.8,10.5,80,0,100,67.93,49.79,56,54,58.19,69.25,66.76,63.76,63.73,69.51,-12.77
140,49,60.76,61.1,52.6,52.8,75.46,75.6,83.81,83.5,81.29,73.02,60.08,60.93,88.72,26.82,87.83,-25.94,73.66,67.53,7.669,1.538,61.08,4.24,0.8292,255,216.6,10.4,7.7,42.3,37.4,91.2,106.7,8.7,49,6.7,120.2,28.5,68.7,70,67,8.137,2.609,7.715,20,0,115.1,110.5,163.8,125.9,7.8,8.2,60,0,100,55.52,48.55,56,50,58.19,68.52,66.19,63.59,62.32,70.87,58.93
142,49,59.78,59.1,51.62,51.2,76.07,75.9,84.26,84.2,81.33,71.14,58.81,59.66,86.14,30.88,107.2,-51.97,72.77,64.16,7.577,-1.036,61.18,4.182,0.8407,252.5,214,8.8,7.3,42.3,37.4,91.5,107.2,8.5,48.2,6.1,119.7,28.2,69.3,70,67,14.17,4.678,7.715,20,0,115.1,110.3,163.8,125.4,8.2,8.2,75,0,100,43.1,47.31,56,54,58.27,66.59,65.29,62.45,89.03,63.96,101.4
144,50,57.57,56.9,50.47,50.1,76.85,76.8,84.02,83.7,81.25,67.9,56.48,57.41,75.84,29.33,141.3,-94.76,63.64,53.88,8.354,-1.409,55.93,4.001,0.8788,254.1,215.2,7.4,5.8,42.3,37.7,89.9,104.2,7.4,47.7,5.1,120.7,30.8,66.2,64,61,13.07,4.901,8.323,20,0,114.9,110.3,161.3,122.8,6.9,6.9,80,0,100,32,47,56,55,58.23,66.8,63.49,60.56,82.14,68.55,157.2
146,50,56.59,56.9,50.55,50.8,76.03,75.9,82.34,81.8,80.06,66.84,55.78,56.8,66.65,24.1,139.8,-97.24,54.17,46.97,9.101,1.898,51.3,3.713,0.947,253.8,215.5,8.6,5.6,42,37.1,87.2,99.8,6,48.2,6.3,122.2,35.3,62.6,58,56,7.425,3.168,8.86,20,0,114.7,110.1,159.3,120.9,6.1,6.3,75,0,100,32,47,56,42,58.19,67.57,62.87,59.87,61.61,72.65,168.5
148,50,56.79,56.9,50.63,50.6,76.2,76.2,82.5,82.3,80.3,67.04,55.99,56.96,66.55,23.2,140,-96.67,54.69,47.57,8.641,1.514,51.79,3.713,0.9469,253.4,213.2,8.5,5.1,42.1,37.2,87.4,99.8,6.9,48.3,6.2,122.7,35,63.1,58,56,10.08,4.309,8.86,20,0,114.9,109.8,158.8,120.8,6.1,6.3,75,0,100,32,47,56,48,58.19,68.72,63,60.03,52.85,69.93,167.3
150,50,56.75,56.9,50.63,50.4,76.2,76.2,82.5,82.5,80.34,67,55.99,56.96,66.82,22.86,141.4,-97.49,54.74,47.93,8.707,1.892,51.77,3.718,0.9457,254.4,214.8,8.3,5.2,42.3,37.4,87.7,100.3,6.9,48.2,6.1,123,35,62.9,58,56,9.319,3.967,8.86,20,0,114.7,109.8,160.3,122.3,6.3,6.3,80,0,100,32,47,56,48,58.19,68.84,63.08,60.07,51.47,69.5,168.2
152,50,56.75,56.9,50.59,50.4,76.24,76.4,82.54,82.3,80.34,67.04,55.95,56.92,67.02,23.36,141.4,-97.78,55.41,48.19,8.754,1.533,51.9,3.754,0.9366,255.1,216,8.5,5.4,42.1,37.2,87.7,100.3,6.2,48.3,6,122.7,34.8,63.1,59,57,11.09,4.707,8.75,20,0,114.9,110.1,159.3,121.4,5.9,6.3,80,0,100,32,47,56,48,58.19,68.64,63.08,60.07,53.64,69.88,168.2
154,50,56.71,56.9,50.51,50.6,76.24,76,82.54,82.3,80.3,66.96,55.91,56.88,66.59,23.64,141,-98.02,55.63,48.43,8.732,1.53,51.98,3.763,0.9344,253.5,215.4,8.3,5.1,42.1,37.2,87.4,99.8,6.6,48.3,6,122.5,35.3,62.9,59,57,13.46,5.751,8.75,20,0,114.9,110.1,162.3,124.1,6.3,6.3,75,0,100,32,47,56,42,58.19,68.39,63.08,60.03,55.59,68.77,166.4
156,50,56.67,56.8,50.51,50.4,76.24,76.2,82.54,82.5,80.3,66.92,55.82,56.84,66.76,23.7,141.7,-98.7,55.19,47.64,9.088,1.528,51.92,3.738,0.9407,254.2,215.2,8.3,5.2,42.1,37.2,87.4,99.8,6.6,48.2,6.1,122.7,35.3,62.9,59,57,11.27,4.803,8.75,20,0,114.7,110.1,158.8,121.1,6.3,6.4,80,0,100,32,47,56,48,58.19,68.52,63.08,60.03,55.07,71.56,168.7
158,50,56.55,56.6,50.43,50.3,76.2,76,82.54,82.3,80.3,66.8,55.74,56.67,67.57,23.84,143.9,-100.1,54.54,47.38,8.308,1.154,51.87,3.696,0.9512,255.6,214,8.3,4.9,42.1,37.2,88,99.8,7,48,5.9,122.7,34.7,62.6,58,57,6.044,2.544,8.75,20,0,114.9,110.1,161.3,122.8,6.3,6.2,80,0,100,32,47,56,42,58.19,68.43,62.91,59.91,55.82,66.32,171.4
160,50,56.46,56.6,50.31,50.3,76.24,76.2,82.5,82.3,80.34,66.71,55.66,56.63,66.54,22.91,144.8,-101.2,55.37,48.16,8.748,1.532,51.82,3.757,0.9359,255,215.9,8.1,5.4,42.3,37.4,87.7,100.3,6.4,48,5.9,122.5,35.1,62.6,58,56,12.55,5.365,8.86,20,0,114.9,110.3,161.8,123.8,6.3,6.2,80,0,100,32,47,56,48,58.19,68.39,62.83,59.78,53.87,68.89,170.2
162,50,56.42,56.6,50.27,50.3,76.2,76.4,82.5,82.3,80.34,66.71,55.66,56.63,67.05,22.94,145,-100.9,55.07,48.26,8.7,1.89,51.89,3.731,0.9422,255.3,214.7,8.3,5.4,42,37.1,87.7,100.3,6.7,48,6,122.5,35,62.6,58,56,9.749,4.135,8.86,20,0,114.9,110.1,160.3,121.8,6.1,6.3,80,0,100,32,47,56,48,58.23,68.43,63.36,59.91,53.93,60.4,170.3
164,50,56.55,56.8,50.39,50.4,76.28,76.4,82.58,82.5,80.34,66.75,55.7,56.72,66.62,23.66,143.6,-100.7,54.91,47.39,9.041,1.52,51.91,3.719,0.9454,253.6,214.1,8.3,5.2,42.1,37.2,87.7,100.3,6.7,48.2,5.9,122.7,35,63.1,59,57,10.74,4.586,8.75,20,0,114.9,110.1,162.3,124.3,6.1,6.4,80,0,100,32,47,56,48,58.19,68.68,63.57,60.19,54.1,64.29,169.9
166,50,56.63,56.8,50.43,50.4,76.28,76.2,82.54,82.3,80.34,66.84,55.74,56.8,66.42,23.3,143.3,-100.1,55.35,47.45,9.418,1.522,51.82,3.755,0.9363,254.5,214.3,8.3,5.7,42.1,37.2,88,100.8,6.7,48.2,6.1,122.7,34.7,62.9,59,57,12.9,5.522,8.75,20,0,115.1,110.3,161.3,122.8,5.9,6.4,80,0,100,32,47,56,48,58.19,68.43,63.36,60.15,54.57,70.38,170.2
168,50,56.63,56.8,50.51,51.4,76.36,77.9,82.34,80.8,80.3,66.75,55.74,56.72,63.7,21.68,144.4,-102.4,54.88,46.95,8.729,0.7945,36.77,5.248,0.6699,255.8,215.4,7.1,3.2,44.8,40,83.8,93.3,2.8,49,4.2,122.7,39.2,54,43,41,5.739,2.562,10.74,20,0,114.9,110.1,159.3,117.9,2.9,4.9,35,0,100,10,47,56,41.97,58.23,68.39,62.67,60.07,51.18,80.66,172.7
170,50,55.32,54.7,51.94,51.6,77.55,77.5,81.23,81,79.28,61.15,54.84,55.28,39.01,20.67,192.1,-173.7,30.28,26.01,3.954,-0.3088,38.97,2.732,1.287,254.2,215.5,8.1,3,43.5,38.7,84,93.8,4,50.4,6.9,134.1,50.1,55.1,45,43,8.258,6.021,10.46,20,0,114.9,110.3,159.3,119.7,3.5,3.1,35,0,100,10,47,56,41.77,58.23,68.8,56.85,56.47,46.91,94.89,219.8
172,50,53.92,53.4,50.63,50.3,77.22,77,80.82,80.5,78.91,59.71,53.53,53.85,38.07,20.2,203,-185.1,29.29,25.8,2.827,-0.6703,38.8,2.655,1.324,253.7,213.7,6.8,3,43.3,38.5,83.5,92.8,3.7,49.6,6.1,138.7,55.2,53.6,45,43,7.934,5.927,10.46,20,0,115.6,110.5,162.3,122.8,3.5,3.3,45,0,100,10,47,56,41.56,58.23,68.6,55.3,54.71,46.75,67.86,221.5
174,50,52.82,53,50.18,50.4,76.24,75.6,79.23,78.3,77.85,58.77,52.63,53.11,31.86,14.7,203.5,-186.3,23.75,22.06,4.338,2.643,35.06,2.382,1.476,256,216.3,7,2.7,43.3,38.5,81,88.4,2.2,49.8,6.5,141,60.3,50.1,40,39,6.556,5.853,11.04,20,0,116.2,110.5,156.3,118.7,2.7,2.7,45,0,100,10,47,56,24.36,58.27,68.27,54.56,53.89,35.28,104.1,228.2
176,50,53.02,53.2,50.35,50.3,75.79,75.7,78.73,78.6,77.36,58.73,52.88,53.24,31.3,14.65,197.9,-181.2,23.8,22.49,3.188,1.879,35.44,2.361,1.489,255,213.4,6.6,2.4,43.8,39,81,88.4,3.4,50,6.4,144.3,63.7,50.1,40,39,9.06,8.233,11.04,20,0,116.9,111.1,156.3,116.3,2.7,2.9,45,0,100,10,47,56,24.16,58.27,70.24,54.68,54.05,29.37,76.51,226
178,50,53.02,53.2,50.31,50.1,75.87,75.9,78.86,78.7,77.6,58.73,52.88,53.19,31.8,13.37,200.9,-182.5,24.35,23.03,2.846,1.527,35.58,2.406,1.461,255.5,215.1,6.3,2.6,43.8,39,81.3,88.9,3.7,49.8,6,145.1,63.8,49.4,40,39,9.379,8.388,11.04,20,0,117.6,111.8,159.3,119,2.8,3.1,45,0,100,10,47,56,27.96,58.27,70.07,54.64,54.05,27.18,68.31,226.2
180,50,52.9,53,50.22,50.3,75.87,75.7,78.82,78.7,77.64,58.69,52.75,53.15,31.3,12.47,201.4,-182.5,23.89,22.57,3.566,2.252,35.59,2.36,1.49,255,214.2,6.5,2.6,43.8,39,81.3,88.9,3.8,49.8,6,145.1,64.1,49.9,40,39,9.526,8.656,11.04,20,0,118.3,112,159.3,119,2.8,2.7,45,0,100,10,47,56,23.76,58.27,70.36,54.6,53.97,24.75,85.58,226.4
182,50,52.9,52.8,50.18,50.1,75.83,75.9,78.78,78.7,77.56,58.69,52.71,53.11,31.29,12.9,200.4,-182,24.28,22.6,3.57,1.889,35.59,2.399,1.466,254.9,214.5,6.5,2.1,43.8,39,81,88.4,3.8,49.8,6,145.4,63.8,49.4,40,39,10.97,9.969,11.04,20,0,118.8,112.7,156.3,116,3.2,2.5,45,0,100,10,47,56,27.56,58.27,70.07,54.56,53.89,26.23,85.67,226.1
184,50,52.82,53,50.1,50.1,75.83,75.7,78.73,78.7,77.48,58.61,52.67,53.07,30.76,13.3,199.8,-182.3,24.28,22.96,3.568,2.253,35.54,2.402,1.464,254.1,214.4,6.2,2.8,43.8,39,81.5,89.4,3.7,49.8,6,145.4,64.4,49.4,40,39,12.74,11.78,11.04,20,0,119.5,113.3,159.3,119.5,2.8,3,45,0,100,10,47,56,23.36,58.27,70.03,54.52,53.85,27.13,85.63,224.9
186,50,52.78,52.8,50.1,50.1,75.87,75.9,78.78,78.7,77.56,58.61,52.59,53.03,30.83,12.89,201.1,-183.2,23.82,22.15,3.92,2.246,35.59,2.353,1.494,254.7,213.6,6,2.8,44,39.2,81.5,89.4,4,49.8,6.2,145.4,63.6,50.1,40,39,10.93,10.09,11.04,20,0,119.7,113.6,158.3,119.8,2.8,2.7,45,0,100,10,47,56,27.16,58.27,70.11,54.52,53.85,26.12,94.09,226.7
188,50,52.74,52.8,50.1,50.1,75.91,75.9,78.86,78.7,77.64,58.57,52.59,52.95,31.05,12.8,201,-182.8,23.68,22.36,3.222,1.899,35.59,2.339,1.503,252.9,215.7,6.3,2.6,43.8,39,81.3,88.9,3.8,49.6,5.6,145.1,64.1,50.2,40,39,9.692,8.878,11.04,20,0,120.4,114,156.8,116.7,2.8,2.7,45,0,100,10,47,56,26.96,58.27,70.36,54.48,53.77,25.41,77.33,224.8
190,50,52.74,52.7,50.1,50.1,75.87,75.9,78.78,78.7,77.6,58.52,52.55,52.95,30.81,12.45,202.3,-183.9,23.67,21.98,3.588,1.898,35.57,2.34,1.503,254.5,215.6,6,2.8,44,39.2,81.5,89.4,3.8,49.6,5.8,145.8,64.1,50.4,40,39,10.47,9.668,11.04,20,0,120.7,114.2,156.3,115.8,2.8,2.7,45,0,100,10,47,56,26.75,58.31,70.28,54.48,53.77,24.96,86.11,226.9
192,50,52.7,52.8,50.1,50.1,75.95,76,78.78,78.9,77.64,58.57,52.59,52.95,29.88,11.99,201.9,-184,23,22.06,3.178,2.237,35.55,2.275,1.546,254,212.8,6.2,2.6,43.8,39,81.5,89.4,4,49.6,6,145.4,63.9,50.4,40,39,11.35,10.8,11.04,20,0,120.7,114.7,159.3,117.2,3,3,45,0,100,10,47,56,26.55,58.27,70.4,54.44,53.77,23.72,76.28,226.2
194,50,52.74,52.8,50.1,50,75.95,75.9,78.82,78.9,77.64,58.57,52.51,52.95,30.49,12.49,203,-185,23.49,21.45,3.925,1.884,35.52,2.325,1.512,255.4,213.9,6.1,2.6,44,39.2,81.5,89.4,4.2,49.8,6,145.8,63.6,50.2,40,39,10.92,10.18,11.04,20,0,121.2,114.9,159.8,119.5,3,2.7,45,0,100,10,47,56,26.35,58.31,70.28,54.44,53.77,25.05,94.2,228.5
196,50,52.74,52.8,50.1,50,75.95,76,78.82,78.7,77.64,58.52,52.55,52.95,30.47,12.49,203.4,-185.4,23.7,22.01,3.592,1.9,35.53,2.345,1.499,255.3,215.8,6.2,2.3,43.8,39,81,88.4,3.8,49.8,6,145.4,64.4,49.4,42,40,11.71,10.93,10.89,20,0,121.5,115.1,159.3,119.5,2.8,2.8,45,0,100,10,47,56,26.15,58.27,70.36,54.44,53.77,24.79,86.2,227.7
198,49,52.74,52.8,50.06,50,75.87,74.9,78.82,78.3,77.64,58.57,52.55,52.99,31.37,12.5,203.2,-184.3,23.87,22.19,3.927,2.25,38.61,2.173,1.618,255.6,214,6.9,2.7,43.2,38.3,81,88.4,3.2,49.6,6.8,145.4,64.8,49.6,43,41,12.21,11.06,10.74,20,0,122,115.3,156.8,119.8,3.6,3,80,50,100,27.76,48,56,43,58.31,70.32,54.97,53.77,24.98,78.21,227.7
200,49,55.32,56.3,50.55,50.3,72.39,72,77.67,78.3,75.84,64.34,54.88,55.94,56.06,19.42,122.1,-85.47,42.69,38.8,9.45,5.562,49.21,3.05,1.153,254.8,215.1,8,5.2,42.4,37.5,83.5,92.8,7,48.7,6.3,135,51.2,54.6,54,52,2.206,1.119,9.315,20,0,121.7,115.6,159.3,120.8,6.3,6,80,50,100,44.31,48,56,38,58.27,67.37,63.16,59.21,51.2,57.44,173.8
202,49,57.28,58.3,50.8,50.8,72.19,72,78.9,79.5,77.11,68.23,56.6,57.74,70.17,18.69,92.83,-41.35,57.92,51.85,10.15,4.082,54.15,3.761,0.9349,250.9,214.4,8.8,6.8,42,37.1,86.3,97.8,8.8,48.5,6.5,122,35.7,59.6,63,60,11.08,4.491,8.428,20,0,121.2,115.6,160.3,122.6,7.5,7.5,80,50,100,60.86,48,56,38,58.27,67.98,65.08,61.3,46.16,64.37,110.7
204,49,59.04,59.9,50.96,50.8,71.45,70.8,79.64,79.5,77.15,70.85,58.16,59.42,86.59,26.27,66.65,-6.331,72.39,64.47,11.28,3.36,61.7,4.125,0.8524,253.8,215,9.2,8.2,41.6,36.7,87.4,100.3,8.8,47.7,6.2,116.7,29.3,63.6,72,69,11.8,3.876,7.52,20,0,120.2,115.1,162.3,125.2,8.7,9.1,80,100,100,100,56,56,73,58.31,64.18,69.01,63.76,107.5,51.49,8.283
206,49,59.41,59.4,50.47,50.3,71.04,70.8,79.92,80,77.03,70.89,58.04,59.5,93.83,30.56,64.83,-1.566,80.23,67.89,13.14,0.7939,63.06,4.474,0.7859,253.5,215.4,8.8,7.7,41.5,36.6,87.7,100.3,9.4,47,5.8,114.7,26.4,64,72,69,15.25,4.623,7.52,20,0,119.5,114.7,157.3,119.7,9.4,9.1,80,100,100,100,56,56,73,58.27,63.15,69.51,64.33,150.2,60.9,-11.95
208,49,59.25,59.4,50.18,50.1,70.92,70.8,79.92,79.7,77.03,70.85,57.87,59.38,94.8,30.46,65.04,-0.6987,81.01,68.71,13.45,1.157,62.72,4.541,0.7743,252.6,214.5,9.1,8.6,41,36.1,88.3,101.3,9.1,46.8,5.8,114,26.2,65.4,73,70,14.23,4.27,7.424,20,0,118.3,114.2,160.8,123.6,8.9,9.3,80,100,100,100,56,56,73,58.19,63.07,69.18,64.25,149.7,65.47,-14.27
210,49,59.12,59.1,50.06,49.8,70.83,70.6,79.84,79.7,76.99,70.77,57.79,59.25,95.12,30.13,65.69,-0.7011,81.36,69.38,13.14,1.162,62.81,4.554,0.772,253.5,215.4,9,8,41,36.1,87.7,100.3,9,46.6,5.8,113.8,26.1,64.2,73,70,14.44,4.318,7.424,20,0,117.4,113.6,161.8,124.2,8.9,9.3,85,100,100,100,56,56,73,58.19,63.03,69.01,64.08,149.3,63.97,-14.23
212,49,58.96,59.1,49.94,50,70.75,70.4,79.76,79.5,76.86,70.64,57.63,59.13,95.21,30.59,65.76,-1.134,80.71,68.77,13.46,1.524,62.51,4.539,0.7746,253.7,214.7,9,8.2,40.8,35.8,87.7,100.3,9,46.4,5.6,113.6,26.1,64.5,73,70,11.52,3.44,7.424,20,0,116.7,112.9,161.3,124.9,8.9,9.1,80,100,100,100,56,56,73,58.15,62.99,68.77,63.88,151.6,66.07,-11.62
214,49,58.96,59.4,49.94,50,70.67,70.6,79.64,79.5,76.74,70.6,57.59,59.21,94.39,30.47,64.63,-0.6982,81.3,68.9,14.67,2.273,62.67,4.561,0.7708,252.7,216.3,9.2,8.5,40.8,35.8,88,100.8,8.7,46.4,5.6,113.3,25.6,64.2,73,70,16.63,5.01,7.424,20,0,116,112.4,159.8,123.1,9.1,9.4,80,100,100,100,56,56,73,58.15,62.95,70.28,64.57,152.2,61.66,-16.73
216,49,59.17,59.4,50.14,50.3,70.71,70.6,79.72,79.5,76.78,70.64,57.75,59.42,95.61,31.15,65.17,-0.7053,81.27,68.51,15.03,2.272,63.25,4.518,0.7782,254.8,216.2,9.3,8.3,40.8,35.9,87.7,100.8,9,46.6,5.8,113.6,26.1,65.2,73,70,12.8,3.808,7.424,20,0,115.6,111.8,158.3,121.7,8.9,9.3,80,100,100,100,56,56,73,58.15,62.95,70.16,64.7,155.7,66.02,-13.07
218,49,59.25,59.4,50.14,50.1,70.83,70.6,79.8,79.9,76.95,70.77,57.83,59.46,94.68,30.13,65.26,-0.701,81.64,68.94,14.6,1.896,63.53,4.518,0.7782,253.5,215.2,9.3,8.1,40.8,35.8,88,100.8,9.3,46.6,5.8,113.6,25.6,65.4,74,71,17.69,5.314,7.328,20,0,115.1,111.3,159.3,122.9,9.1,9.3,80,100,100,100,56,56,73,58.1,62.99,69.79,64.57,148,67.14,-14.31
220,49,59.17,59.3,50.1,50,70.83,70.8,79.88,79.7,76.91,70.77,57.79,59.34,95.21,31.31,64.59,-0.6985,81.3,68.96,13.87,1.529,63.42,4.507,0.78,252.6,215.3,9.4,8.3,40.6,35.6,88,100.8,9.1,46.6,5.8,113.6,25.8,65.4,74,71,14.54,4.342,7.328,20,0,114.5,110.9,158.8,122.5,9.1,9.3,80,100,100,100,56,56,73,58.1,62.95,69.59,64.37,155.2,63.78,-17.09
222,49,59.08,59.3,50.06,50,70.83,70.8,79.8,79.7,76.91,70.73,57.71,59.29,95.25,30.74,65.65,-1.14,80.47,68.2,14.15,1.885,63.09,4.485,0.784,255,214.1,9.2,8,40.8,35.8,87.7,100.3,9.3,46.4,5.6,113.6,26.1,64.9,74,71,11.13,3.324,7.328,20,0,114,110.5,159.8,124.7,9.1,9.3,80,100,100,100,56,56,73,58.06,62.95,69.38,64.25,151.1,66.14,-9.925
224,49,59,59.3,49.94,49.8,70.75,70.6,79.8,79.5,76.91,70.73,57.67,59.17,96.04,30.72,65.6,-0.2692,81,69.08,13.45,1.523,62.91,4.527,0.7767,254.8,214.5,9.2,8.2,40.8,35.8,87.7,100.3,9.1,46.4,5.6,113.6,25.6,64.4,74,71,10.02,2.969,7.328,20,0,113.8,110.1,162.8,125.9,8.9,9.5,85,100,100,100,56,56,73,58.1,62.95,69.22,64.17,152.2,63.87,-13.51
