Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance,Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
1.48E+04,50,55.56,55.8,50.06,50,64.73,64.5,72.1,71.8,70.27,64.63,55.29,55.73,58.57,14.54,44.89,-0.8523,49.51,47.08,3.964,1.534,41.92,4.153,0.8466,190.8,216,8.2,3.7,41.8,36.9,75.7,79.9,7.8,48.3,6.5,114.2,38.8,43,48,46,10.06,4.883,10.06,20,0,113.6,110.1,128,90,7.5,5.8,50,0,100,80,55,56,45,55.81,63.32,57.71,56.8,46.49,95.14,-9.329
1.48E+04,50,55.56,55.6,50.02,50,64.73,64.7,72.1,71.8,70.27,64.63,55.29,55.69,58.18,14.44,44.59,-0.8466,49.42,47.01,3.562,1.155,41.94,4.143,0.8487,189.5,214,8,3.9,42.1,37.2,75.7,79.9,7.9,48.3,6.3,114.5,38.8,42.8,49,47,11.11,5.43,9.926,20,0,113.3,110.1,128,90.1,7.3,5.6,50,0,100,80,55,56,45,55.81,63.32,57.71,56.8,46.19,85.49,-10.28
1.48E+04,50,55.56,55.6,50.02,50,64.69,64.5,72.1,71.8,70.27,64.63,55.25,55.73,58.65,14.48,44.69,-0.5249,49.66,46.87,4.313,1.527,41.91,4.166,0.8439,190,215,8,3.5,42,37.1,75.3,79.4,7.5,48.3,6.5,114.5,39.2,42.8,48,46,10.31,5.002,10.06,20,0,113.3,110.3,130,90.6,7.1,5.6,50,0,100,80,55,56,45,55.81,63.32,57.71,56.75,46.29,103.5,-9.263
1.48E+04,50,55.52,55.6,50.02,50,64.73,64.7,72.06,71.7,70.27,64.58,55.25,55.69,57.8,14.1,44.86,-1.169,49.18,46.77,3.938,1.524,41.88,4.129,0.8515,189.3,214.6,7.9,3.6,42.1,37.2,75.3,79.4,7.4,48.3,6.3,114.5,39.2,42.8,49,47,11.58,5.699,9.926,20,0,113.6,110.1,127,88.8,7.2,5.6,50,0,100,80,55,56,45,55.81,63.32,57.71,56.75,45.1,94.5,-8.034
1.48E+04,50,55.52,55.8,50.02,50,64.73,64.7,72.06,71.7,70.27,64.58,55.29,55.69,57.52,14.04,44.65,-1.164,49.41,47.35,3.588,1.531,41.9,4.146,0.8481,188.4,215.5,8.1,3.6,42.1,37.1,75.3,79.4,7.4,48.2,6.3,114.5,38.9,42.3,49,47,13.38,6.614,9.926,20,0,113.6,110.3,130,92.1,7.2,5.7,50,0,100,80,55,56,45,55.77,63.32,57.71,56.75,44.64,86.11,-11.4
1.49E+04,50,55.52,55.6,50.02,50.1,64.73,64.5,72.06,71.8,70.27,64.63,55.29,55.73,57.98,14.15,44.68,-0.8483,49.69,47.62,3.978,1.909,41.87,4.173,0.8426,189.9,216.8,8.3,3.5,41.8,36.9,75.3,79.4,7.9,48.3,6.3,114.2,38.9,42.2,48,46,12.75,6.254,10.06,20,0,113.6,110.1,127.5,89.6,7.3,5.5,50,0,100,80,55,56,45,55.81,63.32,57.71,56.8,45.24,95.48,-12.52
1.49E+04,50,55.52,55.6,50.02,50,64.73,64.7,72.06,71.8,70.27,64.63,55.25,55.69,57.82,14.11,44.55,-0.8459,49.67,47.23,3.977,1.539,41.85,4.173,0.8425,189.4,216.7,8,3.5,42,37.1,75.3,79.4,7.4,48.3,6.2,114.2,38.9,42.3,49,47,13.21,6.5,9.926,20,0,113.6,110.1,129.5,91.6,7.3,5.6,50,0,100,80,55,56,45,55.81,63.32,57.71,56.75,45.12,95.44,-11.39
1.49E+04,50,55.52,55.6,49.98,50,64.69,64.7,72.06,71.8,70.23,64.58,55.25,55.69,58.05,14.41,44.49,-0.8456,49.67,47.25,3.947,1.527,41.9,4.168,0.8436,189.1,215.1,8.1,3.9,42,37.1,76,80.4,8.1,48.2,6.3,114.2,38.2,42.7,49,47,12.42,6.084,9.926,20,0,113.3,110.3,129,91,7.3,5.5,50,0,100,80,55,56,45,55.77,63.32,57.71,56.75,45.83,94.73,-11.73
1.49E+04,50,55.52,55.8,49.98,50.1,64.69,64.7,72.06,71.8,70.27,64.63,55.25,55.69,58.19,14.12,44.59,-0.5237,49.58,47.17,3.94,1.525,41.88,4.163,0.8446,189.5,214.7,7.9,3.5,42.1,37.2,75.3,79.4,8.2,48.3,6.5,114.5,38.9,42.3,49,47,11.6,5.67,9.926,20,0,113.6,109.8,127,89.1,7.3,5.8,50,0,100,80,55,56,45,55.81,63.32,57.67,56.75,45.16,94.57,-10.93
1.49E+04,50,55.56,55.6,50.02,49.8,64.73,64.5,72.06,71.7,70.27,64.63,55.25,55.69,58.39,14.25,45,-0.8544,49.72,46.93,3.951,1.162,41.87,4.175,0.8421,191.3,215.3,8,4,42,37.1,75.7,79.9,7.9,48.3,6.3,114.2,38.8,42.3,49,47,11.39,5.546,9.926,20,0,113.6,109.8,130,92,7.2,5.6,50,0,100,80,55,56,45,55.81,63.32,57.71,56.8,45.57,94.83,-8.22
1.49E+04,50,55.52,55.8,50.02,50,64.73,64.7,72.06,71.8,70.27,64.63,55.29,55.73,57.71,14.08,44.48,-0.8444,49.79,47.71,3.986,1.913,41.89,4.178,0.8415,189,217.2,8,3.6,42,37.1,75.7,79.9,7.8,48.3,6.3,114.2,38.5,42.3,49,47,14.02,6.908,9.926,20,0,113.3,110.3,128,89.8,7.3,5.8,50,0,100,80,55,56,45,55.81,63.32,57.67,56.71,45.04,95.66,-13.76
1.49E+04,50,55.56,55.6,49.98,50,64.73,64.7,72.02,71.8,70.27,64.63,55.25,55.65,57.91,13.88,44.87,-0.852,50.29,47.49,3.599,0.7975,41.85,4.226,0.832,190.7,216.2,7.8,3.5,42,37.1,75.3,79.4,7.8,48.2,6.4,114.5,38.9,42.3,49,47,15.09,7.41,9.926,20,0,113.6,110.1,128,89.8,7.1,5.6,50,0,100,80,55,56,45,55.81,63.32,57.67,56.71,44.4,86.37,-11.13
1.49E+04,50,55.52,55.6,49.98,50.1,64.69,64.7,72.06,71.8,70.27,64.58,55.25,55.69,58.05,14.09,44.81,-0.8455,50.41,47.95,4.006,1.55,41.89,4.231,0.831,189.1,218.3,8,3.9,42,37.1,75.7,79.9,7.9,48.3,6.3,114.5,38.5,43.5,49,47,15.04,7.371,9.926,20,0,113.3,110.1,129,91.1,7.3,5.6,50,0,100,80,55,56,45,55.81,63.32,57.71,56.71,45.04,96.11,-13.28
1.49E+04,50,55.52,55.6,49.98,49.8,64.73,64.7,72.06,71.8,70.27,64.58,55.25,55.69,57.98,14.15,45,-1.173,49.81,47.38,3.958,1.532,41.91,4.178,0.8415,189.9,215.7,8,3.5,42,37.1,75.7,79.4,7.8,48.3,6.3,114.5,38.5,42.5,49,47,13.18,6.465,9.926,20,0,113.6,110.1,127.5,89.6,7.3,5.6,50,0,100,80,55,56,45,55.81,63.32,57.67,56.75,45.24,95,-10.03
1.49E+04,50,55.52,55.8,50.02,50,64.73,64.7,72.1,71.8,70.27,64.63,55.25,55.73,58.29,14.47,44.67,-0.8481,49.54,47.11,4.335,1.904,41.87,4.16,0.8452,189.9,216.1,8,3.5,42,37.1,75.3,79.4,7.8,48.3,6.3,114.2,39.2,42.8,49,47,11.1,5.414,9.926,20,0,113.6,110.1,129.5,91.5,7.1,5.8,50,0,100,80,55,56,45,55.81,63.32,57.67,56.75,46.27,104,-10.36
1.50E+04,50,55.52,55.6,49.98,50,64.73,64.5,72.1,71.8,70.27,64.58,55.25,55.69,58.21,14.45,44.93,-1.171,50.42,47.96,4.007,1.551,41.92,4.228,0.8315,189.6,218.3,8,3.9,41.8,36.9,75.7,79.9,7.5,48.3,6.3,114.2,38.5,42.3,48,46,14.53,7.1,10.06,20,0,113.6,110.1,128.5,90.5,7.3,5.6,50,0,100,80,55,56,45,55.81,63.32,57.67,56.75,46.21,96.16,-12.79
1.50E+04,50,55.48,55.6,49.98,50,64.73,64.5,72.06,71.8,70.27,64.63,55.25,55.69,57.85,14.12,44.58,-0.8465,49.51,47.44,3.964,1.902,41.94,4.15,0.8472,189.5,216,8,3.6,42,37.1,75.7,79.4,7.9,48.3,6.3,114.2,38.8,42.3,49,47,12.59,6.189,9.926,20,0,113.6,109.8,128,89.8,7.4,5.6,50,0,100,80,55,56,45,55.81,63.32,57.63,56.71,45.15,95.12,-12.16
1.50E+04,50,55.52,55.6,49.98,49.8,64.73,64.7,72.06,72,70.27,64.63,55.25,55.69,58.29,14.22,44.92,-0.8528,50.09,47.65,3.98,1.54,41.89,4.204,0.8363,190.9,216.9,7.8,3.7,42,37.1,75.7,79.9,7.5,48.3,6.3,114.5,38.8,42.3,49,47,13.06,6.372,9.926,20,0,113.3,109.8,129.5,91.3,7.3,5.6,50,0,100,80,55,56,45,55.81,63.32,57.63,56.71,45.48,95.53,-11.6
1.50E+04,50,55.52,55.6,49.98,50,64.73,64.7,72.06,71.7,70.27,64.63,55.25,55.69,58.1,14.18,44.77,-0.85,49.89,47.46,3.965,1.534,41.83,4.194,0.8384,190.3,216.1,8,3.6,42,37.1,75.3,79.4,7.9,48.3,6.5,114.5,38.5,43,49,47,12.99,6.357,9.926,20,0,113.3,110.3,127.5,89.6,7.2,5.6,50,0,100,80,55,56,45,55.81,63.32,57.63,56.71,45.34,95.16,-11.44
1.50E+04,50,55.52,55.6,49.98,50,64.73,64.5,72.06,71.8,70.27,64.58,55.25,55.69,58.09,14.17,45.09,-1.175,49.82,47.39,3.959,1.532,41.88,4.182,0.8407,190.3,215.7,8,3.9,42,37.1,75.3,79.9,7.4,48.3,6.3,114.5,39.2,42.8,49,46,12.79,6.262,10.06,20,0,113.6,110.1,129,91.1,7.3,5.6,50,0,100,80,55,56,45,55.81,63.32,57.63,56.71,45.33,95.01,-9.698
1.50E+04,50,55.48,55.6,49.98,49.8,64.73,64.7,72.06,71.8,70.27,64.58,55.25,55.65,57.93,14.14,44.96,-1.172,49.46,47.4,3.592,1.532,41.87,4.154,0.8464,189.7,215.8,8,3.5,42.1,37.2,75.3,79.4,7.5,48.3,6.3,114.2,39.2,42.3,49,47,12.1,5.941,9.926,20,0,113.3,109.8,129,90.6,7.1,5.6,50,0,100,80,55,56,45,55.81,63.28,57.59,56.71,45.45,86.2,-10.28
1.50E+04,50,55.52,55.6,49.98,50.1,64.69,64.7,72.06,71.8,70.23,64.63,55.25,55.69,58.12,14.43,44.22,-0.5231,50.17,47.72,3.987,1.543,41.89,4.21,0.8351,189.3,217.2,7.9,3.5,42.1,37.2,75.7,79.9,7.8,48.3,6.2,114.2,38.8,42.3,49,47,13.93,6.814,9.926,20,0,113.3,110.1,128.5,90.6,7.3,5.6,50,0,100,80,55,56,45,55.81,63.32,57.59,56.71,46.13,95.68,-15.01
1.50E+04,50,55.48,55.6,49.94,50,64.73,64.5,72.06,71.7,70.27,64.63,55.25,55.69,58.32,14.23,44.94,-0.8532,50.17,48.1,3.987,1.913,41.95,4.206,0.836,191,217.3,8,4,42,37.1,75.7,79.9,7.5,48.3,6.5,114.2,38.9,43,48,46,13.31,6.493,10.06,20,0,113.3,109.8,128.5,90.3,7.2,5.6,50,0,100,80,55,56,45,55.81,63.32,57.59,56.71,45.51,95.69,-13.43
1.50E+04,50,55.52,55.6,49.94,50,64.73,64.7,72.06,71.7,70.27,64.63,55.25,55.69,57.77,14.1,44.52,-0.8453,50.26,47.83,3.965,1.534,41.9,4.218,0.8336,189.2,216.1,8.2,3.6,41.8,36.9,75.3,79.4,7.4,48.3,6.5,114.5,39.2,42.3,49,47,15.48,7.623,9.926,20,0,113.6,110.1,128.5,90.6,7,5.6,50,0,100,80,55,56,45,55.77,63.32,57.67,56.71,44.84,95.16,-14.07
1.50E+04,50,55.48,55.6,49.94,50,64.73,64.7,72.1,71.7,70.27,64.63,55.25,55.69,58.21,14.45,44.61,-0.847,49.91,47.84,3.966,1.903,41.82,4.195,0.8381,189.6,216.1,8.1,4,42,37.1,75.7,79.9,7.8,48.2,6.6,114.5,38.8,42.5,48,46,12.62,6.168,10.06,20,0,113.3,110.1,153.1,89.8,7.2,5.6,50,0,100,80,55,56,45,55.77,63.32,57.63,56.67,45.96,95.18,-13.74
1.51E+04,50,55.52,55.6,49.98,49.8,64.73,64.5,72.06,71.8,70.27,64.58,55.25,55.69,57.92,14.13,44.96,-1.172,49.78,47.36,3.956,1.531,41.89,4.178,0.8415,189.7,215.6,7.9,3.6,42.1,37.2,75.3,79.4,7.9,48.2,6.2,114.2,38.5,42.3,49,47,13.27,6.514,9.926,20,0,113.3,110.1,129,91.1,7.2,5.6,50,0,100,80,55,56,45,55.81,63.32,57.59,56.67,45.2,94.95,-10.11
1.51E+04,50,55.48,55.8,49.98,50,64.69,64.5,72.02,71.7,70.23,64.58,55.21,55.65,57.85,14.12,44.58,-0.8474,49.23,46.82,3.941,1.525,41.96,4.125,0.8523,189.5,214.8,8.2,3.6,42,37.1,75.3,79.4,7.8,48.3,6.5,114.5,39.2,42.8,49,47,11.66,5.735,9.926,20,0,113.3,110.3,128,90,7,5.8,50,0,100,80,55,56,45,55.81,63.32,57.63,56.67,45.14,94.59,-9.5
1.51E+04,50,55.48,55.5,49.98,50,64.69,64.5,72.02,71.8,70.23,64.58,55.21,55.65,57.81,14.1,44.55,-0.8467,49.51,47.08,3.963,1.533,41.86,4.159,0.8454,189.3,216,8.2,3.9,42,36.9,75.3,79.4,7.5,48.2,6.4,114.2,38.9,42.8,48,46,12.69,6.244,10.06,20,0,113.3,110.1,128,90,7.3,5.5,50,0,100,80,55,56,45,55.77,63.28,57.63,56.67,45.11,95.12,-10.77
1.51E+04,50,55.48,55.6,49.94,50,64.69,64.7,72.02,71.8,70.27,64.58,55.21,55.65,57.93,13.81,44.97,-0.8486,49.92,47.49,3.967,1.535,41.9,4.189,0.8393,189.8,216.2,7.8,3.9,42,37.1,75.7,79.9,7.9,48.3,6.3,114.5,38.8,43,49,47,13.74,6.744,9.926,20,0,113.3,110.3,129.5,91.6,7.1,5.8,50,0,100,80,55,56,45,55.81,63.32,57.63,56.71,44.17,95.2,-10.64
1.51E+04,50,55.44,55.6,49.94,49.8,64.69,64.7,72.06,71.7,70.27,64.58,55.25,55.69,58.1,14.1,44.85,-0.8464,49.59,47.9,3.97,2.274,41.9,4.162,0.8448,189.3,216.4,7.9,3.6,42,37.2,75.7,79.9,7.5,48.2,6.2,114.2,38.5,42.2,49,47,11.98,5.863,9.926,20,0,113.3,110.3,128,89.8,7,5.6,50,0,100,80,55,56,45,55.81,63.32,57.63,56.71,45.09,95.29,-12.86
1.51E+04,50,55.48,55.6,49.94,50,64.69,64.4,72.02,71.7,70.27,64.63,55.21,55.69,58.16,13.87,44.82,-0.5264,49.81,47.38,4.326,1.899,41.89,4.18,0.8411,190.5,215.7,7.9,3.6,42.1,37.2,75.3,79.4,7.5,48.3,6.3,114.2,39.2,43,49,47,12.53,6.125,9.926,20,0,113.3,110.1,128.5,90.6,7.2,5.6,50,0,100,80,55,56,45,55.81,63.32,57.63,56.71,44.34,103.8,-10.89
1.51E+04,50,55.48,55.6,49.94,50,64.69,64.7,72.06,71.7,70.23,64.58,55.21,55.65,58.19,14.44,44.6,-0.8477,49.95,47.52,3.969,1.536,41.82,4.199,0.8373,189.5,216.3,8,4,42,37.1,75.7,79.9,7.5,48.3,6.5,114.2,39.2,42.2,49,47,12.85,6.28,9.926,20,0,113.3,110.1,128.5,90.3,7.2,5.6,50,0,100,80,55,56,45,55.81,63.32,57.67,56.71,46.19,95.26,-12.42
1.51E+04,50,55.48,55.5,49.94,50,64.69,64.4,72.02,71.7,70.27,64.58,55.21,55.65,57.77,13.77,44.84,-0.8463,49.92,47.49,3.966,1.535,41.87,4.192,0.8388,189.2,216.2,7.7,3.9,41.8,37.2,75.7,79.9,7.9,48.2,6.2,114.5,38.8,42.7,49,47,14.25,7.017,9.926,20,0,113.6,110.1,128.5,90.5,7.3,5.7,50,0,100,80,55,56,45,55.81,63.32,57.63,56.67,44.05,95.19,-11.14
1.51E+04,50,55.48,55.6,49.94,49.8,64.69,64.5,72.06,71.7,70.23,64.54,55.21,55.65,58.13,14.43,44.87,-1.17,50.07,47.63,3.979,1.539,41.84,4.208,0.8356,189.3,216.8,7.8,3.5,42,37.1,75.7,79.4,7.8,48.3,6.3,114.5,38.8,42.5,49,47,13.5,6.604,9.926,20,0,113.1,109.8,128.5,90.5,7.3,5.8,50,0,100,80,55,56,45,55.81,63.28,57.63,56.71,46.4,95.49,-11.64
1.51E+04,50,55.48,55.6,49.94,50,64.69,64.5,72.02,71.7,70.27,64.58,55.21,55.65,57.92,13.81,44.96,-0.8484,50.22,47.77,3.99,1.544,41.88,4.216,0.834,189.7,217.5,7.8,4,42,37.1,75.7,79.9,7.8,48.2,6.4,114.2,38.8,42.3,48,46,14.81,7.27,10.06,20,0,113.6,110.1,130,92.1,7.2,5.8,50,0,100,80,55,56,45,55.81,63.28,57.63,56.71,44.4,95.77,-11.87
1.52E+04,50,55.44,55.6,49.94,50,64.69,64.4,72.02,71.8,70.27,64.58,55.21,55.65,58.07,13.85,45.08,-0.8506,49.63,47.57,3.973,1.907,41.88,4.167,0.8438,190.2,216.5,8,3.5,41.8,37.1,75.7,79.9,7.9,48.3,6.2,114.2,38.5,42.3,48,46,12.21,5.981,10.06,20,0,113.6,110.1,128,90.1,7.4,5.6,50,0,100,80,55,56,45,55.81,63.28,57.63,56.71,44.52,95.35,-10.51
1.52E+04,50,55.48,55.6,49.94,50,64.69,64.7,72.02,71.7,70.27,64.58,55.21,55.65,58.3,13.9,45.25,-0.854,49.92,47.49,3.967,1.535,41.79,4.2,0.8371,191,216.2,8,4,41.8,36.9,75.7,79.9,7.9,48.3,6.5,114.5,38.8,43,49,47,12.32,6.01,9.926,20,0,113.6,110.1,127.5,89.5,7,5.6,50,0,100,80,55,56,45,55.81,63.28,57.67,56.75,44.7,95.2,-9.424
1.52E+04,50,55.48,55.5,49.94,50,64.69,64.4,72.02,71.5,70.27,64.58,55.25,55.65,57.84,13.79,44.9,-0.8472,50.04,47.97,3.607,1.538,41.89,4.199,0.8373,189.4,216.7,8.2,4.2,41.8,36.9,75.7,79.9,7.5,48.2,6.6,114.2,39.2,42.7,48,46,14.46,7.109,10.06,20,0,113.1,110.1,129.5,91.9,7.1,5.5,50,0,100,80,55,56,45,55.77,63.28,57.63,56.71,44.1,86.56,-12.96
1.52E+04,50,55.48,55.6,49.94,49.8,64.69,64.5,72.02,71.7,70.23,64.58,55.21,55.65,58.16,14.19,44.82,-0.8519,49.89,47.46,3.964,1.534,41.86,4.19,0.8391,190.5,216,8,4,42,37.1,75.7,79.9,7.8,48.3,6.3,114.2,38.8,43,48,47,12.77,6.244,9.926,20,0,113.3,109.8,127.5,89.9,7.2,5.6,50,0,100,80,55,56,45,55.81,63.28,57.63,56.71,45.63,95.13,-11.2
1.52E+04,50,55.48,55.6,49.94,49.8,64.69,64.5,72.02,71.7,70.23,64.54,55.21,55.65,57.37,14,44.53,-1.161,49.94,47.51,3.968,1.535,41.82,4.199,0.8374,187.9,216.3,8,4,42,37.1,75.7,79.9,7.9,48.2,6.4,114.5,38.8,43,49,47,15.71,7.787,9.926,20,0,113.6,110.3,127,89.1,7.2,5.6,50,0,100,80,55,56,45,55.77,63.32,57.63,56.67,44.52,95.23,-12.56
1.52E+04,50,55.48,55.6,49.94,50.1,64.69,64.5,72.02,71.7,70.23,64.54,55.21,55.65,58.05,14.16,45.06,-1.175,49.95,47.51,3.969,1.535,41.8,4.201,0.8369,190.1,216.3,8.2,4,41.8,36.9,75.7,79.9,7.9,48.2,6.2,114.2,38.5,43,49,47,13.33,6.533,9.926,20,0,113.6,110.1,128.5,90.6,7.2,5.6,50,0,100,80,55,56,45,55.81,63.32,57.59,56.71,45.29,95.25,-10.37
1.52E+04,50,55.48,55.5,49.94,50,64.69,64.7,71.98,71.7,70.27,64.54,55.21,55.65,57.5,13.46,45.2,-1.17,49.72,47.3,3.951,1.529,41.85,4.178,0.8416,189.4,215.3,8,3.5,41.8,36.9,75.3,79.4,7.4,48.3,6.5,114.2,39.2,42.5,49,47,14.51,7.177,9.926,20,0,113.3,110.3,127.5,89.3,7.1,5.7,50,0,100,80,55,56,45,55.77,63.28,57.63,56.71,43.05,94.82,-8.779
1.52E+04,50,55.48,55.6,49.9,50,64.69,64.7,72.02,71.7,70.27,64.58,55.25,55.65,57.76,13.77,44.84,-0.8461,50.54,48.46,3.616,1.542,41.86,4.245,0.8283,189.2,217.2,8,3.6,42,37.1,75.3,79.4,7.5,48.2,6.2,114.2,38.9,42.3,49,47,16.47,8.108,9.926,20,0,113.6,110.1,128,90,7,5.6,50,0,100,80,55,56,45,55.81,63.32,57.67,56.75,44.04,86.79,-15.31
1.52E+04,50,55.44,55.5,49.94,50,64.69,64.5,72.02,71.7,70.27,64.58,55.25,55.65,57.99,13.83,45.01,-0.8494,49.6,47.9,3.602,1.905,41.84,4.168,0.8436,189.9,216.4,8,3.6,42,37.1,75.3,79.4,7.5,48.2,6.2,114.5,38.7,43,48,46,12.35,6.058,10.06,20,0,113.3,110.1,128.5,90.6,7.2,5.5,50,0,100,80,55,56,45,55.81,63.28,57.63,56.71,44.46,86.44,-12.21
1.52E+04,50,55.48,55.6,49.9,50,64.69,64.7,71.98,71.8,70.27,64.58,55.21,55.65,57.34,13.42,44.76,-0.8446,50.01,47.59,3.944,1.526,41.84,4.202,0.8366,188.9,215,8,3.5,42,37.1,75.3,79.4,7.5,48.3,6.5,114.2,38.7,42.5,49,47,16.08,7.977,9.926,20,0,113.3,110.1,129.5,91.6,7.4,5.6,50,0,100,80,55,56,45,55.81,63.32,57.63,56.67,42.93,94.67,-11.97
1.53E+04,50,55.48,55.6,49.94,50,64.69,64.7,71.98,71.7,70.23,64.58,55.17,55.65,57.46,13.78,44.53,-0.8465,49.63,46.84,4.31,1.526,41.81,4.173,0.8425,189.3,214.9,8,3.8,41.8,36.9,75.7,79.9,7.5,48.3,6.3,114.5,38.8,42.2,49,47,14.25,7.054,9.926,20,0,113.6,110.1,128.5,90.8,7,5.6,50,0,100,80,55,56,45,55.81,63.32,57.63,56.67,44.06,103.4,-9.813
1.53E+04,50,55.48,55.6,49.94,49.8,64.69,64.4,71.98,71.7,70.23,64.54,55.21,55.65,57.42,13.77,44.82,-1.169,49.98,47.54,3.971,1.536,41.9,4.194,0.8384,189.1,216.4,7.7,4,42.1,37.2,75.7,79.9,7.5,48.3,6.5,114.5,38.5,42.8,49,47,15.73,7.791,9.926,20,0,113.1,110.1,128,91.6,7.3,5.6,50,0,100,80,55,56,45,55.77,63.28,57.63,56.71,44.03,95.31,-11.48
1.53E+04,50,55.48,55.6,49.94,49.8,64.69,64.5,71.98,71.8,70.23,64.54,55.21,55.65,57.52,13.79,44.9,-1.171,49.96,47.53,3.97,1.536,41.89,4.193,0.8385,189.5,216.4,8.2,3.5,41.8,36.9,75.3,79.4,7.9,48.3,6.5,114.5,38.5,42.5,49,47,15.31,7.569,9.926,20,0,113.6,109.8,130,92.1,7.1,5.6,50,0,100,80,55,56,45,55.81,63.28,57.63,56.71,44.35,95.28,-11.08
1.53E+04,50,55.44,55.6,49.94,50,64.69,64.5,72.02,71.7,70.23,64.58,55.25,55.65,57.48,14.03,44.3,-0.842,49.38,47.69,3.586,1.897,41.87,4.147,0.8479,188.3,215.4,8.2,4,42,37.1,75.7,79.9,7.4,48.3,6.5,114.2,38.8,42.3,49,47,13.36,6.611,9.926,20,0,113.3,110.1,127,89,7,5.6,50,0,100,80,55,56,45,55.77,63.28,57.63,56.71,44.86,86.05,-14.4
1.53E+04,50,55.48,55.5,49.9,49.8,64.69,64.5,72.02,71.8,70.27,64.58,55.21,55.65,58.11,13.86,45.11,-0.8512,50.37,47.93,3.973,1.537,41.84,4.232,0.8307,190.3,216.5,8.2,3.5,41.8,36.9,75.3,79.4,8.2,48.3,6.5,114.5,39.2,43,49,47,14.6,7.147,9.926,20,0,113.6,109.8,128.5,91,7.3,5.5,50,0,100,80,55,56,45,55.81,63.32,57.63,56.71,44.31,95.34,-11.91
1.53E+04,50,55.48,55.6,49.94,50,64.69,64.7,72.02,71.7,70.23,64.54,55.21,55.61,58.15,14.19,45.13,-1.177,49.81,47.38,3.59,1.163,41.84,4.186,0.84,190.5,215.7,8,3.3,42,37.1,75,78.9,7.9,48.2,6.2,114.5,38.5,42.8,49,47,12.53,6.13,9.926,20,0,113.6,110.1,129.5,91.6,7.2,5.6,50,0,100,80,55,56,45,55.85,63.32,57.63,56.67,45.62,86.15,-9.49
1.53E+04,50,55.48,55.6,49.94,50,64.69,64.5,72.02,71.7,70.23,64.54,55.21,55.65,58.06,14.17,45.07,-1.175,49.43,47.03,3.928,1.52,41.81,4.157,0.8457,190.2,214.1,7.7,4.3,41.8,37.2,76,80.4,7.5,48.2,6.2,114.2,38.5,42.7,49,47,11.48,5.623,9.926,20,0,113.1,110.1,128,89.6,7.2,5.8,50,0,100,80,55,56,45,55.81,63.32,57.63,56.71,45.31,94.27,-8.26
1.53E+04,50,55.44,55.6,49.94,50,64.69,64.5,72.02,71.8,70.27,64.58,55.21,55.65,57.64,13.74,44.74,-0.8444,49.61,47.55,3.971,1.906,41.83,4.17,0.8432,188.8,216.4,8,3.9,42,37.1,75.7,79.9,7.9,48.3,6.5,114.2,38.8,43,48,46,13.6,6.71,10.06,20,0,113.3,110.1,127.5,90.4,7.3,5.5,50,0,100,80,55,56,45,55.77,63.32,57.63,56.71,43.71,95.32,-11.83
1.53E+04,50,55.44,55.6,49.94,50,64.69,64.7,72.02,71.7,70.27,64.58,55.21,55.65,57.55,13.72,44.67,-0.843,49.75,47.68,3.983,1.911,41.82,4.183,0.8405,188.5,217,8.4,3.6,41.6,36.7,75.3,79.4,7.5,48.3,6.3,114.5,38.9,42.3,49,47,14.41,7.123,9.926,20,0,113.3,110.1,129,91,7,5.6,50,0,100,80,55,56,45,55.81,63.32,57.67,56.71,43.88,95.58,-12.71
1.53E+04,50,55.48,55.6,49.94,50,64.65,64.7,72.02,71.7,70.23,64.54,55.21,55.65,58.23,14.13,44.95,-0.8483,49.95,47.52,3.969,1.536,41.83,4.199,0.8373,189.7,216.3,8,3.5,42,37.1,75.7,79.9,7.8,48.2,6.3,114.5,38.8,42.3,49,47,12.73,6.216,9.926,20,0,113.3,110.1,129,91,7,5.6,50,0,100,80,55,56,45,55.85,63.32,57.63,56.67,45.43,95.26,-10.85
1.54E+04,50,55.48,55.6,49.94,50,64.69,64.4,71.98,71.7,70.23,64.54,55.21,55.61,57.72,13.84,45.06,-1.175,50.27,47.82,3.623,1.174,41.82,4.226,0.832,190.1,217.7,8,4,42,37.1,75.7,79.9,7.9,48.3,6.5,114,38.5,42.3,48,46,15.63,7.7,10.06,20,0,113.3,109.8,128,90.1,7.3,5.6,50,0,100,80,55,56,45,55.85,63.32,57.63,56.67,44.5,86.95,-11.67
1.54E+04,50,55.44,55.6,49.94,50,64.65,64.4,72.02,71.8,70.23,64.58,55.21,55.65,58.23,14.13,44.63,-0.5246,49.45,47.39,3.959,1.9,41.82,4.158,0.8457,189.7,215.7,7.8,3.5,42,37.1,75.3,79.4,7.9,48.3,6.3,114.5,38.5,42.8,48,46,10.94,5.344,10.06,20,0,113.3,110.1,128.5,90.6,7.3,5.8,50,0,100,80,55,56,45,55.81,63.32,57.63,56.71,45.19,95,-11.75
