Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance,Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
8755,50,55.73,55.6,49.77,49.8,77.84,77.5,87.66,86.5,83.46,65.44,54.72,55.77,66.61,28.5,122.1,-84,53.27,44.26,9.438,0.4253,50.84,3.684,0.9544,162.7,214.8,6.9,3.1,42.9,38,89.6,103.7,8.1,47.8,5,127.4,37.8,66.2,58,56,3.941,1.683,8.86,20,0,117.8,112.9,134,95.3,9,5.8,80,0,100,32,42,56,50,58.31,70.85,63.16,59.54,54.54,62.56,103.7
8765,50,55.64,55.6,49.77,50,77.75,77.5,87.54,86.1,83.42,65.36,54.68,55.77,66.38,27.96,122.5,-84.06,52.59,43.93,9.815,1.159,50.86,3.636,0.967,162.8,215,7.1,3.3,42.9,38,89.4,103.2,8.3,48,5.1,127.4,37.8,65.2,59,57,2.391,1.025,8.75,20,0,117.8,112.9,134,95,8.6,5.6,80,0,100,32,42,56,50,58.31,70.77,63.16,59.54,53.86,65.05,104.4
8775,50,55.6,55.5,49.77,50,77.67,77.3,87.29,86,83.33,65.32,54.64,55.73,65.14,26.8,122,-83.63,52.37,43.69,9.844,1.163,50.91,3.617,0.9721,162.5,215.6,7.1,3.6,43.1,38.2,89.6,103.7,8.4,48,5.1,127.4,38.1,65.5,58,56,6.015,2.626,8.86,20,0,117.8,113.1,134.5,95.2,8.9,5.5,80,0,100,32,42,56,50,58.31,70.73,63.12,59.5,51.8,65.24,104.3
8785,50,55.56,55.6,49.82,50,77.59,77.1,87.09,86,83.21,65.24,54.64,55.73,64.57,26.35,122.2,-83.97,51.59,43.29,9.835,1.53,50.89,3.564,0.9865,163.2,215.4,7.1,3.6,42.9,38,89.6,103.7,8.4,48,5.2,127.7,38.1,65.8,58,56,5.246,2.311,8.86,20,0,117.6,112.9,134.5,96,8.9,5.6,80,0,100,32,42,56,50,58.31,70.65,63.08,59.5,51.27,65.93,105.4
8795,50,55.56,55.6,49.9,50.1,77.51,77,86.96,85.8,83.05,65.24,54.64,55.73,63.98,26.5,120.5,-83,50.93,42.61,9.848,1.532,50.68,3.533,0.9951,162.4,215.8,7.5,3.6,42.6,37.7,89.4,103.2,8.4,48.2,5.4,127.7,38.3,65.3,58,56,4.797,2.132,8.86,20,0,117.6,112.9,135,96.2,8.8,5.5,80,0,100,32,42,56,50,58.31,70.56,63.16,59.5,51.9,64.55,104.9
8805,50,55.56,55.6,49.94,50,77.39,76.8,86.76,85.6,82.88,65.24,54.6,55.73,63.73,26.35,120,-82.57,50.4,41.75,10.19,1.528,50.58,3.504,1.003,163.2,215.1,7.5,3.8,42.4,37.5,89.4,103.2,8.8,48.2,5.6,127.4,38,66,58,56,3.712,1.656,8.86,20,0,117.8,113.1,136,97.6,8.8,5.5,80,0,100,32,42,56,50,58.31,70.52,63.16,59.5,51.78,66.76,106.4
8815,50,55.56,55.6,49.98,50.1,77.26,76.8,86.6,85.4,82.76,65.16,54.6,55.73,63.62,26.14,120,-82.5,50,41.35,10.18,1.526,50.42,3.487,1.008,163.6,214.9,7.7,3.7,42.3,37.4,89.1,102.8,8.4,48.2,5.8,127.4,38.6,65.4,58,56,2.539,1.135,8.86,20,0,117.6,112.9,134.5,96.3,8.6,5.8,80,0,100,32,42,56,50,58.31,70.44,63.16,59.46,51.71,65.97,107.2
8825,50,55.56,55.6,50.02,50.1,77.18,76.5,86.47,85.4,82.56,65.12,54.6,55.73,63.15,26.62,118.5,-81.98,49.72,41.05,10.2,1.529,50.21,3.481,1.01,163.1,215.3,7.8,3.7,42.3,37.4,89.1,102.8,8.4,48.2,6.1,127.7,38.3,65.6,57,55,2.968,1.337,8.971,20,0,117.8,113.1,134,95.8,8.7,5.5,80,0,100,32,42,56,50,58.35,70.36,63.16,59.5,53.2,66.82,106.6
8835,50,55.56,55.8,50.02,50.1,77.06,76.5,86.31,85.6,82.43,65.08,54.64,55.73,63.23,26.49,118.6,-81.89,49.55,41.28,9.794,1.524,50.14,3.475,1.012,164,214.6,8,3.8,42.3,37.2,88.9,102.3,8.6,48.3,6.2,127.4,38.5,65.1,58,56,2.038,0.9167,8.86,20,0,117.8,112.9,133,94.8,8.9,5.7,80,0,100,32,42,56,50,58.35,70.28,63.2,59.54,53.31,64.19,106.9
8845,50,55.56,55.8,50.06,50.1,76.93,76.4,86.15,84.9,82.31,65.04,54.64,55.73,62.43,25.99,117.1,-80.65,49.61,41.26,9.878,1.537,50.22,3.473,1.012,162.7,216.4,8,3.7,42.3,37.4,88.6,101.8,8.7,48.3,6,127.7,38.8,64.6,57,55,5.144,2.344,8.971,20,0,117.8,112.9,134,96.1,8.5,5.7,80,0,100,32,42,56,50,58.35,70.19,63.2,59.54,52.67,64.74,105.3
8855,50,55.6,55.8,50.1,50.1,76.85,76.4,86.02,84.9,82.19,64.99,54.64,55.73,62.3,26.06,116.8,-80.56,49.74,41,9.905,1.171,50.26,3.479,1.011,163,217,7.7,4,42.4,37.5,88.9,102.3,8.4,48.3,5.9,127.4,39.1,64.4,58,56,6.112,2.79,8.86,20,0,117.8,112.9,135.5,97.3,8.5,5.7,80,0,100,32,42,56,50,58.31,70.15,63.24,59.54,52.79,64.2,105.8
8865,50,55.6,55.8,50.1,50.3,76.73,76.4,85.9,84.9,82.06,64.99,54.68,55.77,62.15,26,115.7,-79.55,49.6,41.26,9.876,1.536,50.22,3.473,1.012,162.7,216.4,8.2,4.3,42.3,37.2,88.9,102.3,8.9,48.2,6.2,127.7,38.8,65.6,58,56,6.067,2.776,8.86,20,0,117.6,112.9,134,96,8.7,5.5,80,0,100,32,42,56,50,58.31,70.07,63.24,59.54,53.04,64.01,104.7
8875,50,55.6,55.8,50.1,50.1,76.65,76.2,85.78,84.9,81.94,64.91,54.68,55.77,62.53,26.27,116.6,-80.38,49.31,41.02,9.819,1.527,50.9,3.406,1.032,164.4,215.1,8,4,42.1,37.2,88.9,102.3,8.7,48.3,6.2,127.7,38.8,65.6,58,56,4.421,2.011,8.86,20,0,117.8,112.7,134.5,96.1,8.7,5.7,80,0,100,32,42,56,50,58.35,69.99,63.28,59.58,54.16,63.64,106.6
8885,50,55.64,55.8,50.1,50.1,76.53,76.2,85.7,84.8,81.82,64.87,54.72,55.81,62.37,26.36,115.3,-79.27,49.54,41.27,9.791,1.523,50.96,3.418,1.029,163.2,214.5,7.9,4.3,42.1,37.2,89.1,102.8,9,48.2,5.9,127.7,38.8,65.1,59,57,5.829,2.658,8.75,20,0,117.8,112.9,134,95.8,8.8,5.8,80,0,100,32,42,56,50,58.31,69.95,63.28,59.58,54.36,63.47,104.8
8895,50,55.64,55.8,50.1,50.1,76.44,75.9,85.65,84.9,81.78,64.83,54.68,55.77,62.66,26.37,115.3,-79,50.12,41.39,9.907,1.17,50.98,3.457,1.017,163.3,217,7.7,4.3,42.3,37.4,88.9,102.3,9.2,48.2,5.9,127.4,38.5,65.4,58,56,6.895,3.13,8.86,20,0,117.8,112.7,133,95.1,8.9,5.8,80,0,100,32,42,56,44,58.31,69.91,63.28,59.58,54.56,64.22,104.7
8905,50,55.64,55.8,50.06,49.8,76.36,76,85.57,84.8,81.7,64.75,54.64,55.77,62.59,26.34,115.2,-78.91,50.61,41.48,10.3,1.173,51.06,3.485,1.009,163.1,217.6,7.7,4.3,42.3,37.4,89.1,102.8,9.2,48.3,6,127.4,38.3,64.4,59,57,8.957,4.07,8.75,20,0,117.8,112.9,135,96.2,8.8,5.8,80,0,100,32,42,56,50,58.35,69.87,63.28,59.62,54.89,67.52,104.3
8915,50,55.64,55.6,50.02,50,76.32,76,85.53,84.9,81.61,64.71,54.6,55.73,62.57,26.61,114.9,-78.89,51.03,41.52,10.31,0.8027,51.03,3.516,1,163,217.7,7.7,4,42.3,37.4,88.9,102.3,9.2,48.2,5.8,127.4,38.5,64.8,58,56,10.43,4.741,8.86,20,0,117.6,112.9,135,96.5,8.9,5.6,80,0,100,32,42,56,50,58.35,69.87,63.28,59.54,55.45,66.1,104.1
8925,50,55.6,55.6,49.98,49.8,76.28,76,85.49,85.1,81.57,64.63,54.6,55.73,62.51,26.58,115,-79.09,50.59,41.53,10.22,1.165,51.17,3.476,1.012,162.9,215.9,7.4,4,42.4,37.5,88.9,102.3,9.4,48.2,5.8,127.1,38.5,64.8,59,57,9.25,4.209,8.75,20,0,117.6,112.9,134,95.8,8.9,5.8,80,0,100,32,42,56,50,58.35,69.95,63.24,59.58,55,67,104.1
8935,50,55.52,55.6,49.94,49.8,76.24,76,85.49,84.9,81.57,64.63,54.56,55.69,62.64,26.52,114.8,-78.63,50.16,41.48,10.21,1.531,51.16,3.447,1.02,162.5,215.6,7.4,4.2,42.4,37.5,89.1,102.8,9.6,48.2,5.8,127.1,38,64.8,59,57,7.277,3.304,8.75,20,0,117.8,112.7,134,95.5,8.7,5.8,80,0,100,32,42,56,50,58.35,69.99,63.2,59.54,54.68,66.92,103.8
8945,50,55.52,55.5,49.9,49.8,76.2,76,85.45,84.9,81.57,64.58,54.56,55.65,62.69,26.27,115.1,-78.69,50.07,41.47,9.753,1.153,51.11,3.444,1.021,162.6,213.7,7.3,3.7,42.3,37.4,88.6,101.8,9.4,48,5.6,127.1,38.2,65.4,58,56,6.74,3.058,8.86,20,0,117.6,112.9,133.5,95,8.9,5.9,80,0,100,32,42,56,50,58.31,69.91,63.16,59.5,54.35,63.92,104
8955,50,55.48,55.5,49.86,49.6,76.2,75.9,85.45,84.9,81.53,64.58,54.51,55.61,62.48,26.46,114.5,-78.43,50.56,41.87,9.848,1.163,51.16,3.475,1.012,162.1,215.7,6.7,3.4,42.9,38,88.3,101.3,8.8,48,5.1,127.1,38.5,63.4,57,55,9.213,4.194,8.971,20,0,117.8,112.9,133.5,94.7,8.7,5.9,80,0,100,32,42,56,44,58.31,69.91,63.16,59.46,54.74,63.83,102.8
8965,50,55.44,55.5,49.82,49.6,76.16,76,85.41,84.7,81.53,64.5,54.47,55.57,62.68,26.26,115.4,-78.96,50.46,41.79,9.828,1.161,49.65,3.573,0.9841,162.6,215.3,7,3.6,42.8,37.9,88.3,101.3,8.6,48,5.1,126.8,38.3,63.3,57,55,6.677,3.03,8.971,20,0,117.8,112.7,133.5,94.5,8.8,5.7,80,0,100,32,42,56,50,58.31,69.83,63.16,59.42,54.72,63.01,103.7
8975,50,55.36,55.3,49.77,49.8,76.16,75.9,85.37,84.5,81.49,64.5,54.39,55.53,62.52,26.31,115.3,-79.11,50.35,41.64,10.25,1.537,49.7,3.562,0.987,162.9,216.4,6.9,3.8,42.9,38,88.3,101.3,8.9,48,5.1,126.8,38.3,63.3,57,55,6.899,3.138,8.971,20,0,117.6,112.7,135,96.2,8.6,5.5,80,0,100,32,42,56,44,58.35,69.87,63.16,59.42,54.83,65.71,104.1
8985,50,55.36,55.3,49.77,49.8,76.07,76,85.24,84.5,81.49,64.42,54.39,55.49,62.3,25.5,116,-79.18,50.47,41.74,9.904,1.171,49.73,3.568,0.9853,163.1,217,6.7,4.1,43.1,38.2,88.6,101.8,9.1,48.2,5.1,126.6,38,63.6,57,55,8.143,3.718,8.971,20,0,117.8,112.7,134.5,95.3,8.5,5.5,80,0,100,32,42,56,50,58.31,69.95,63.08,59.37,52.58,64.2,104.4
8995,50,55.32,55.5,49.82,49.8,76.12,75.7,85.2,84.7,81.45,64.42,54.35,55.49,61.58,25.43,115.4,-79.25,49.63,40.91,10.25,1.537,49.86,3.5,1.005,162.6,216.5,6.7,3.9,43.2,38.3,88.6,101.8,8.9,48.3,5.2,126.8,38,63.6,57,55,7.814,3.609,8.971,20,0,117.6,112.7,134,94.8,9,5.7,80,0,100,32,42,56,44,58.35,69.99,63.08,59.33,52.44,65.72,105
9005,50,55.32,55.5,49.77,49.6,76.07,76,85.16,84.7,81.41,64.38,54.31,55.45,61.85,25.55,115.9,-79.6,49.84,40.78,10.22,1.164,49.79,3.519,0.9991,163.3,215.8,6.5,3.9,43.1,38.2,88.6,101.8,8.8,48,5.1,126.6,38.2,63.6,57,55,7.536,3.465,8.971,20,0,117.6,112.9,134,94.7,8.8,5.5,80,0,100,32,42,56,50,58.31,70.03,63.04,59.29,52.3,65.51,105.9
9015,50,55.28,55.3,49.77,49.6,76.03,75.9,85.12,84.5,81.37,64.38,54.31,55.41,61.58,25.43,115.1,-78.97,48.93,40.34,9.744,1.151,49.68,3.463,1.015,162.6,213.5,6.6,3.4,43.2,38.3,87.7,100.3,8.3,48,4.8,126.8,38.9,62,56,54,5.205,2.404,9.084,20,0,117.8,112.9,134,94.7,8.4,5.5,80,0,100,32,42,56,44,58.31,70.03,63.04,59.29,52.07,62.47,105.6
9025,50,55.23,55.3,49.77,49.8,75.99,75.9,85.04,84.3,81.37,64.38,54.31,55.41,61.51,24.96,115.5,-78.95,49.17,40.84,9.864,1.534,48.62,3.555,0.9889,163.2,216.1,6.7,3.7,42.9,38,88,100.8,8.6,48.2,5.1,126.6,38.3,61.8,56,54,5.238,2.422,9.084,20,0,117.4,112.7,132,93,8.3,5.5,80,0,100,32,42,56,44,58.35,70.11,63,59.29,50.93,63.94,105.5
9035,50,55.19,55.3,49.77,49.8,75.99,75.9,84.92,84,81.33,64.34,54.31,55.41,60.63,24.39,115.4,-79.17,48.89,40.91,9.882,1.906,48.55,3.54,0.9932,163,216.5,6.9,3.4,43.1,38.2,87.4,99.8,8.5,48.2,5.3,126.6,39.2,62.3,56,54,7.277,3.414,9.084,20,0,117.6,112.9,134.5,95.5,8.1,5.7,80,0,100,32,42,56,44,58.31,70.07,63,59.29,49.75,64.05,105.3
9045,50,55.19,55.3,49.82,50,75.95,75.9,84.84,84.2,81.29,64.34,54.27,55.45,60.16,24.03,114.8,-78.64,48.72,40.34,10.67,2.285,48.42,3.538,0.9937,162.5,217.4,6.9,3.2,42.9,38,87.4,99.8,8.8,48.3,5.4,126.6,38.6,61.8,55,53,8.221,3.887,9.199,20,0,117.6,112.4,133.5,94.7,8.3,5.5,80,0,100,32,42,56,44,58.31,70.07,63,59.25,49.03,68.38,105.4
9055,50,55.19,55.3,49.9,50,75.95,75.9,84.75,84.2,81.29,64.34,54.27,55.41,60.05,23.65,115.6,-79.23,47.71,39.38,10.24,1.903,48.46,3.462,1.016,163.7,216.2,7.2,3.5,42.8,37.9,87.7,100.3,8.6,48.3,5.5,126.6,39.1,62.4,56,54,5.084,2.408,9.084,20,0,117.8,112.7,134,95.5,8.3,5.3,80,0,100,32,42,56,44,58.31,70.19,63,59.29,47.76,66.35,108
9065,50,55.23,55.3,49.94,50.1,75.91,75.7,84.67,84,81.2,64.3,54.31,55.41,59.5,23.54,114.8,-78.87,47.66,39.33,9.857,1.533,48.41,3.461,1.016,163,215.9,7.1,3.7,42.9,38,87.7,100.3,8.8,48.3,5.5,126.6,38.9,61.9,55,53,6.777,3.239,9.199,20,0,117.6,112.7,134,94.3,8.3,5.2,80,0,100,32,42,56,44,58.31,70.28,63,59.25,47.22,63.19,107.2
9075,50,55.28,55.5,49.94,50,75.91,75.7,84.63,84,81.16,64.3,54.27,55.41,59.08,23.49,114.3,-78.69,48.04,38.98,10.23,1.164,48.44,3.487,1.008,162.6,216,6.7,4,42.8,37.9,88,100.8,8.5,48.3,5.5,126.8,39.4,62.1,56,54,9.622,4.632,9.084,20,0,117.6,112.7,133,94.3,8.3,6,80,0,100,32,42,56,44,58.35,70.36,63,59.25,46.95,65.57,107.2
9085,50,55.23,55.5,50.02,50.1,75.87,75.9,84.51,83.8,81.08,64.3,54.31,55.45,58.67,23.27,114,-78.6,46.79,38.49,10.2,1.897,48.38,3.4,1.034,163,215.3,7.3,3.7,42.8,37.9,87.4,99.8,8.8,48.3,5.5,126.8,39.4,62.6,56,54,6.586,3.192,9.084,20,0,117.6,112.7,133.5,94.3,7.9,5.4,80,0,100,32,42,56,44,58.35,70.44,63,59.25,46.19,65.37,108
9095,50,55.28,55.5,50.02,50.1,75.87,75.6,84.51,83.8,81.04,64.26,54.35,55.45,58.58,23.51,113.8,-78.76,47.23,38.92,9.845,1.531,48.39,3.432,1.024,162.8,215.7,7.5,3.6,42.6,37.7,87.4,99.8,9.1,48.5,5.9,126.8,39.4,62.4,55,53,8.472,4.113,9.199,20,0,117.6,112.7,132.5,93.7,8.2,5.4,80,0,100,32,42,56,44,58.31,70.44,63.04,59.29,46.52,63.12,107.1
9105,50,55.28,55.6,50.06,50.1,75.83,75.7,84.43,84,81,64.26,54.35,55.49,58.51,23.32,113.9,-78.76,46.8,38.5,10.2,1.897,48.22,3.412,1.03,163.3,215.4,7.5,3.4,42.6,37.7,87.4,99.8,8.7,48.5,5.9,127.1,39.4,62.1,55,53,7.06,3.432,9.199,20,0,118.1,112.7,135,96.3,8.3,5.5,80,0,100,32,42,56,44,58.31,70.44,63.04,59.33,46.12,66.11,108.2
9115,50,55.32,55.6,50.06,50.3,75.83,75.7,84.38,83.8,81,64.26,54.39,55.53,58,22.95,113.5,-78.45,47.27,38.95,10.22,1.901,48.27,3.443,1.021,162.7,215.8,7.7,3.6,42.6,37.7,87.4,99.8,8.5,48.5,5.9,127.1,39.4,62.1,55,53,10.53,5.162,9.199,20,0,117.6,112.7,134,95,8.2,5.3,80,0,100,32,42,56,44,58.35,70.44,63.08,59.33,45.55,65.53,106.9
9125,50,55.32,55.6,50.1,50.1,75.79,75.7,84.34,84,80.96,64.26,54.43,55.57,57.9,22.91,113,-78.04,47.1,39.11,10.26,2.278,48.22,3.434,1.024,162.4,216.8,7.5,3.4,42.8,37.9,87.4,99.8,8.7,48.5,5.9,127.1,39.7,62.1,55,53,10.23,5.024,9.199,20,0,117.4,112.7,133.5,94.8,8.4,5.3,80,0,100,32,42,56,44,58.35,70.44,63.12,59.37,45.47,65.8,106.2
9135,50,55.36,55.5,50.1,50.1,75.83,75.7,84.3,83.8,80.96,64.22,54.47,55.57,57.38,22.64,113.4,-78.64,47.35,39.38,9.869,1.904,48.25,3.45,1.019,162.5,216.2,7.7,3.9,42.6,37.7,87.7,100.3,8.7,48.5,5.9,127.1,39.4,62.8,56,54,12.96,6.422,9.084,20,0,117.6,112.7,134,95.5,8.2,5.2,80,0,100,32,42,56,44,58.35,70.48,63.16,59.37,44.8,62.58,106.1
9145,50,55.36,55.6,50.14,50.3,75.75,75.6,84.3,84,80.92,64.22,54.47,55.61,58.03,22.96,113.3,-78.2,47,39.03,10.24,2.274,48.91,3.379,1.041,162.8,216.3,7.7,4,42.4,37.5,88,100.8,9.3,48.5,6.1,127.1,39.4,63.3,56,54,10.13,4.964,9.084,20,0,117.4,112.7,134,95.3,8.3,5.5,80,0,100,32,42,56,44,58.31,70.44,63.16,59.42,45.41,65.66,106.7
9155,50,55.4,55.6,50.18,50.3,75.75,75.6,84.26,84.2,80.88,64.22,54.51,55.61,57.92,23.03,113.3,-78.44,47.21,39.21,9.919,1.913,49.13,3.379,1.041,163.3,217.3,7.7,3.5,42.6,37.7,87.7,100.3,9,48.5,6.1,127.4,39.4,62.3,56,54,11.47,5.632,9.084,20,0,117.6,112.7,134.5,96,8.6,5.5,80,0,100,32,42,56,44,58.35,70.44,63.16,59.42,45.71,63.59,106.8
9165,50,55.44,55.6,50.14,50.1,75.71,75.7,84.3,84,80.88,64.22,54.51,55.65,58.17,23.18,112.7,-77.75,47.79,39.44,10.25,1.907,49.17,3.417,1.029,162.4,216.6,7.7,3.7,42.4,37.5,87.7,100.3,9.3,48.5,5.9,127.1,39.1,63.1,56,54,12.69,6.206,9.084,20,0,117.4,112.7,132,93.6,8.4,5.5,80,0,100,32,42,56,44,58.31,70.44,63.2,59.46,45.86,65.74,105.6
9175,50,55.44,55.6,50.14,50.1,75.75,75.6,84.3,84.2,80.84,64.22,54.51,55.65,58.27,23.61,113.2,-78.53,47.23,38.98,10.13,1.884,49.17,3.377,1.041,163.4,214,7.7,3.8,42.4,37.5,87.7,100.8,9,48.5,6.1,127.1,39.4,63.1,56,54,10.35,5.054,9.084,20,0,117.6,112.7,132.5,94.3,8.6,5.5,80,0,100,32,42,56,44,58.31,70.44,63.2,59.46,46.71,64.96,107.2
9185,50,55.48,55.5,50.1,50,75.75,75.7,84.3,84.2,80.88,64.22,54.51,55.61,58.1,23.26,113.1,-78.31,48,39.38,9.778,1.155,49.22,3.429,1.025,163,214.2,7.5,3.5,42.6,37.7,87.7,100.3,9.1,48.5,5.9,127.1,39.1,62.8,57,55,13.71,6.71,8.971,20,0,117.6,112.7,133.5,94.8,8.5,5.4,80,0,100,32,42,56,44,58.35,70.44,63.2,59.5,46.18,63.38,106.3
9195,50,55.44,55.5,50.1,50.1,75.75,75.7,84.34,84,80.88,64.22,54.56,55.61,58.14,23.45,112.7,-77.99,48.19,40.21,9.521,1.538,49.13,3.449,1.019,162.3,216.7,7.7,3.7,42.4,37.5,87.7,100.3,9.3,48.3,5.9,127.4,39.1,63.3,56,54,14.15,6.924,9.084,20,0,117.4,112.7,134.5,96,8.3,5.4,80,0,100,32,42,56,44,58.31,70.44,63.24,59.5,46.38,61.04,104.4
9205,50,55.48,55.5,50.1,50,75.75,75.6,84.34,84,80.88,64.18,54.51,55.61,58.15,23.45,113,-78.27,48.28,39.61,9.834,1.162,49.15,3.454,1.018,162.3,215.4,7.6,3.5,42.4,37.5,88,100.3,9.3,48.5,5.9,126.8,39.1,62.8,56,54,14.46,7.074,9.084,20,0,117.6,112.4,134.5,95.8,8.5,5.5,80,0,100,32,42,56,44,58.31,70.52,63.24,59.46,46.08,62.36,105.4
9215,50,55.44,55.6,50.1,50,75.75,75.9,84.34,84,80.92,64.18,54.51,55.61,58.14,23.17,113.2,-78.26,47.87,39.57,9.825,1.528,49.23,3.419,1.028,162.3,215.2,7.4,4,42.4,37.5,88,100.8,9,48.3,5.7,127.1,39.1,62.8,56,54,13.13,6.422,9.084,20,0,117.4,112.7,133.5,94.8,8.3,5.6,80,0,100,32,42,56,44,58.35,70.52,63.24,59.46,45.68,62.31,105.6
9225,50,55.44,55.5,50.1,50.1,75.79,75.6,84.38,84.2,80.92,64.22,54.47,55.61,58.03,23.4,112.7,-78.11,48.03,39.33,10.23,1.533,49.26,3.428,1.026,162,215.9,7.5,3.5,42.6,37.7,87.7,100.3,9.3,48.5,6.1,126.8,39.4,62.6,56,54,14.09,6.904,9.084,20,0,117.4,112.4,133.5,95,8.3,5.4,80,0,100,32,42,56,44,58.35,70.52,63.24,59.5,46.14,65.55,105.5
9235,50,55.44,55.6,50.1,50,75.79,75.7,84.43,84,80.92,64.18,54.47,55.61,58.65,23.82,113.7,-78.86,48.03,39.33,10.23,1.533,49.29,3.426,1.026,163,215.9,7.7,4,42.4,37.5,88,100.8,9.4,48.3,5.7,127.4,38.8,63.1,56,54,11.92,5.78,9.084,20,0,117.4,112.7,133.5,95,8.1,5.5,80,0,100,32,42,56,44,58.39,70.52,63.28,59.46,47.12,64.15,106.6
9245,50,55.44,55.5,50.1,50.1,75.79,75.7,84.43,84.2,80.96,64.18,54.47,55.57,58.52,23.49,113.7,-78.68,47.9,39.23,9.831,1.161,49.23,3.421,1.028,162.6,215.4,7.5,3.8,42.4,37.5,88,100.8,9.3,48.3,5.7,126.8,39.1,62.6,56,54,11.89,5.779,9.084,20,0,117.6,112.4,135,96.6,8.5,5.4,80,0,100,32,42,56,44,58.35,70.52,63.2,59.46,46.31,63.02,106.5
9255,50,55.44,55.5,50.1,50.1,75.83,75.7,84.43,84.3,80.96,64.22,54.47,55.57,58.58,23.63,114.1,-79.14,47.81,39.16,9.812,1.159,49.25,3.413,1.03,163.6,215,7.5,4,42.6,37.7,88.3,101.3,9.3,48.3,5.7,127.1,38.8,63.6,57,55,11.37,5.518,8.971,20,0,117.6,112.7,134,95,8.4,5.5,80,0,100,32,42,56,44,58.35,70.52,63.24,59.46,46.58,62.22,107.4
9265,50,55.44,55.5,50.06,50,75.83,75.7,84.43,84.2,80.96,64.18,54.47,55.57,58.12,23.44,113.5,-78.78,48.19,39.54,9.816,1.16,49.29,3.438,1.023,162.2,215.1,7.6,3.8,42.4,37.5,88,100.8,9.1,48.5,5.9,126.8,39.1,63.1,56,54,14.4,7.048,9.084,20,0,117.6,112.7,133.5,95,8.5,5.5,80,0,100,32,42,56,44,58.35,70.52,63.24,59.46,46.21,62.25,105.7
9275,50,55.4,55.6,50.06,50,75.83,75.9,84.43,84.3,81.04,64.22,54.47,55.57,58.35,22.97,114.2,-78.82,47.85,39.56,9.821,1.528,49.33,3.411,1.031,162.9,215.2,7.6,3.7,42.4,37.5,88,100.8,9.1,48.5,6.1,127.1,38.8,62.6,56,54,12.44,6.062,9.084,20,0,117.4,112.4,133,94.2,8.4,5.6,80,0,100,32,42,56,44,58.35,70.52,63.24,59.46,45.3,62.28,106.5
9285,50,55.36,55.5,50.06,50.1,75.83,75.9,84.47,84.2,81.04,64.22,54.47,55.57,58.22,23.09,113.4,-78.28,47.54,39.6,9.832,1.897,49.27,3.392,1.036,161.8,215.4,7.5,3.8,42.6,37.7,88,100.8,9.6,48.3,5.7,127.1,39.1,63.3,56,54,11.69,5.712,9.084,20,0,117.4,112.4,132.5,96,8.5,5.5,80,0,100,32,42,56,44,58.35,70.52,63.24,59.46,45.53,62.35,105.3
9295,50,55.4,55.5,50.02,50,75.83,75.7,84.47,84.3,81.04,64.22,54.39,55.57,58.72,23.29,114.4,-78.95,48.14,39.12,10.54,1.525,49.25,3.436,1.023,163.2,214.8,7.4,3.7,42.6,37.7,88,100.8,9,48.5,5.9,126.8,39.1,63.3,56,54,12.04,5.829,9.084,20,0,117.6,112.7,134.5,95.8,8.4,5.5,80,0,100,32,42,56,44,58.35,70.56,63.24,59.46,45.77,66.83,107.4
9305,50,55.4,55.5,50.02,50.1,75.83,75.7,84.51,84.3,81.04,64.22,54.43,55.57,59.07,23.6,114.5,-79.05,48.32,39.64,10.21,1.531,49.31,3.445,1.02,163.4,215.6,7.5,3.7,42.4,37.7,88.3,101.3,9.1,48.3,5.9,126.8,38.8,63.3,56,54,11.52,5.545,9.084,20,0,117.6,112.7,135,96.3,8.4,5.4,80,0,100,32,42,56,44,58.35,70.56,63.24,59.46,46.37,64.75,106.8
9315,50,55.4,55.6,50.02,50.1,75.83,75.9,84.47,84.3,81.08,64.22,54.43,55.57,58.78,23.03,114.8,-79.02,48.13,39.48,10.17,1.525,49.25,3.436,1.023,163.3,214.8,7.6,4,42.4,37.5,88.3,101.3,9.3,48.3,5.7,127.1,38.8,63.6,56,54,11.81,5.717,9.084,20,0,117.6,112.7,133.5,94.5,8.6,5.5,80,0,100,32,42,56,44,58.35,70.56,63.24,59.46,45.26,64.49,107.1
9325,50,55.4,55.5,50.02,50,75.83,75.9,84.47,84.3,81.08,64.22,54.47,55.57,58.99,23.12,115.2,-79.31,48.42,40.09,9.861,1.534,49.32,3.452,1.019,163.9,216,7.6,4,42.4,37.5,88.3,101.3,9,48.3,5.9,126.8,39.4,63.3,56,54,12.14,5.854,9.084,20,0,117.4,112.4,133,94.3,8.4,5.5,80,0,100,32,42,56,44,58.39,70.56,63.24,59.46,45.58,62.53,106.9
